archetype,archetype_n_users,within_archetype_rank,bgg_id,name,overall_rank,owner_count_in_archetype,owner_share_in_archetype,profile_dimension,manual_label,community_type,community
other_dominant_low_coverage,203,20,421006,The Lord of the Rings: Duel for Middle-earth,20,59,0.29064039408866993,other,Recent releases / new-hotness cluster,temporal_artifact,19
other_dominant_mixed,3018,1,173346,7 Wonders Duel,24,1570,0.5202120609675281,other,,tiny_fragment,33
other_dominant_mixed,3018,2,266192,Wingspan,38,1567,0.5192180251822399,other,Licensed family/fandom games,franchise_series,34
other_dominant_mixed,3018,3,230802,Azul,96,1556,0.5155732273028496,other,Abstract tile-placement puzzle bridge,bridge_cluster,14
other_dominant_mixed,3018,4,167791,Terraforming Mars,9,1489,0.4933730947647449,other,Terraforming Mars universal-appeal micro-cluster,bridge_singleton,0
other_dominant_mixed,3018,5,178900,Codenames,161,1417,0.4695162359178264,other,Escape-room / Unlock series cluster,franchise_series,37
other_dominant_mixed,3018,6,342942,Ark Nova,2,1327,0.43969516235917827,other,Ark Nova universal-appeal micro-cluster,bridge_singleton,24
other_dominant_mixed,3018,7,822,Carcassonne,239,1326,0.4393638170974155,other,Racing / sports / route bridge,bridge_cluster,38
other_dominant_mixed,3018,8,163412,Patchwork,146,1298,0.4300861497680583,other,Railroad Ink / spatial puzzle cluster,franchise_series,31
other_dominant_mixed,3018,9,169786,Scythe,26,1238,0.41020543406229293,other,Thematic sandbox worker-placement bridge,bridge_cluster,3
other_dominant_mixed,3018,10,30549,Pandemic,170,1230,0.40755467196819084,other,Pandemic system cluster,franchise_series,26
other_dominant_mixed,3018,11,224517,Brass: Birmingham,1,1225,0.4058979456593771,other,,tiny_fragment,7
other_dominant_mixed,3018,12,312484,Lost Ruins of Arnak,30,1215,0.4025844930417495,other,Thematic adventure / licensed bridge cluster,bridge_cluster,1
other_dominant_mixed,3018,13,244521,Quacks,78,1204,0.39893969516235916,other,,tiny_fragment,6
other_dominant_mixed,3018,14,295947,Cascadia,60,1202,0.39827700463883364,puzzle_nature_tableau_builders,Puzzle / nature tableau builders,taste_cross_over,13
other_dominant_mixed,3018,15,13,Catan,615,1177,0.38999337309476473,other,KeyForge / Catan gateway-franchise cluster,franchise_series,11
other_dominant_mixed,3018,16,148228,Splendor,243,1096,0.3631544068919814,other,Light set-collection gateway,bridge_cluster,36
other_dominant_mixed,3018,17,284083,The Crew: The Quest for Planet Nine,92,1077,0.35685884691848907,legacy_narrative_mystery,Legacy + narrative mystery,shared_culture,4
other_dominant_mixed,3018,18,183394,Viticulture Essential Edition,44,1076,0.3565275016567263,other,Viticulture / Dinosaur Island gateway bridge,bridge_cluster,21
other_dominant_mixed,3018,19,68448,7 Wonders,116,1058,0.35056328694499667,other,,tiny_fragment,30
other_dominant_mixed,3018,20,162886,Spirit Island,11,1052,0.34857521537442016,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__amerithrash_miniatures_lcg,105,1,104162,Descent: Journeys in the Dark (Second Edition),226,40,0.38095238095238093,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,2,110327,Lords of Waterdeep,106,36,0.34285714285714286,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,3,30549,Pandemic,170,34,0.3238095238095238,other,Pandemic system cluster,franchise_series,26
specialist__amerithrash_miniatures_lcg,105,4,15987,Arkham Horror,476,34,0.3238095238095238,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,5,96848,Mage Knight Board Game,39,34,0.3238095238095238,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,6,146021,Eldritch Horror,137,31,0.29523809523809524,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,7,164153,Star Wars: Imperial Assault,83,29,0.2761904761904762,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,8,12493,Twilight Imperium: Third Edition,150,29,0.2761904761904762,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,9,187645,Star Wars: Rebellion,10,29,0.2761904761904762,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,10,205059,Mansions of Madness: Second Edition,75,29,0.2761904761904762,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,11,822,Carcassonne,239,28,0.26666666666666666,other,Racing / sports / route bridge,bridge_cluster,38
specialist__amerithrash_miniatures_lcg,105,12,37111,Battlestar Galactica: The Board Game,125,27,0.2571428571428571,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,13,83330,Mansions of Madness,613,27,0.2571428571428571,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,14,13,Catan,615,27,0.2571428571428571,other,KeyForge / Catan gateway-franchise cluster,franchise_series,11
specialist__amerithrash_miniatures_lcg,105,15,10547,Betrayal at House on the Hill,770,27,0.2571428571428571,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,16,133038,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,711,27,0.2571428571428571,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,17,150376,Dead of Winter: A Crossroads Game,251,27,0.2571428571428571,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,18,174430,Gloomhaven,4,27,0.2571428571428571,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__amerithrash_miniatures_lcg,105,19,147020,Star Realms,174,26,0.24761904761904763,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__amerithrash_miniatures_lcg,105,20,70323,King of Tokyo,489,26,0.24761904761904763,amerithrash_miniatures_lcg,Amerithrash / miniatures / LCG,taste_specialist,9
specialist__bgg_golden_age_canon,190,1,3076,Puerto Rico,55,110,0.5789473684210527,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,2,13,Catan,615,105,0.5526315789473685,other,KeyForge / Catan gateway-franchise cluster,franchise_series,11
specialist__bgg_golden_age_canon,190,3,11,Bohnanza,544,102,0.5368421052631579,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,4,822,Carcassonne,239,99,0.5210526315789473,other,Racing / sports / route bridge,bridge_cluster,38
specialist__bgg_golden_age_canon,190,5,42,Tigris & Euphrates,131,98,0.5157894736842106,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,6,2651,Power Grid,74,93,0.48947368421052634,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,7,12,Ra,115,91,0.4789473684210526,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,8,50,Lost Cities,344,85,0.4473684210526316,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,9,93,El Grande,100,85,0.4473684210526316,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,10,31260,Agricola,64,83,0.4368421052631579,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,11,118,Modern Art,221,81,0.4263157894736842,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,12,8217,San Juan,440,80,0.42105263157894735,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,13,54,Tikal,378,79,0.41578947368421054,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,14,555,The Princes of Florence,301,77,0.4052631578947368,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,15,478,Citadels,584,77,0.4052631578947368,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,16,171,Chess,459,76,0.4,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,17,5782,Coloretto,730,76,0.4,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,18,36218,Dominion,145,75,0.39473684210526316,other,Deck-manipulation / engine gateway cluster,bridge_cluster,15
specialist__bgg_golden_age_canon,190,19,5,Acquire,360,74,0.3894736842105263,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__bgg_golden_age_canon,190,20,3,Samurai,283,73,0.38421052631578945,bgg_golden_age_canon,BGG Golden Age canon,temporal_canon,10
specialist__current_heavy_euro_engine_builders,41,1,251247,Barrage,40,27,0.6585365853658537,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,2,224517,Brass: Birmingham,1,25,0.6097560975609756,other,,tiny_fragment,7
specialist__current_heavy_euro_engine_builders,41,3,396790,Nucleum,143,24,0.5853658536585366,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,4,247763,Underwater Cities,50,23,0.5609756097560976,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,5,322289,Darwin's Journey,89,23,0.5609756097560976,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,6,184267,On Mars,58,22,0.5365853658536586,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,7,126163,Tzolk'in: The Mayan Calendar,73,22,0.5365853658536586,medium_worker_placement_euros,Medium worker-placement euros,taste_specialist,8
specialist__current_heavy_euro_engine_builders,41,8,342942,Ark Nova,2,22,0.5365853658536586,other,Ark Nova universal-appeal micro-cluster,bridge_singleton,24
specialist__current_heavy_euro_engine_builders,41,9,310873,Carnegie,127,21,0.5121951219512195,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,10,284378,Kanban EV,45,21,0.5121951219512195,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,11,161533,Lisboa,69,21,0.5121951219512195,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,12,125153,The Gallerist,81,21,0.5121951219512195,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,13,167791,Terraforming Mars,9,19,0.4634146341463415,other,Terraforming Mars universal-appeal micro-cluster,bridge_singleton,0
specialist__current_heavy_euro_engine_builders,41,14,297030,Tekhenu: Obelisk of the Sun,428,18,0.43902439024390244,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,15,182874,Grand Austria Hotel,67,18,0.43902439024390244,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,16,371942,The White Castle,72,18,0.43902439024390244,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,17,391137,Galactic Cruise,126,18,0.43902439024390244,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,18,323612,Bitoku,303,18,0.43902439024390244,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,19,375459,Speakeasy,305,18,0.43902439024390244,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__current_heavy_euro_engine_builders,41,20,382518,Sankoré: The Pride of Mansa Musa,1475,18,0.43902439024390244,current_heavy_euro_engine_builders,Current heavy euro engine builders,taste_specialist,2
specialist__dungeon_crawl_cooperative_campaign_adventure,85,1,162886,Spirit Island,11,46,0.5411764705882353,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,2,291457,Gloomhaven: Jaws of the Lion,12,39,0.4588235294117647,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,3,285774,Marvel Champions: The Card Game,48,38,0.4470588235294118,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,4,174430,Gloomhaven,4,33,0.38823529411764707,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,5,192135,Too Many Bones,37,33,0.38823529411764707,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,6,121921,Robinson Crusoe: Adventures on the Cursed Island,119,31,0.36470588235294116,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,7,191189,Aeon's End,107,31,0.36470588235294116,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,8,277659,Final Girl,97,31,0.36470588235294116,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,9,205637,Arkham Horror: The Card Game,32,29,0.3411764705882353,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,10,264220,Tainted Grail: The Fall of Avalon,136,28,0.32941176470588235,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,11,167791,Terraforming Mars,9,25,0.29411764705882354,other,Terraforming Mars universal-appeal micro-cluster,bridge_singleton,0
specialist__dungeon_crawl_cooperative_campaign_adventure,85,12,30549,Pandemic,170,25,0.29411764705882354,other,Pandemic system cluster,franchise_series,26
specialist__dungeon_crawl_cooperative_campaign_adventure,85,13,318184,Imperium: Classics,337,24,0.2823529411764706,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,14,167355,Nemesis,25,24,0.2823529411764706,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,15,325494,ISS Vanguard,158,24,0.2823529411764706,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,16,180263,The 7th Continent,163,23,0.27058823529411763,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,17,295770,Frosthaven,21,23,0.27058823529411763,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,18,251661,Oathsworn: Into the Deepwood,63,23,0.27058823529411763,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,19,393672,Gloomhaven: Buttons & Bugs,908,22,0.25882352941176473,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__dungeon_crawl_cooperative_campaign_adventure,85,20,235802,Too Many Bones: Undertow,172,22,0.25882352941176473,dungeon_crawl_cooperative_campaign_adventure,Dungeon crawl / cooperative campaign adventure,taste_specialist,12
specialist__historical_wargames_conflict_strategy,89,1,12333,Twilight Struggle,14,57,0.6404494382022472,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,2,91,Paths of Glory,262,42,0.47191011235955055,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,3,40354,Maria,431,35,0.39325842696629215,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,4,234,Hannibal: Rome vs. Carthage,484,34,0.38202247191011235,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,5,1822,Wilderness War,1403,33,0.3707865168539326,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,6,11825,Empire of the Sun: The Pacific War 1941-1945,892,33,0.3707865168539326,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,7,115746,War of the Ring: Second Edition,8,31,0.34831460674157305,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,8,421,1830: Railways & Robber Barons,311,31,0.34831460674157305,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,9,833,For the People,1384,31,0.34831460674157305,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,10,38996,Washington's War,1073,30,0.33707865168539325,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,11,14105,Commands & Colors: Ancients,250,29,0.3258426966292135,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,12,128780,Pax Porfiriana,728,29,0.3258426966292135,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,13,25021,Sekigahara: The Unification of Japan,229,28,0.3146067415730337,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,14,132018,Churchill,815,27,0.30337078651685395,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,15,206480,Imperial Struggle,474,27,0.30337078651685395,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,16,41066,Virgin Queen,1163,25,0.2808988764044944,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,17,12891,Friedrich: Anniversary Edition,1038,25,0.2808988764044944,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,18,7858,Ardennes '44: The Battle of the Bulge,2484,25,0.2808988764044944,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,19,730,Breakout: Normandy,2372,25,0.2808988764044944,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
specialist__historical_wargames_conflict_strategy,89,20,242722,Here I Stand: 500th Anniversary Edition,1198,25,0.2808988764044944,historical_wargames_conflict_strategy,Historical wargames + conflict strategy,taste_specialist,20
