username,row,total_selected_owned,count__bgg_golden_age_canon,count__amerithrash_miniatures_lcg,count__dungeon_crawl_cooperative_campaign_adventure,count__current_heavy_euro_engine_builders,count__historical_wargames_conflict_strategy,count__party_family_social_deduction,count__puzzle_nature_tableau_builders,count__medium_worker_placement_euros,count__cooperative_trick_taking_deduction,count__roll_and_write_number_dice_games,count__legacy_narrative_mystery,count__other,share__bgg_golden_age_canon,share__amerithrash_miniatures_lcg,share__dungeon_crawl_cooperative_campaign_adventure,share__current_heavy_euro_engine_builders,share__historical_wargames_conflict_strategy,share__party_family_social_deduction,share__puzzle_nature_tableau_builders,share__medium_worker_placement_euros,share__cooperative_trick_taking_deduction,share__roll_and_write_number_dice_games,share__legacy_narrative_mystery,share__other,dominant_dimension,dominant_share,included_share,profile_entropy_norm,n_active_dimensions,eligible_for_archetype,dominant_taste_dimension,dominant_taste_share,archetype,archetype_family
14allor,67,7,0,0,1,1,0,0,0,0,0,0,0,5,0.0,0.0,0.14285715,0.14285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71428573,other,0.71428573,0.28571427,0.320459,3,False,dungeon_crawl_cooperative_campaign_adventure,0.14285715,insufficient_selected_owned,insufficient_selected_owned
Banemus,68,31,6,15,0,0,0,3,0,2,0,0,0,5,0.19354838,0.48387095,0.0,0.0,0.0,0.09677419,0.0,0.06451613,0.0,0.0,0.0,0.16129032,amerithrash_miniatures_lcg,0.48387095,0.8387097,0.549809,5,True,amerithrash_miniatures_lcg,0.48387095,specialist__amerithrash_miniatures_lcg,specialist
Caloypogi12301989,69,118,19,4,1,7,3,12,7,24,7,3,1,30,0.16101696,0.033898305,0.008474576,0.059322033,0.025423728,0.10169491,0.059322033,0.20338982,0.059322033,0.025423728,0.008474576,0.2542373,other,0.2542373,0.7457627,0.838511,12,True,medium_worker_placement_euros,0.20338982,other_dominant_mixed,other_dominant
Dominik91,70,9,0,0,0,3,0,0,3,0,0,0,0,3,0.0,0.0,0.0,0.33333334,0.0,0.0,0.33333334,0.0,0.0,0.0,0.0,0.33333334,current_heavy_euro_engine_builders,0.33333334,0.6666666,0.442114,3,False,current_heavy_euro_engine_builders,0.33333334,insufficient_selected_owned,insufficient_selected_owned
edsonpb,71,5,0,3,1,0,0,0,0,0,0,0,0,1,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,amerithrash_miniatures_lcg,0.6,0.8,0.382417,3,False,amerithrash_miniatures_lcg,0.6,insufficient_selected_owned,insufficient_selected_owned
elminster41,72,45,1,3,0,1,32,0,0,4,0,0,0,4,0.022222223,0.06666667,0.0,0.022222223,0.7111111,0.0,0.0,0.08888889,0.0,0.0,0.0,0.08888889,historical_wargames_conflict_strategy,0.7111111,0.9111111,0.411463,6,True,historical_wargames_conflict_strategy,0.7111111,specialist__historical_wargames_conflict_strategy,specialist
farmergiles,73,347,18,23,42,53,4,26,38,19,22,2,1,99,0.0518732,0.06628242,0.12103746,0.15273775,0.011527377,0.074927956,0.10951009,0.054755043,0.063400574,0.0057636886,0.0028818443,0.28530258,other,0.28530258,0.7146974,0.84595,12,True,current_heavy_euro_engine_builders,0.15273775,other_dominant_mixed,other_dominant
gabrieln,74,45,0,8,24,0,2,0,0,1,3,0,0,7,0.0,0.17777778,0.53333336,0.0,0.044444446,0.0,0.0,0.022222223,0.06666667,0.0,0.0,0.15555556,dungeon_crawl_cooperative_campaign_adventure,0.53333336,0.84444445,0.537355,6,True,dungeon_crawl_cooperative_campaign_adventure,0.53333336,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
himokl,75,78,6,1,0,24,16,1,6,2,2,2,0,18,0.07692308,0.012820513,0.0,0.30769232,0.20512821,0.012820513,0.07692308,0.025641026,0.025641026,0.025641026,0.0,0.23076923,current_heavy_euro_engine_builders,0.30769232,0.7692308,0.730058,10,True,current_heavy_euro_engine_builders,0.30769232,leaning__current_heavy_euro_engine_builders,leaning
Honung,76,38,1,2,8,1,0,5,1,1,1,1,1,16,0.02631579,0.05263158,0.21052632,0.02631579,0.0,0.13157895,0.02631579,0.02631579,0.02631579,0.02631579,0.02631579,0.42105263,other,0.42105263,0.57894737,0.717996,11,True,dungeon_crawl_cooperative_campaign_adventure,0.21052632,other_dominant_mixed,other_dominant
ingedico,77,65,3,19,10,4,5,1,0,1,3,0,3,16,0.046153847,0.2923077,0.15384616,0.06153846,0.07692308,0.015384615,0.0,0.015384615,0.046153847,0.0,0.046153847,0.24615385,amerithrash_miniatures_lcg,0.2923077,0.75384617,0.770954,10,True,amerithrash_miniatures_lcg,0.2923077,generalist,generalist
jrsquee,78,155,53,0,4,7,22,6,8,10,15,2,2,26,0.3419355,0.0,0.025806451,0.045161292,0.14193548,0.038709678,0.051612902,0.06451613,0.09677419,0.012903226,0.012903226,0.16774194,bgg_golden_age_canon,0.3419355,0.83225805,0.793488,11,True,bgg_golden_age_canon,0.3419355,generalist,generalist
JwD42,79,92,4,2,0,5,0,10,19,2,14,3,0,33,0.04347826,0.02173913,0.0,0.054347824,0.0,0.10869565,0.20652173,0.02173913,0.1521739,0.032608695,0.0,0.35869566,other,0.35869566,0.6413044,0.721932,9,True,puzzle_nature_tableau_builders,0.20652173,other_dominant_mixed,other_dominant
larrydurbin,80,117,2,10,15,4,0,4,21,9,5,3,0,44,0.017094018,0.08547009,0.12820514,0.034188036,0.0,0.034188036,0.17948718,0.07692308,0.042735044,0.025641026,0.0,0.37606838,other,0.37606838,0.62393165,0.754964,10,True,puzzle_nature_tableau_builders,0.17948718,other_dominant_mixed,other_dominant
Nomorepiratedgame,81,14,0,0,3,7,0,0,1,0,1,0,0,2,0.0,0.0,0.21428572,0.5,0.0,0.0,0.071428575,0.0,0.071428575,0.0,0.0,0.14285715,current_heavy_euro_engine_builders,0.5,0.85714287,0.535901,5,False,current_heavy_euro_engine_builders,0.5,insufficient_selected_owned,insufficient_selected_owned
nowhanda,82,52,4,0,1,16,2,4,1,4,2,0,0,18,0.07692308,0.0,0.01923077,0.30769232,0.03846154,0.07692308,0.01923077,0.07692308,0.03846154,0.0,0.0,0.34615386,other,0.34615386,0.65384614,0.693947,9,True,current_heavy_euro_engine_builders,0.30769232,other_dominant_mixed,other_dominant
okienko12345,83,17,0,2,4,0,9,0,0,0,0,0,0,2,0.0,0.11764706,0.23529412,0.0,0.5294118,0.0,0.0,0.0,0.0,0.0,0.0,0.11764706,historical_wargames_conflict_strategy,0.5294118,0.88235295,0.475147,4,True,historical_wargames_conflict_strategy,0.5294118,specialist__historical_wargames_conflict_strategy,specialist
Peepser,84,43,8,3,0,3,3,0,2,9,0,2,0,13,0.18604651,0.069767445,0.0,0.069767445,0.069767445,0.0,0.046511628,0.20930232,0.0,0.046511628,0.0,0.30232558,other,0.30232558,0.6976744,0.742311,8,True,medium_worker_placement_euros,0.20930232,other_dominant_mixed,other_dominant
Rvd1ofakind,85,28,1,6,2,0,0,6,1,2,0,0,1,9,0.035714287,0.21428572,0.071428575,0.0,0.0,0.21428572,0.035714287,0.071428575,0.0,0.0,0.035714287,0.32142857,other,0.32142857,0.67857146,0.707888,8,True,amerithrash_miniatures_lcg,0.21428572,other_dominant_mixed,other_dominant
tlaraver,86,15,6,3,0,0,1,4,0,0,0,0,0,1,0.4,0.2,0.0,0.0,0.06666667,0.26666668,0.0,0.0,0.0,0.0,0.0,0.06666667,bgg_golden_age_canon,0.4,0.93333334,0.564184,5,True,bgg_golden_age_canon,0.4,specialist__bgg_golden_age_canon,specialist
Wartrek,87,2,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dungeon_crawl_cooperative_campaign_adventure,1.0,1.0,0.0,1,False,dungeon_crawl_cooperative_campaign_adventure,1.0,insufficient_selected_owned,insufficient_selected_owned
Falkar,88,152,8,10,9,17,12,17,19,5,9,4,5,37,0.05263158,0.065789476,0.059210528,0.1118421,0.078947365,0.1118421,0.125,0.032894738,0.059210528,0.02631579,0.032894738,0.24342105,other,0.24342105,0.7565789,0.918923,12,True,puzzle_nature_tableau_builders,0.125,other_dominant_mixed,other_dominant
MiGhTy_MojO,89,68,1,10,3,18,1,5,2,11,0,0,1,16,0.014705882,0.14705883,0.04411765,0.2647059,0.014705882,0.073529415,0.029411765,0.16176471,0.0,0.0,0.014705882,0.23529412,current_heavy_euro_engine_builders,0.2647059,0.7647059,0.75992,10,True,current_heavy_euro_engine_builders,0.2647059,generalist,generalist
motoyugota,90,350,34,15,36,12,5,33,44,15,15,5,19,117,0.09714286,0.042857144,0.10285714,0.034285713,0.014285714,0.09428571,0.12571429,0.042857144,0.042857144,0.014285714,0.054285713,0.3342857,other,0.3342857,0.66571426,0.84923,12,True,puzzle_nature_tableau_builders,0.12571429,other_dominant_mixed,other_dominant
Baagism,91,253,43,12,13,16,17,27,12,37,17,6,2,51,0.16996047,0.04743083,0.0513834,0.06324111,0.06719368,0.10671937,0.04743083,0.14624506,0.06719368,0.023715414,0.007905139,0.20158103,other,0.20158103,0.798419,0.905533,12,True,bgg_golden_age_canon,0.16996047,other_dominant_mixed,other_dominant
Balthierr,92,11,1,1,1,0,0,0,0,0,1,0,0,7,0.09090909,0.09090909,0.09090909,0.0,0.0,0.0,0.0,0.0,0.09090909,0.0,0.0,0.6363636,other,0.6363636,0.36363637,0.466653,5,False,bgg_golden_age_canon,0.09090909,insufficient_selected_owned,insufficient_selected_owned
davidjw,93,354,132,27,20,4,56,25,5,21,13,1,2,48,0.37288135,0.076271184,0.056497175,0.011299435,0.15819208,0.07062147,0.014124294,0.059322033,0.036723163,0.0028248588,0.0056497175,0.13559322,bgg_golden_age_canon,0.37288135,0.86440676,0.773406,12,True,bgg_golden_age_canon,0.37288135,leaning__bgg_golden_age_canon,leaning
eagerbeaver,94,55,3,1,1,9,8,12,0,10,1,0,0,10,0.054545455,0.018181818,0.018181818,0.16363636,0.14545454,0.21818182,0.0,0.18181819,0.018181818,0.0,0.0,0.18181819,party_family_social_deduction,0.21818182,0.8181818,0.767004,9,True,party_family_social_deduction,0.21818182,generalist,generalist
Esyhpe,95,93,1,2,8,26,2,4,13,3,0,1,0,33,0.010752688,0.021505376,0.086021505,0.2795699,0.021505376,0.043010753,0.13978495,0.032258064,0.0,0.010752688,0.0,0.3548387,other,0.3548387,0.6451613,0.691673,10,True,current_heavy_euro_engine_builders,0.2795699,other_dominant_mixed,other_dominant
evilkuz,96,27,10,3,0,0,3,0,0,5,1,0,0,5,0.37037036,0.11111111,0.0,0.0,0.11111111,0.0,0.0,0.18518518,0.037037037,0.0,0.0,0.18518518,bgg_golden_age_canon,0.37037036,0.8148148,0.645015,6,True,bgg_golden_age_canon,0.37037036,leaning__bgg_golden_age_canon,leaning
gongdol,97,164,29,4,0,23,10,15,16,12,12,2,1,40,0.17682926,0.024390243,0.0,0.1402439,0.06097561,0.09146342,0.09756097,0.07317073,0.07317073,0.0121951215,0.0060975607,0.24390244,other,0.24390244,0.75609756,0.845293,11,True,bgg_golden_age_canon,0.17682926,other_dominant_mixed,other_dominant
kofco,98,11,2,3,0,1,0,1,0,2,0,0,0,2,0.18181819,0.27272728,0.0,0.09090909,0.0,0.09090909,0.0,0.18181819,0.0,0.0,0.0,0.18181819,amerithrash_miniatures_lcg,0.27272728,0.8181818,0.692257,6,False,amerithrash_miniatures_lcg,0.27272728,insufficient_selected_owned,insufficient_selected_owned
Maciej Krok,99,49,2,14,8,0,0,11,1,1,2,0,1,9,0.040816326,0.2857143,0.1632653,0.0,0.0,0.2244898,0.020408163,0.020408163,0.040816326,0.0,0.020408163,0.18367347,amerithrash_miniatures_lcg,0.2857143,0.8163265,0.724311,9,True,amerithrash_miniatures_lcg,0.2857143,leaning__amerithrash_miniatures_lcg,leaning
Maglinkinpark,100,158,21,0,5,29,29,1,0,37,15,1,1,19,0.1329114,0.0,0.03164557,0.18354431,0.18354431,0.006329114,0.0,0.23417722,0.094936706,0.006329114,0.006329114,0.12025317,medium_worker_placement_euros,0.23417722,0.87974685,0.770311,10,True,medium_worker_placement_euros,0.23417722,generalist,generalist
MisplacedWorker,101,197,25,1,0,13,33,12,4,54,9,4,0,42,0.12690355,0.005076142,0.0,0.065989845,0.16751269,0.060913704,0.020304568,0.2741117,0.04568528,0.020304568,0.0,0.21319798,medium_worker_placement_euros,0.2741117,0.78680205,0.773234,10,True,medium_worker_placement_euros,0.2741117,generalist,generalist
Nactra,102,45,13,3,0,0,10,1,0,0,7,0,0,11,0.2888889,0.06666667,0.0,0.0,0.22222222,0.022222223,0.0,0.0,0.15555556,0.0,0.0,0.24444444,bgg_golden_age_canon,0.2888889,0.75555557,0.640628,6,True,bgg_golden_age_canon,0.2888889,leaning__bgg_golden_age_canon,leaning
Nathanield,103,18,4,0,0,4,0,0,0,4,0,2,0,4,0.22222222,0.0,0.0,0.22222222,0.0,0.0,0.0,0.22222222,0.0,0.11111111,0.0,0.22222222,bgg_golden_age_canon,0.22222222,0.7777778,0.636279,5,True,bgg_golden_age_canon,0.22222222,mixed__bgg_golden_age_canon,mixed
nicfatto,104,253,53,8,2,31,20,17,10,57,8,4,1,42,0.20948617,0.031620555,0.007905139,0.12252964,0.07905138,0.06719368,0.03952569,0.22529644,0.031620555,0.015810277,0.0039525693,0.1660079,medium_worker_placement_euros,0.22529644,0.8339921,0.834007,12,True,medium_worker_placement_euros,0.22529644,generalist,generalist
Stevenhowell13,105,128,0,8,53,2,0,5,6,0,5,2,6,41,0.0,0.0625,0.4140625,0.015625,0.0,0.0390625,0.046875,0.0,0.0390625,0.015625,0.046875,0.3203125,dungeon_crawl_cooperative_campaign_adventure,0.4140625,0.6796875,0.633117,9,True,dungeon_crawl_cooperative_campaign_adventure,0.4140625,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
Theratcatcher,106,206,52,8,4,5,35,4,13,37,3,7,0,38,0.2524272,0.03883495,0.019417476,0.024271844,0.1699029,0.019417476,0.0631068,0.17961165,0.014563107,0.033980582,0.0,0.18446602,bgg_golden_age_canon,0.2524272,0.815534,0.80051,11,True,bgg_golden_age_canon,0.2524272,generalist,generalist
Venser,107,55,8,0,0,0,37,3,0,0,2,0,0,5,0.14545454,0.0,0.0,0.0,0.6727273,0.054545455,0.0,0.0,0.036363635,0.0,0.0,0.09090909,historical_wargames_conflict_strategy,0.6727273,0.9090909,0.420243,5,True,historical_wargames_conflict_strategy,0.6727273,specialist__historical_wargames_conflict_strategy,specialist
wangyanbo1994,108,64,3,14,9,5,3,0,1,12,1,0,0,16,0.046875,0.21875,0.140625,0.078125,0.046875,0.0,0.015625,0.1875,0.015625,0.0,0.0,0.25,other,0.25,0.75,0.758501,9,True,amerithrash_miniatures_lcg,0.21875,other_dominant_mixed,other_dominant
WinterWind,109,173,10,56,19,9,7,14,1,6,4,1,1,45,0.057803467,0.3236994,0.10982659,0.05202312,0.040462427,0.08092485,0.0057803467,0.03468208,0.023121387,0.0057803467,0.0057803467,0.2601156,amerithrash_miniatures_lcg,0.3236994,0.7398844,0.765758,12,True,amerithrash_miniatures_lcg,0.3236994,generalist,generalist
AlexCastle,110,170,11,6,37,3,0,23,9,2,11,3,11,54,0.064705886,0.03529412,0.21764706,0.01764706,0.0,0.13529412,0.052941177,0.011764706,0.064705886,0.01764706,0.064705886,0.31764707,other,0.31764707,0.6823529,0.791428,11,True,dungeon_crawl_cooperative_campaign_adventure,0.21764706,other_dominant_mixed,other_dominant
benleeph,111,24,3,0,0,8,5,0,0,0,1,0,0,7,0.125,0.0,0.0,0.33333334,0.20833333,0.0,0.0,0.0,0.041666668,0.0,0.0,0.29166666,current_heavy_euro_engine_builders,0.33333334,0.7083334,0.581399,5,True,current_heavy_euro_engine_builders,0.33333334,leaning__current_heavy_euro_engine_builders,leaning
blake_mc,112,60,0,5,32,6,2,0,2,0,1,0,1,11,0.0,0.083333336,0.53333336,0.1,0.033333335,0.0,0.033333335,0.0,0.016666668,0.0,0.016666668,0.18333334,dungeon_crawl_cooperative_campaign_adventure,0.53333336,0.81666666,0.582248,8,True,dungeon_crawl_cooperative_campaign_adventure,0.53333336,specialist__dungeon_crawl_cooperative_campaign_adventure,specialist
danissimus,113,371,22,15,69,26,14,16,37,16,19,14,14,109,0.05929919,0.04043127,0.18598382,0.07008086,0.03773585,0.043126684,0.09973046,0.043126684,0.051212937,0.03773585,0.03773585,0.29380053,other,0.29380053,0.70619947,0.877486,12,True,dungeon_crawl_cooperative_campaign_adventure,0.18598382,other_dominant_mixed,other_dominant
lainesko,114,59,8,4,1,4,1,1,5,1,8,4,0,22,0.13559322,0.06779661,0.016949153,0.06779661,0.016949153,0.016949153,0.084745765,0.016949153,0.13559322,0.06779661,0.0,0.37288135,other,0.37288135,0.62711865,0.781791,11,True,bgg_golden_age_canon,0.13559322,other_dominant_mixed,other_dominant
Alantis,115,17,2,6,1,1,1,0,0,0,0,0,0,6,0.11764706,0.3529412,0.05882353,0.05882353,0.05882353,0.0,0.0,0.0,0.0,0.0,0.0,0.3529412,amerithrash_miniatures_lcg,0.3529412,0.64705884,0.598371,6,True,amerithrash_miniatures_lcg,0.3529412,leaning__amerithrash_miniatures_lcg,leaning
bankir1973,116,137,33,5,2,12,1,11,12,16,7,5,0,33,0.24087591,0.03649635,0.01459854,0.08759124,0.00729927,0.08029197,0.08759124,0.11678832,0.05109489,0.03649635,0.0,0.24087591,bgg_golden_age_canon,0.24087591,0.7591241,0.827741,11,True,bgg_golden_age_canon,0.24087591,generalist,generalist
bernstein82,117,103,25,14,1,1,2,16,1,1,10,8,1,23,0.24271844,0.13592233,0.009708738,0.009708738,0.019417476,0.1553398,0.009708738,0.009708738,0.097087376,0.0776699,0.009708738,0.22330096,bgg_golden_age_canon,0.24271844,0.77669907,0.790922,12,True,bgg_golden_age_canon,0.24271844,generalist,generalist
bijanajamlou,118,166,49,27,2,5,6,3,0,50,0,1,0,23,0.2951807,0.1626506,0.012048192,0.030120483,0.036144577,0.018072288,0.0,0.30120483,0.0,0.006024096,0.0,0.13855422,medium_worker_placement_euros,0.30120483,0.8614458,0.673235,9,True,medium_worker_placement_euros,0.30120483,leaning__medium_worker_placement_euros,leaning
Elodie,119,35,26,4,0,0,2,0,0,2,0,0,0,1,0.74285716,0.114285715,0.0,0.0,0.057142857,0.0,0.0,0.057142857,0.0,0.0,0.0,0.028571429,bgg_golden_age_canon,0.74285716,0.9714286,0.361139,5,True,bgg_golden_age_canon,0.74285716,specialist__bgg_golden_age_canon,specialist
gfish777,120,4,1,0,1,0,0,0,0,0,0,0,0,2,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,other,0.5,0.5,0.418414,3,False,bgg_golden_age_canon,0.25,insufficient_selected_owned,insufficient_selected_owned
huyiuk,121,211,75,52,1,1,21,16,0,21,3,4,0,17,0.35545024,0.24644549,0.0047393367,0.0047393367,0.09952607,0.07582939,0.0,0.09952607,0.014218009,0.018957347,0.0,0.08056872,bgg_golden_age_canon,0.35545024,0.91943127,0.707072,10,True,bgg_golden_age_canon,0.35545024,leaning__bgg_golden_age_canon,leaning
JiveMaster,122,22,1,5,4,2,2,3,0,0,0,0,1,4,0.045454547,0.22727273,0.18181819,0.09090909,0.09090909,0.13636364,0.0,0.0,0.0,0.0,0.045454547,0.18181819,amerithrash_miniatures_lcg,0.22727273,0.8181818,0.782853,8,True,amerithrash_miniatures_lcg,0.22727273,generalist,generalist
kosherx,123,30,3,10,0,0,0,11,0,0,0,0,0,6,0.1,0.33333334,0.0,0.0,0.0,0.36666667,0.0,0.0,0.0,0.0,0.0,0.2,party_family_social_deduction,0.36666667,0.8,0.517616,4,True,party_family_social_deduction,0.36666667,leaning__party_family_social_deduction,leaning
Lord EduCation,124,271,37,10,14,25,1,30,15,13,19,13,4,90,0.13653137,0.036900368,0.051660515,0.09225092,0.003690037,0.11070111,0.055350553,0.04797048,0.0701107,0.04797048,0.014760148,0.3321033,other,0.3321033,0.6678967,0.843926,12,True,bgg_golden_age_canon,0.13653137,other_dominant_mixed,other_dominant
MAXedOUT,125,30,1,15,2,0,0,0,0,1,0,0,1,10,0.033333335,0.5,0.06666667,0.0,0.0,0.0,0.0,0.033333335,0.0,0.0,0.033333335,0.33333334,amerithrash_miniatures_lcg,0.5,0.6666666,0.49637,6,True,amerithrash_miniatures_lcg,0.5,specialist__amerithrash_miniatures_lcg,specialist
Mayasty,126,111,11,5,10,11,10,7,7,7,7,6,3,27,0.0990991,0.045045044,0.09009009,0.0990991,0.09009009,0.06306306,0.06306306,0.06306306,0.06306306,0.054054055,0.027027028,0.24324325,other,0.24324325,0.7567568,0.936776,12,True,bgg_golden_age_canon,0.0990991,other_dominant_mixed,other_dominant
mdean,127,49,7,0,3,1,29,0,0,1,1,0,0,7,0.14285715,0.0,0.06122449,0.020408163,0.59183675,0.0,0.0,0.020408163,0.020408163,0.0,0.0,0.14285715,historical_wargames_conflict_strategy,0.59183675,0.85714287,0.513377,7,True,historical_wargames_conflict_strategy,0.59183675,specialist__historical_wargames_conflict_strategy,specialist
mrbass,128,107,42,3,2,0,3,15,0,7,12,3,0,20,0.39252338,0.028037382,0.018691588,0.0,0.028037382,0.14018692,0.0,0.06542056,0.11214953,0.028037382,0.0,0.18691589,bgg_golden_age_canon,0.39252338,0.8130841,0.706174,9,True,bgg_golden_age_canon,0.39252338,leaning__bgg_golden_age_canon,leaning
Bario,129,195,12,13,35,35,0,13,22,10,3,1,1,50,0.06153846,0.06666667,0.17948718,0.17948718,0.0,0.06666667,0.11282051,0.051282052,0.015384615,0.0051282053,0.0051282053,0.25641027,other,0.25641027,0.74358976,0.8109,11,True,dungeon_crawl_cooperative_campaign_adventure,0.17948718,other_dominant_mixed,other_dominant
bartol666,130,26,0,3,3,4,0,1,4,1,0,0,1,9,0.0,0.115384616,0.115384616,0.15384616,0.0,0.03846154,0.15384616,0.03846154,0.0,0.0,0.03846154,0.34615386,other,0.34615386,0.65384614,0.731392,8,True,current_heavy_euro_engine_builders,0.15384616,other_dominant_mixed,other_dominant
bnordeng,131,269,65,13,17,7,6,29,8,14,20,5,7,78,0.2416357,0.048327137,0.063197024,0.026022306,0.022304833,0.10780669,0.029739777,0.05204461,0.07434944,0.01858736,0.026022306,0.28996283,other,0.28996283,0.7100372,0.830472,12,True,bgg_golden_age_canon,0.2416357,other_dominant_mixed,other_dominant
dexter258,132,128,6,3,6,13,10,13,7,8,14,2,1,45,0.046875,0.0234375,0.046875,0.1015625,0.078125,0.1015625,0.0546875,0.0625,0.109375,0.015625,0.0078125,0.3515625,other,0.3515625,0.6484375,0.83837,12,True,cooperative_trick_taking_deduction,0.109375,other_dominant_mixed,other_dominant
Django94,133,433,89,11,9,78,7,10,32,78,12,15,0,92,0.20554273,0.025404157,0.02078522,0.18013857,0.016166281,0.023094688,0.073903,0.18013857,0.027713627,0.034642033,0.0,0.21247113,other,0.21247113,0.7875289,0.80797,11,True,bgg_golden_age_canon,0.20554273,other_dominant_mixed,other_dominant
DJWoodelf,134,128,8,14,23,20,0,4,9,10,3,4,2,31,0.0625,0.109375,0.1796875,0.15625,0.0,0.03125,0.0703125,0.078125,0.0234375,0.03125,0.015625,0.2421875,other,0.2421875,0.7578125,0.850194,11,True,dungeon_crawl_cooperative_campaign_adventure,0.1796875,other_dominant_mixed,other_dominant
donalan9,135,55,4,5,3,2,0,6,5,1,0,0,0,29,0.07272727,0.09090909,0.054545455,0.036363635,0.0,0.10909091,0.09090909,0.018181818,0.0,0.0,0.0,0.5272727,other,0.5272727,0.4727273,0.626909,8,True,party_family_social_deduction,0.10909091,other_dominant_low_coverage,other_dominant
DovianBB,136,219,32,51,19,6,4,19,13,6,7,0,2,60,0.14611872,0.23287672,0.08675799,0.02739726,0.01826484,0.08675799,0.05936073,0.02739726,0.03196347,0.0,0.00913242,0.2739726,other,0.2739726,0.72602737,0.800876,11,True,amerithrash_miniatures_lcg,0.23287672,other_dominant_mixed,other_dominant
El_Shaddai,137,81,3,11,12,0,8,10,2,0,4,0,0,31,0.037037037,0.13580246,0.14814815,0.0,0.09876543,0.12345679,0.024691358,0.0,0.049382716,0.0,0.0,0.38271606,other,0.38271606,0.61728394,0.712511,8,True,dungeon_crawl_cooperative_campaign_adventure,0.14814815,other_dominant_mixed,other_dominant
Fera_Nemora,138,257,19,4,20,35,18,16,21,12,25,1,0,86,0.07392996,0.015564202,0.07782101,0.13618676,0.07003891,0.06225681,0.08171206,0.046692606,0.09727626,0.0038910506,0.0,0.33463034,other,0.33463034,0.66536963,0.824563,11,True,current_heavy_euro_engine_builders,0.13618676,other_dominant_mixed,other_dominant
gabroth,139,57,12,1,1,8,3,3,4,2,7,0,0,16,0.21052632,0.01754386,0.01754386,0.14035088,0.05263158,0.05263158,0.07017544,0.03508772,0.12280702,0.0,0.0,0.28070176,other,0.28070176,0.71929824,0.794224,10,True,bgg_golden_age_canon,0.21052632,other_dominant_mixed,other_dominant
gerdeve,140,114,2,3,5,29,4,8,10,8,6,2,1,36,0.01754386,0.02631579,0.04385965,0.25438598,0.03508772,0.07017544,0.0877193,0.07017544,0.05263158,0.01754386,0.00877193,0.31578946,other,0.31578946,0.68421054,0.799776,12,True,current_heavy_euro_engine_builders,0.25438598,other_dominant_mixed,other_dominant
hke2912,141,18,2,0,0,1,0,1,0,0,2,1,1,10,0.11111111,0.0,0.0,0.055555556,0.0,0.055555556,0.0,0.0,0.11111111,0.055555556,0.055555556,0.5555556,other,0.5555556,0.44444442,0.58639,7,True,bgg_golden_age_canon,0.11111111,other_dominant_low_coverage,other_dominant
Hoelscher33,142,136,1,13,30,17,10,2,3,0,3,2,4,51,0.007352941,0.09558824,0.22058824,0.125,0.073529415,0.014705882,0.022058824,0.0,0.022058824,0.014705882,0.029411765,0.375,other,0.375,0.625,0.728273,11,True,dungeon_crawl_cooperative_campaign_adventure,0.22058824,other_dominant_mixed,other_dominant
jaketo1080,143,86,3,4,16,2,3,16,6,1,7,0,0,28,0.034883723,0.046511628,0.18604651,0.023255814,0.034883723,0.18604651,0.069767445,0.011627907,0.08139535,0.0,0.0,0.3255814,other,0.3255814,0.67441857,0.763466,10,True,dungeon_crawl_cooperative_campaign_adventure,0.18604651,other_dominant_mixed,other_dominant
Janiboy97,144,174,13,11,9,10,3,22,4,7,16,8,2,69,0.07471264,0.06321839,0.05172414,0.057471264,0.01724138,0.12643678,0.022988506,0.040229887,0.09195402,0.04597701,0.011494253,0.39655173,other,0.39655173,0.6034483,0.809836,12,True,party_family_social_deduction,0.12643678,other_dominant_mixed,other_dominant
jidar,145,219,32,52,19,5,4,19,13,6,7,0,2,60,0.14611872,0.23744293,0.08675799,0.02283105,0.01826484,0.08675799,0.05936073,0.02739726,0.03196347,0.0,0.00913242,0.2739726,other,0.2739726,0.72602737,0.796763,11,True,amerithrash_miniatures_lcg,0.23744293,other_dominant_mixed,other_dominant
keighleyrob,146,252,26,16,9,49,4,8,21,20,6,8,2,83,0.103174604,0.06349207,0.035714287,0.19444445,0.015873017,0.031746034,0.083333336,0.07936508,0.023809524,0.031746034,0.007936508,0.32936507,other,0.32936507,0.6706349,0.81812,12,True,current_heavy_euro_engine_builders,0.19444445,other_dominant_mixed,other_dominant
Lenamalave,147,6,1,0,0,1,0,0,0,0,0,0,0,4,0.16666667,0.0,0.0,0.16666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666667,other,0.6666667,0.3333333,0.349133,3,False,bgg_golden_age_canon,0.16666667,insufficient_selected_owned,insufficient_selected_owned
