username,row,total_selected_owned,other_owned_count,included_share,dominant_taste_dimension,dominant_taste_share,top_other_community_type,top_other_community_type_count,top_other_community_type_share,top_other_manual_label,top_other_manual_label_count,top_other_manual_label_share
nephralite,2938,72,21,0.7083334,cooperative_trick_taking_deduction,0.20833333,temporal_artifact,10,0.47619047619047616,Recent releases / new-hotness cluster,10,0.47619047619047616
topBGG,3527,59,21,0.64406776,cooperative_trick_taking_deduction,0.16949153,bridge_cluster,10,0.47619047619047616,Recent releases / new-hotness cluster,6,0.2857142857142857
IronFarm,4634,33,21,0.36363637,dungeon_crawl_cooperative_campaign_adventure,0.09090909,temporal_artifact,10,0.47619047619047616,Recent releases / new-hotness cluster,10,0.47619047619047616
mudville9,5385,54,21,0.6111111,bgg_golden_age_canon,0.14814815,temporal_artifact,10,0.47619047619047616,Recent releases / new-hotness cluster,10,0.47619047619047616
CplPunishment,648,94,20,0.78723407,medium_worker_placement_euros,0.15957446,bridge_cluster,10,0.5,unlabeled,5,0.25
coborgen,1060,52,20,0.6153846,party_family_social_deduction,0.17307693,franchise_series,10,0.5,Unmatched / skirmish series cluster,6,0.3
hildrethjack73,2357,77,20,0.74025977,party_family_social_deduction,0.16883117,bridge_cluster,10,0.5,Mass-market gateway / family strategy bridge,3,0.15
lakish,2653,59,20,0.66101694,amerithrash_miniatures_lcg,0.18644068,bridge_cluster,10,0.5,Fantasy adventure / deck-building gateway,6,0.3
Albertneri,3803,59,20,0.66101694,dungeon_crawl_cooperative_campaign_adventure,0.20338982,franchise_series,10,0.5,Pandemic system cluster,5,0.25
FFIISSCCHH,1121,43,19,0.55813956,roll_and_write_number_dice_games,0.13953489,temporal_artifact,10,0.5263157894736842,Recent releases / new-hotness cluster,10,0.5263157894736842
Chaosviper,1844,40,19,0.525,party_family_social_deduction,0.175,temporal_artifact,10,0.5263157894736842,Recent releases / new-hotness cluster,10,0.5263157894736842
Minic00p,2855,62,19,0.6935484,dungeon_crawl_cooperative_campaign_adventure,0.16129032,bridge_cluster,10,0.5263157894736842,Recent releases / new-hotness cluster,6,0.3157894736842105
vvildcard,3626,35,19,0.45714283,party_family_social_deduction,0.22857143,bridge_cluster,10,0.5263157894736842,unlabeled,4,0.21052631578947367
BB77,3930,61,19,0.6885246,bgg_golden_age_canon,0.24590164,temporal_artifact,10,0.5263157894736842,Recent releases / new-hotness cluster,10,0.5263157894736842
billy_magnus,3963,60,19,0.68333334,cooperative_trick_taking_deduction,0.2,temporal_artifact,10,0.5263157894736842,Recent releases / new-hotness cluster,10,0.5263157894736842
datasteal,4197,56,19,0.66071427,party_family_social_deduction,0.17857143,bridge_cluster,10,0.5263157894736842,Recent releases / new-hotness cluster,3,0.15789473684210525
resinken,199,62,18,0.70967746,amerithrash_miniatures_lcg,0.22580644,franchise_series,10,0.5555555555555556,Take-that card/fandom cluster,8,0.4444444444444444
Batmens,1016,35,18,0.48571426,current_heavy_euro_engine_builders,0.17142858,temporal_artifact,10,0.5555555555555556,Recent releases / new-hotness cluster,10,0.5555555555555556
nowinskp,1326,58,18,0.6896552,amerithrash_miniatures_lcg,0.15517241,bridge_cluster,10,0.5555555555555556,Recent releases / new-hotness cluster,6,0.3333333333333333
L30nSt,4867,56,18,0.67857146,party_family_social_deduction,0.16071428,temporal_artifact,10,0.5555555555555556,Recent releases / new-hotness cluster,10,0.5555555555555556
Glanzmuecke,342,55,17,0.6909091,historical_wargames_conflict_strategy,0.2,temporal_artifact,10,0.5882352941176471,Recent releases / new-hotness cluster,10,0.5882352941176471
Src83,561,41,17,0.5853659,party_family_social_deduction,0.19512194,temporal_artifact,10,0.5882352941176471,Recent releases / new-hotness cluster,10,0.5882352941176471
zasizo,940,46,17,0.63043475,bgg_golden_age_canon,0.1521739,bridge_cluster,10,0.5882352941176471,Open-drafting tactical euro cluster,3,0.17647058823529413
Orvenwolf,1337,59,17,0.7118644,bgg_golden_age_canon,0.2542373,bridge_cluster,10,0.5882352941176471,Mass-market gateway / family strategy bridge,3,0.17647058823529413
Evalkos,2138,48,17,0.6458334,current_heavy_euro_engine_builders,0.29166666,temporal_artifact,10,0.5882352941176471,Recent releases / new-hotness cluster,10,0.5882352941176471
RoedGroed91,3204,43,17,0.60465115,historical_wargames_conflict_strategy,0.18604651,bridge_cluster,10,0.5882352941176471,unlabeled,3,0.17647058823529413
bbossing,3932,43,17,0.60465115,puzzle_nature_tableau_builders,0.1627907,temporal_artifact,10,0.5882352941176471,Recent releases / new-hotness cluster,10,0.5882352941176471
Kasitka,4782,38,17,0.5526316,current_heavy_euro_engine_builders,0.2631579,temporal_artifact,10,0.5882352941176471,Recent releases / new-hotness cluster,10,0.5882352941176471
HaasBioroid,349,56,16,0.71428573,amerithrash_miniatures_lcg,0.25,franchise_series,10,0.625,Take-that card/fandom cluster,8,0.5
Eightfingers,2088,32,16,0.5,current_heavy_euro_engine_builders,0.1875,temporal_artifact,10,0.625,Recent releases / new-hotness cluster,10,0.625
Jasonlin778,2447,58,16,0.7241379,party_family_social_deduction,0.1724138,bridge_cluster,10,0.625,Recent releases / new-hotness cluster,3,0.1875
BOSpiele,4008,28,16,0.4285714,current_heavy_euro_engine_builders,0.25,temporal_artifact,10,0.625,Recent releases / new-hotness cluster,10,0.625
dibbler,4248,48,16,0.6666666,current_heavy_euro_engine_builders,0.25,temporal_artifact,10,0.625,Recent releases / new-hotness cluster,10,0.625
Dsmoosecountry,4290,23,16,0.3043478,puzzle_nature_tableau_builders,0.08695652,temporal_artifact,10,0.625,Recent releases / new-hotness cluster,10,0.625
Jorane,4728,28,16,0.4285714,dungeon_crawl_cooperative_campaign_adventure,0.17857143,temporal_artifact,10,0.625,Recent releases / new-hotness cluster,10,0.625
MauritzVDdorf,5001,75,16,0.78666663,bgg_golden_age_canon,0.18666667,franchise_series,10,0.625,Escape-room / Unlock series cluster,5,0.3125
drewtimmer,2053,44,15,0.6590909,party_family_social_deduction,0.20454545,bridge_cluster,10,0.6666666666666666,Viticulture / Dinosaur Island gateway bridge,3,0.2
WildHornet,3656,58,15,0.7413793,historical_wargames_conflict_strategy,0.2413793,bridge_cluster,10,0.6666666666666666,Area-control crossover / Root-Eclipse cluster,4,0.26666666666666666
darkfinale,5233,32,15,0.53125,current_heavy_euro_engine_builders,0.25,temporal_artifact,10,0.6666666666666666,Recent releases / new-hotness cluster,10,0.6666666666666666
Entropology,2117,40,14,0.65,bgg_golden_age_canon,0.225,bridge_cluster,10,0.7142857142857143,Area-control crossover / Root-Eclipse cluster,8,0.5714285714285714
The_Bored_Boardgamer,3466,48,14,0.7083334,cooperative_trick_taking_deduction,0.20833333,bridge_cluster,10,0.7142857142857143,Thematic sandbox worker-placement bridge,2,0.14285714285714285
ggoncalves,4467,33,14,0.57575756,current_heavy_euro_engine_builders,0.33333334,temporal_artifact,10,0.7142857142857143,Recent releases / new-hotness cluster,10,0.7142857142857143
ConradGeneral,1891,29,13,0.55172414,dungeon_crawl_cooperative_campaign_adventure,0.2413793,temporal_artifact,10,0.7692307692307693,Recent releases / new-hotness cluster,10,0.7692307692307693
Alb1979,1558,28,11,0.60714287,cooperative_trick_taking_deduction,0.17857143,temporal_artifact,10,0.9090909090909091,Recent releases / new-hotness cluster,10,0.9090909090909091
andreo888,3839,122,33,0.72950816,dungeon_crawl_cooperative_campaign_adventure,0.25409836,temporal_artifact,9,0.2727272727272727,Recent releases / new-hotness cluster,9,0.2727272727272727
bigchocolate69,451,78,32,0.5897436,party_family_social_deduction,0.12820514,franchise_series,9,0.28125,Recent releases / new-hotness cluster,8,0.25
lpcheng,2725,119,32,0.73109245,current_heavy_euro_engine_builders,0.22689076,bridge_cluster,9,0.28125,Recent releases / new-hotness cluster,7,0.21875
Efp3,4314,113,32,0.71681416,amerithrash_miniatures_lcg,0.16814159,bridge_cluster,9,0.28125,Fantasy adventure / deck-building gateway,6,0.1875
DJWoodelf,134,128,31,0.7578125,dungeon_crawl_cooperative_campaign_adventure,0.1796875,temporal_artifact,9,0.2903225806451613,Recent releases / new-hotness cluster,9,0.2903225806451613
theraven199,1448,94,31,0.67021275,amerithrash_miniatures_lcg,0.26595744,temporal_artifact,9,0.2903225806451613,Recent releases / new-hotness cluster,9,0.2903225806451613
gustov,2320,113,31,0.7256637,current_heavy_euro_engine_builders,0.21238938,temporal_artifact,9,0.2903225806451613,Recent releases / new-hotness cluster,9,0.2903225806451613
TroyNyne,3547,72,31,0.5694444,current_heavy_euro_engine_builders,0.16666667,bridge_cluster,9,0.2903225806451613,Recent releases / new-hotness cluster,8,0.25806451612903225
Blakepurnell,3977,125,31,0.752,puzzle_nature_tableau_builders,0.144,bridge_cluster,9,0.2903225806451613,unlabeled,5,0.16129032258064516
LeLudenne,2680,79,30,0.6202532,party_family_social_deduction,0.21518987,taste_cross_over,9,0.3,Fantasy adventure / deck-building gateway,8,0.26666666666666666
Alden6807,3810,70,30,0.57142854,party_family_social_deduction,0.18571429,franchise_series,9,0.3,Recent releases / new-hotness cluster,8,0.26666666666666666
jimmy_stavros,4700,70,30,0.57142854,current_heavy_euro_engine_builders,0.1,bridge_cluster,9,0.3,Recent releases / new-hotness cluster,7,0.23333333333333334
donalan9,135,55,29,0.4727273,party_family_social_deduction,0.10909091,temporal_artifact,9,0.3103448275862069,Recent releases / new-hotness cluster,9,0.3103448275862069
Lowpass,2724,112,29,0.74107146,bgg_golden_age_canon,0.24107143,bridge_cluster,9,0.3103448275862069,Recent releases / new-hotness cluster,7,0.2413793103448276
Szmoli,3436,71,29,0.5915493,dungeon_crawl_cooperative_campaign_adventure,0.14084508,bridge_cluster,9,0.3103448275862069,Recent releases / new-hotness cluster,8,0.27586206896551724
Tjaball,3512,115,29,0.7478261,party_family_social_deduction,0.19130434,bridge_cluster,9,0.3103448275862069,Recent releases / new-hotness cluster,7,0.2413793103448276
LuckyDwarf,4938,112,29,0.74107146,amerithrash_miniatures_lcg,0.116071425,bridge_cluster,9,0.3103448275862069,Fantasy adventure / deck-building gateway,6,0.20689655172413793
RADMANUS,5458,55,29,0.4727273,amerithrash_miniatures_lcg,0.07272727,temporal_artifact,9,0.3103448275862069,Recent releases / new-hotness cluster,9,0.3103448275862069
DanieF,214,109,28,0.74311924,medium_worker_placement_euros,0.13761468,franchise_series,9,0.32142857142857145,Fantasy adventure / deck-building gateway,6,0.21428571428571427
cassacom,1829,106,28,0.735849,current_heavy_euro_engine_builders,0.13207547,temporal_artifact,9,0.32142857142857145,Recent releases / new-hotness cluster,9,0.32142857142857145
cnaujok,1877,86,28,0.67441857,bgg_golden_age_canon,0.18604651,temporal_artifact,9,0.32142857142857145,Recent releases / new-hotness cluster,9,0.32142857142857145
petitefleurdorr,3069,72,28,0.6111111,dungeon_crawl_cooperative_campaign_adventure,0.16666667,temporal_artifact,9,0.32142857142857145,Recent releases / new-hotness cluster,9,0.32142857142857145
Berenjager,3948,82,28,0.65853655,bgg_golden_age_canon,0.23170732,temporal_artifact,9,0.32142857142857145,Recent releases / new-hotness cluster,9,0.32142857142857145
gibling,4473,112,28,0.75,bgg_golden_age_canon,0.14285715,franchise_series,9,0.32142857142857145,unlabeled,4,0.14285714285714285
JaketheGreat,4657,47,28,0.40425533,amerithrash_miniatures_lcg,0.12765957,franchise_series,9,0.32142857142857145,unlabeled,4,0.14285714285714285
SYushen,204,51,27,0.4705882,cooperative_trick_taking_deduction,0.09803922,temporal_artifact,9,0.3333333333333333,Recent releases / new-hotness cluster,9,0.3333333333333333
Ludwig3366,770,50,27,0.45999998,current_heavy_euro_engine_builders,0.2,temporal_artifact,9,0.3333333333333333,Recent releases / new-hotness cluster,9,0.3333333333333333
msubjenkins,1305,88,27,0.6931818,party_family_social_deduction,0.14772727,franchise_series,9,0.3333333333333333,Recent releases / new-hotness cluster,6,0.2222222222222222
Daotar,1943,63,27,0.57142854,party_family_social_deduction,0.12698413,franchise_series,9,0.3333333333333333,unlabeled,5,0.18518518518518517
Mandurang,2761,100,27,0.73,amerithrash_miniatures_lcg,0.2,temporal_artifact,9,0.3333333333333333,Recent releases / new-hotness cluster,9,0.3333333333333333
powerwis,3099,94,27,0.71276593,historical_wargames_conflict_strategy,0.11702128,temporal_artifact,9,0.3333333333333333,Recent releases / new-hotness cluster,9,0.3333333333333333
shattenjager,3295,115,27,0.7652174,amerithrash_miniatures_lcg,0.13913043,taste_cross_over,9,0.3333333333333333,Fantasy adventure / deck-building gateway,7,0.25925925925925924
daltigoth_negro,5085,118,27,0.7711865,historical_wargames_conflict_strategy,0.20338982,franchise_series,9,0.3333333333333333,Recent releases / new-hotness cluster,8,0.2962962962962963
Koherus,5160,119,27,0.77310926,dungeon_crawl_cooperative_campaign_adventure,0.14285715,temporal_artifact,9,0.3333333333333333,Recent releases / new-hotness cluster,9,0.3333333333333333
Mistefire,5179,128,27,0.7890625,party_family_social_deduction,0.1953125,franchise_series,9,0.3333333333333333,Recent releases / new-hotness cluster,6,0.2222222222222222
ksmith78,369,60,26,0.56666666,current_heavy_euro_engine_builders,0.16666667,temporal_artifact,9,0.34615384615384615,Recent releases / new-hotness cluster,9,0.34615384615384615
chasalwa,641,90,26,0.71111107,amerithrash_miniatures_lcg,0.21111111,franchise_series,9,0.34615384615384615,Recent releases / new-hotness cluster,5,0.19230769230769232
Ilmion,1171,85,26,0.69411767,party_family_social_deduction,0.27058825,bridge_cluster,9,0.34615384615384615,Recent releases / new-hotness cluster,7,0.2692307692307692
meimbatman,1280,78,26,0.6666666,party_family_social_deduction,0.14102565,temporal_artifact,9,0.34615384615384615,Recent releases / new-hotness cluster,9,0.34615384615384615
Drasmussen,2047,64,26,0.59375,party_family_social_deduction,0.296875,bridge_cluster,9,0.34615384615384615,Fantasy adventure / deck-building gateway,5,0.19230769230769232
triangleforces,3536,89,26,0.7078652,bgg_golden_age_canon,0.14606741,temporal_artifact,9,0.34615384615384615,Recent releases / new-hotness cluster,9,0.34615384615384615
yuriyuridaze,3725,73,26,0.6438356,party_family_social_deduction,0.21917808,bridge_cluster,9,0.34615384615384615,unlabeled,8,0.3076923076923077
BWoodward,4039,49,26,0.46938777,amerithrash_miniatures_lcg,0.10204082,bridge_cluster,9,0.34615384615384615,Recent releases / new-hotness cluster,8,0.3076923076923077
CircusMage,4107,94,26,0.7234043,amerithrash_miniatures_lcg,0.20212767,bridge_cluster,9,0.34615384615384615,Fantasy adventure / deck-building gateway,7,0.2692307692307692
cokoladka,4114,88,26,0.7045455,dungeon_crawl_cooperative_campaign_adventure,0.17045455,bridge_cluster,9,0.34615384615384615,Recent releases / new-hotness cluster,7,0.2692307692307692
GreatBeast,4506,75,26,0.6533333,bgg_golden_age_canon,0.14666666,temporal_artifact,9,0.34615384615384615,Recent releases / new-hotness cluster,9,0.34615384615384615
jhaubrich,4696,78,26,0.6666666,amerithrash_miniatures_lcg,0.16666667,bridge_cluster,9,0.34615384615384615,Recent releases / new-hotness cluster,4,0.15384615384615385
lipman,4904,124,26,0.7903226,current_heavy_euro_engine_builders,0.16129032,temporal_artifact,9,0.34615384615384615,Recent releases / new-hotness cluster,9,0.34615384615384615
Jlc2,502,91,25,0.7252747,dungeon_crawl_cooperative_campaign_adventure,0.15384616,bridge_cluster,9,0.36,Recent releases / new-hotness cluster,8,0.32
LuciusVorenus,1248,83,25,0.6987952,bgg_golden_age_canon,0.13253012,temporal_artifact,9,0.36,Recent releases / new-hotness cluster,9,0.36
appelezmoifleur,1602,57,25,0.5614035,puzzle_nature_tableau_builders,0.12280702,bridge_cluster,9,0.36,Recent releases / new-hotness cluster,6,0.24
jallen283,2438,87,25,0.7126437,amerithrash_miniatures_lcg,0.22988506,bridge_cluster,9,0.36,Fantasy adventure / deck-building gateway,5,0.2
Chrisi81,4093,77,25,0.6753247,dungeon_crawl_cooperative_campaign_adventure,0.2987013,bridge_cluster,9,0.36,Recent releases / new-hotness cluster,8,0.32
em_cush,4328,61,25,0.59016395,cooperative_trick_taking_deduction,0.22950819,temporal_artifact,9,0.36,Recent releases / new-hotness cluster,9,0.36
Fela26,4378,105,25,0.7619048,current_heavy_euro_engine_builders,0.22857143,temporal_artifact,9,0.36,Recent releases / new-hotness cluster,9,0.36
elamate,672,123,24,0.80487806,current_heavy_euro_engine_builders,0.17886178,temporal_artifact,9,0.375,Recent releases / new-hotness cluster,9,0.375
Timbunn,1454,70,24,0.6571429,cooperative_trick_taking_deduction,0.12857144,bridge_cluster,9,0.375,Recent releases / new-hotness cluster,5,0.20833333333333334
bfrizb,1711,74,24,0.6756757,bgg_golden_age_canon,0.1891892,bridge_cluster,9,0.375,Recent releases / new-hotness cluster,7,0.2916666666666667
bigf00t,1722,89,24,0.7303371,bgg_golden_age_canon,0.17977528,bridge_cluster,9,0.375,unlabeled,4,0.16666666666666666
brouillarddeguerre,1787,65,24,0.63076925,historical_wargames_conflict_strategy,0.13846155,bridge_cluster,9,0.375,Area-control crossover / Root-Eclipse cluster,6,0.25
ferengi4,2165,75,24,0.68,amerithrash_miniatures_lcg,0.18666667,franchise_series,9,0.375,unlabeled,4,0.16666666666666666
AndyW3b,3844,54,24,0.5555556,dungeon_crawl_cooperative_campaign_adventure,0.2777778,temporal_artifact,9,0.375,Recent releases / new-hotness cluster,9,0.375
Carv81,4055,58,24,0.5862069,party_family_social_deduction,0.13793103,bridge_cluster,9,0.375,Recent releases / new-hotness cluster,4,0.16666666666666666
Danniop,4178,66,24,0.6363636,dungeon_crawl_cooperative_campaign_adventure,0.18181819,bridge_cluster,9,0.375,Recent releases / new-hotness cluster,4,0.16666666666666666
dj13ubbles,4261,54,24,0.5555556,dungeon_crawl_cooperative_campaign_adventure,0.2037037,temporal_artifact,9,0.375,Recent releases / new-hotness cluster,9,0.375
ginko225,4481,55,24,0.56363636,current_heavy_euro_engine_builders,0.23636363,bridge_cluster,9,0.375,Recent releases / new-hotness cluster,5,0.20833333333333334
booniekoh,5439,89,24,0.7303371,puzzle_nature_tableau_builders,0.19101124,bridge_cluster,9,0.375,unlabeled,3,0.125
dreameroftheshore,163,70,23,0.67142856,current_heavy_euro_engine_builders,0.2,bridge_cluster,9,0.391304347826087,Recent releases / new-hotness cluster,6,0.2608695652173913
Kemearg,364,83,23,0.72289157,party_family_social_deduction,0.16867469,temporal_artifact,9,0.391304347826087,Recent releases / new-hotness cluster,9,0.391304347826087
porousnapkin,833,90,23,0.74444443,medium_worker_placement_euros,0.24444444,bridge_cluster,9,0.391304347826087,Race for the Galaxy system cluster,3,0.13043478260869565
PolishNinja,1356,79,23,0.70886075,historical_wargames_conflict_strategy,0.278481,bridge_cluster,9,0.391304347826087,Area-control crossover / Root-Eclipse cluster,5,0.21739130434782608
dreamcrawler,2052,57,23,0.5964912,current_heavy_euro_engine_builders,0.1754386,temporal_artifact,9,0.391304347826087,Recent releases / new-hotness cluster,9,0.391304347826087
jdellutro4,2461,55,23,0.5818182,bgg_golden_age_canon,0.09090909,bridge_cluster,9,0.391304347826087,Recent releases / new-hotness cluster,5,0.21739130434782608
AucaCoyan,3902,76,23,0.6973684,party_family_social_deduction,0.21052632,bridge_cluster,9,0.391304347826087,unlabeled,4,0.17391304347826086
rikicorgan,5153,106,23,0.7830189,dungeon_crawl_cooperative_campaign_adventure,0.17924528,temporal_artifact,9,0.391304347826087,Recent releases / new-hotness cluster,9,0.391304347826087
Gabu88,693,99,22,0.7777778,amerithrash_miniatures_lcg,0.2020202,bridge_cluster,9,0.4090909090909091,unlabeled,4,0.18181818181818182
kotgaf,749,87,22,0.74712646,amerithrash_miniatures_lcg,0.18390805,bridge_cluster,9,0.4090909090909091,unlabeled,3,0.13636363636363635
Zharik,942,53,22,0.5849056,party_family_social_deduction,0.2264151,franchise_series,9,0.4090909090909091,Recent releases / new-hotness cluster,3,0.13636363636363635
noktus,1325,55,22,0.6,current_heavy_euro_engine_builders,0.2,temporal_artifact,9,0.4090909090909091,Recent releases / new-hotness cluster,9,0.4090909090909091
Johnnycon7,2519,72,22,0.6944444,party_family_social_deduction,0.2777778,bridge_cluster,9,0.4090909090909091,unlabeled,3,0.13636363636363635
skywhalecommando,3343,55,22,0.6,amerithrash_miniatures_lcg,0.12727273,temporal_artifact,9,0.4090909090909091,Recent releases / new-hotness cluster,9,0.4090909090909091
thecorsetmaker,3473,67,22,0.6716418,current_heavy_euro_engine_builders,0.25373134,temporal_artifact,9,0.4090909090909091,Recent releases / new-hotness cluster,9,0.4090909090909091
vSPiker,3625,53,22,0.5849056,current_heavy_euro_engine_builders,0.20754717,temporal_artifact,9,0.4090909090909091,Recent releases / new-hotness cluster,9,0.4090909090909091
Vydriduch3000,3627,66,22,0.6666666,puzzle_nature_tableau_builders,0.24242425,bridge_cluster,9,0.4090909090909091,Recent releases / new-hotness cluster,5,0.22727272727272727
demaluca,4224,60,22,0.6333333,dungeon_crawl_cooperative_campaign_adventure,0.21666667,temporal_artifact,9,0.4090909090909091,Recent releases / new-hotness cluster,9,0.4090909090909091
Hippojenkins,4580,58,22,0.62068963,dungeon_crawl_cooperative_campaign_adventure,0.25862068,franchise_series,9,0.4090909090909091,Recent releases / new-hotness cluster,3,0.13636363636363635
Bradcone,222,67,21,0.6865672,current_heavy_euro_engine_builders,0.19402985,bridge_cluster,9,0.42857142857142855,Recent releases / new-hotness cluster,8,0.38095238095238093
Cyzynski,466,53,21,0.6037736,puzzle_nature_tableau_builders,0.28301886,temporal_artifact,9,0.42857142857142855,Recent releases / new-hotness cluster,9,0.42857142857142855
bongobry,625,58,21,0.63793105,amerithrash_miniatures_lcg,0.18965517,taste_cross_over,9,0.42857142857142855,Fantasy adventure / deck-building gateway,9,0.42857142857142855
gradyisgreat,702,88,21,0.7613636,party_family_social_deduction,0.2159091,bridge_cluster,9,0.42857142857142855,unlabeled,3,0.14285714285714285
Avalantis,1010,89,21,0.76404494,current_heavy_euro_engine_builders,0.2247191,bridge_cluster,9,0.42857142857142855,Fantasy adventure / deck-building gateway,6,0.2857142857142857
Egrim,1103,77,21,0.72727275,bgg_golden_age_canon,0.23376623,temporal_artifact,9,0.42857142857142855,Recent releases / new-hotness cluster,9,0.42857142857142855
ASSaali,1633,96,21,0.78125,bgg_golden_age_canon,0.19791667,temporal_artifact,9,0.42857142857142855,Recent releases / new-hotness cluster,9,0.42857142857142855
Bisqp,1737,81,21,0.7407408,current_heavy_euro_engine_builders,0.2345679,bridge_cluster,9,0.42857142857142855,unlabeled,4,0.19047619047619047
wordsmith,3675,67,21,0.6865672,bgg_golden_age_canon,0.23880596,franchise_series,9,0.42857142857142855,Pandemic system cluster,4,0.19047619047619047
bender74,3944,69,21,0.6956522,amerithrash_miniatures_lcg,0.1884058,bridge_cluster,9,0.42857142857142855,Recent releases / new-hotness cluster,5,0.23809523809523808
BoardGameJoey,3991,89,21,0.76404494,party_family_social_deduction,0.21348314,temporal_artifact,9,0.42857142857142855,Recent releases / new-hotness cluster,9,0.42857142857142855
CrisisOver,4141,51,21,0.58823526,party_family_social_deduction,0.15686275,temporal_artifact,9,0.42857142857142855,Recent releases / new-hotness cluster,9,0.42857142857142855
draxthor,4280,62,21,0.6612903,current_heavy_euro_engine_builders,0.27419356,bridge_cluster,9,0.42857142857142855,Fantasy adventure / deck-building gateway,4,0.19047619047619047
jacobseifert,4653,72,21,0.7083334,puzzle_nature_tableau_builders,0.25,bridge_cluster,9,0.42857142857142855,Recent releases / new-hotness cluster,5,0.23809523809523808
Darkius,467,65,20,0.6923077,amerithrash_miniatures_lcg,0.24615385,franchise_series,9,0.45,Pandemic system cluster,4,0.2
AmstradHero,1581,69,20,0.71014494,dungeon_crawl_cooperative_campaign_adventure,0.23188406,bridge_cluster,9,0.45,Recent releases / new-hotness cluster,7,0.35
Bachster,1654,72,20,0.7222222,amerithrash_miniatures_lcg,0.22222222,bridge_cluster,9,0.45,unlabeled,3,0.15
bevatron,1710,58,20,0.6551724,bgg_golden_age_canon,0.29310346,franchise_series,9,0.45,unlabeled,4,0.2
Cactokaur,1810,47,20,0.5744681,puzzle_nature_tableau_builders,0.12765957,bridge_cluster,9,0.45,Recent releases / new-hotness cluster,3,0.15
Duvodas,2070,61,20,0.6721312,party_family_social_deduction,0.19672132,bridge_cluster,9,0.45,unlabeled,3,0.15
Harii,2335,74,20,0.7297298,dungeon_crawl_cooperative_campaign_adventure,0.1891892,bridge_cluster,9,0.45,Area-control crossover / Root-Eclipse cluster,6,0.3
Simon_Milburn,3322,52,20,0.6153846,current_heavy_euro_engine_builders,0.30769232,temporal_artifact,9,0.45,Recent releases / new-hotness cluster,9,0.45
soledk,3369,73,20,0.72602737,historical_wargames_conflict_strategy,0.15068494,franchise_series,9,0.45,Pandemic system cluster,4,0.2
aztecnl,3910,52,20,0.6153846,puzzle_nature_tableau_builders,0.115384616,bridge_cluster,9,0.45,unlabeled,3,0.15
daktales,4165,50,20,0.6,dungeon_crawl_cooperative_campaign_adventure,0.14,taste_cross_over,9,0.45,Fantasy adventure / deck-building gateway,9,0.45
daswiesel3,4196,43,20,0.53488374,dungeon_crawl_cooperative_campaign_adventure,0.1627907,temporal_artifact,9,0.45,Recent releases / new-hotness cluster,9,0.45
Deus_Ex_Machina,4237,77,20,0.74025977,bgg_golden_age_canon,0.14285715,temporal_artifact,9,0.45,Recent releases / new-hotness cluster,9,0.45
tianxiaojuan,43,56,19,0.66071427,amerithrash_miniatures_lcg,0.17857143,bridge_cluster,9,0.47368421052631576,Fantasy adventure / deck-building gateway,3,0.15789473684210525
Coconut_Mousse,1061,45,19,0.57777774,party_family_social_deduction,0.13333334,temporal_artifact,9,0.47368421052631576,Recent releases / new-hotness cluster,9,0.47368421052631576
davidbeep,1967,86,19,0.7790698,cooperative_trick_taking_deduction,0.20930232,franchise_series,9,0.47368421052631576,Pandemic system cluster,3,0.15789473684210525
elmagnifico,2108,60,19,0.68333334,puzzle_nature_tableau_builders,0.21666667,bridge_cluster,9,0.47368421052631576,Licensed family/fandom games,3,0.15789473684210525
Mushmo,2910,56,19,0.66071427,current_heavy_euro_engine_builders,0.16071428,temporal_artifact,9,0.47368421052631576,Recent releases / new-hotness cluster,9,0.47368421052631576
SethroTall,3287,77,19,0.7532468,bgg_golden_age_canon,0.19480519,bridge_cluster,9,0.47368421052631576,unlabeled,4,0.21052631578947367
hkohlerm,4581,53,19,0.6415094,dungeon_crawl_cooperative_campaign_adventure,0.16981132,franchise_series,9,0.47368421052631576,Licensed family/fandom games,4,0.21052631578947367
iffilyn,4610,55,19,0.6545454,current_heavy_euro_engine_builders,0.3272727,bridge_cluster,9,0.47368421052631576,Recent releases / new-hotness cluster,3,0.15789473684210525
jsmateusb,4746,60,19,0.68333334,current_heavy_euro_engine_builders,0.13333334,bridge_cluster,9,0.47368421052631576,unlabeled,4,0.21052631578947367
Lord_Ume,4922,47,19,0.59574467,dungeon_crawl_cooperative_campaign_adventure,0.29787233,temporal_artifact,9,0.47368421052631576,Recent releases / new-hotness cluster,9,0.47368421052631576
nowhanda,82,52,18,0.65384614,current_heavy_euro_engine_builders,0.30769232,temporal_artifact,9,0.5,Recent releases / new-hotness cluster,9,0.5
AuroraBC,606,42,18,0.57142854,bgg_golden_age_canon,0.11904762,bridge_cluster,9,0.5,unlabeled,3,0.16666666666666666
yambab,937,43,18,0.5813954,party_family_social_deduction,0.13953489,bridge_cluster,9,0.5,Racing / sports / route bridge,3,0.16666666666666666
keltaklo,1207,59,18,0.6949153,current_heavy_euro_engine_builders,0.23728813,bridge_cluster,9,0.5,Area-control crossover / Root-Eclipse cluster,4,0.2222222222222222
delli1977,1986,61,18,0.704918,amerithrash_miniatures_lcg,0.14754099,bridge_cluster,9,0.5,Fantasy adventure / deck-building gateway,4,0.2222222222222222
SlayerG212,3348,40,18,0.55,puzzle_nature_tableau_builders,0.25,temporal_artifact,9,0.5,Recent releases / new-hotness cluster,9,0.5
