username,row,total_selected_owned,other_owned_count,included_share,dominant_taste_dimension,dominant_taste_share,top_other_community_type,top_other_community_type_count,top_other_community_type_share,top_other_manual_label,top_other_manual_label_count,top_other_manual_label_share
CpThreepwood89,4133,107,50,0.5327103,dungeon_crawl_cooperative_campaign_adventure,0.13084112,temporal_artifact,38,0.76,Recent releases / new-hotness cluster,38,0.76
Kalayna,4768,396,117,0.7045455,dungeon_crawl_cooperative_campaign_adventure,0.21969697,temporal_artifact,37,0.3162393162393162,Recent releases / new-hotness cluster,37,0.3162393162393162
Django94,133,433,92,0.7875289,bgg_golden_age_canon,0.20554273,bridge_cluster,37,0.40217391304347827,Recent releases / new-hotness cluster,31,0.33695652173913043
Simcsa,5149,328,89,0.72865856,amerithrash_miniatures_lcg,0.13414635,temporal_artifact,37,0.4157303370786517,Recent releases / new-hotness cluster,37,0.4157303370786517
Dianthus75,4247,185,82,0.55675673,puzzle_nature_tableau_builders,0.15675676,temporal_artifact,37,0.45121951219512196,Recent releases / new-hotness cluster,37,0.45121951219512196
adesireg,1528,219,79,0.6392694,puzzle_nature_tableau_builders,0.15525115,temporal_artifact,37,0.46835443037974683,Recent releases / new-hotness cluster,37,0.46835443037974683
Daybed,5463,265,79,0.7018868,medium_worker_placement_euros,0.16226415,bridge_cluster,37,0.46835443037974683,Fantasy adventure / deck-building gateway,14,0.17721518987341772
Plughead,3090,304,78,0.7434211,current_heavy_euro_engine_builders,0.17434211,bridge_cluster,37,0.47435897435897434,Recent releases / new-hotness cluster,14,0.1794871794871795
khepriq,36,192,71,0.6302084,cooperative_trick_taking_deduction,0.15625,temporal_artifact,37,0.5211267605633803,Recent releases / new-hotness cluster,37,0.5211267605633803
gangsterbach,1138,184,68,0.63043475,current_heavy_euro_engine_builders,0.16847827,temporal_artifact,37,0.5441176470588235,Recent releases / new-hotness cluster,37,0.5441176470588235
basmas25,449,183,66,0.6393443,puzzle_nature_tableau_builders,0.21311475,temporal_artifact,37,0.5606060606060606,Recent releases / new-hotness cluster,37,0.5606060606060606
AndreiaFranz,5380,179,64,0.6424581,current_heavy_euro_engine_builders,0.20111732,temporal_artifact,37,0.578125,Recent releases / new-hotness cluster,37,0.578125
Galaxy135126,2219,92,53,0.42391306,cooperative_trick_taking_deduction,0.097826086,temporal_artifact,37,0.6981132075471698,Recent releases / new-hotness cluster,37,0.6981132075471698
kirbynm,4821,116,47,0.5948276,puzzle_nature_tableau_builders,0.1724138,temporal_artifact,37,0.7872340425531915,Recent releases / new-hotness cluster,37,0.7872340425531915
Mincewind,1292,263,102,0.6121673,puzzle_nature_tableau_builders,0.16730037,temporal_artifact,36,0.35294117647058826,Recent releases / new-hotness cluster,36,0.35294117647058826
Gumps,4532,420,102,0.75714284,current_heavy_euro_engine_builders,0.17380953,bridge_cluster,36,0.35294117647058826,Fantasy adventure / deck-building gateway,25,0.24509803921568626
grasa_total,5094,293,96,0.67235494,bgg_golden_age_canon,0.1672355,temporal_artifact,36,0.375,Recent releases / new-hotness cluster,36,0.375
drummermark,231,464,95,0.79525864,current_heavy_euro_engine_builders,0.16594827,bridge_cluster,36,0.37894736842105264,Recent releases / new-hotness cluster,20,0.21052631578947367
tylermv07,8,279,91,0.67383516,current_heavy_euro_engine_builders,0.20071685,temporal_artifact,36,0.3956043956043956,Recent releases / new-hotness cluster,36,0.3956043956043956
crab27,4135,372,89,0.7607527,bgg_golden_age_canon,0.14247312,bridge_cluster,36,0.4044943820224719,Recent releases / new-hotness cluster,15,0.16853932584269662
ciuppa,1868,293,87,0.7030717,party_family_social_deduction,0.12286689,bridge_cluster,36,0.41379310344827586,Fantasy adventure / deck-building gateway,17,0.19540229885057472
tinpot,5275,249,86,0.6546185,amerithrash_miniatures_lcg,0.14457831,temporal_artifact,36,0.4186046511627907,Recent releases / new-hotness cluster,36,0.4186046511627907
el_chucho,2094,242,85,0.6487603,puzzle_nature_tableau_builders,0.12809917,temporal_artifact,36,0.4235294117647059,Recent releases / new-hotness cluster,36,0.4235294117647059
Chappy_Sinclair,4080,235,84,0.6425532,puzzle_nature_tableau_builders,0.15319149,temporal_artifact,36,0.42857142857142855,Recent releases / new-hotness cluster,36,0.42857142857142855
Kenra,1209,227,83,0.63436127,dungeon_crawl_cooperative_campaign_adventure,0.13215859,temporal_artifact,36,0.43373493975903615,Recent releases / new-hotness cluster,36,0.43373493975903615
darkangel2019,4184,213,73,0.657277,puzzle_nature_tableau_builders,0.17840375,temporal_artifact,36,0.4931506849315068,Recent releases / new-hotness cluster,36,0.4931506849315068
verliebt,5220,176,71,0.5965909,puzzle_nature_tableau_builders,0.17045455,temporal_artifact,36,0.5070422535211268,Recent releases / new-hotness cluster,36,0.5070422535211268
Psychobob99,1361,179,70,0.6089386,party_family_social_deduction,0.10614525,franchise_series,36,0.5142857142857142,Recent releases / new-hotness cluster,17,0.24285714285714285
Dozito,2040,305,68,0.7770492,medium_worker_placement_euros,0.19344263,bridge_cluster,36,0.5294117647058824,Fantasy adventure / deck-building gateway,10,0.14705882352941177
webalex444,1481,196,64,0.6734694,dungeon_crawl_cooperative_campaign_adventure,0.18877551,temporal_artifact,36,0.5625,Recent releases / new-hotness cluster,36,0.5625
boardgamesnebraska,1760,218,61,0.7201835,dungeon_crawl_cooperative_campaign_adventure,0.16513762,temporal_artifact,36,0.5901639344262295,Recent releases / new-hotness cluster,36,0.5901639344262295
cliffweissman,464,199,59,0.70351756,dungeon_crawl_cooperative_campaign_adventure,0.28643215,temporal_artifact,36,0.6101694915254238,Recent releases / new-hotness cluster,36,0.6101694915254238
Fafimastra,1117,143,59,0.5874126,current_heavy_euro_engine_builders,0.23076923,temporal_artifact,36,0.6101694915254238,Recent releases / new-hotness cluster,36,0.6101694915254238
alexlauth,5428,168,59,0.64880955,current_heavy_euro_engine_builders,0.26785713,temporal_artifact,36,0.6101694915254238,Recent releases / new-hotness cluster,36,0.6101694915254238
Paco_Cazorla,5238,144,57,0.6041666,current_heavy_euro_engine_builders,0.20833333,temporal_artifact,36,0.631578947368421,Recent releases / new-hotness cluster,36,0.631578947368421
luxlivery,187,130,53,0.5923077,puzzle_nature_tableau_builders,0.15384616,temporal_artifact,36,0.6792452830188679,Recent releases / new-hotness cluster,36,0.6792452830188679
JadrankoYury,244,105,52,0.50476193,cooperative_trick_taking_deduction,0.114285715,temporal_artifact,36,0.6923076923076923,Recent releases / new-hotness cluster,36,0.6923076923076923
Above_the_Timber,3769,112,44,0.60714287,dungeon_crawl_cooperative_campaign_adventure,0.24107143,temporal_artifact,36,0.8181818181818182,Recent releases / new-hotness cluster,36,0.8181818181818182
Gidarkdom,4474,348,112,0.6781609,dungeon_crawl_cooperative_campaign_adventure,0.21551724,temporal_artifact,35,0.3125,Recent releases / new-hotness cluster,35,0.3125
mattbook,4997,364,107,0.70604396,current_heavy_euro_engine_builders,0.14835165,temporal_artifact,35,0.32710280373831774,Recent releases / new-hotness cluster,35,0.32710280373831774
jaxsnop,4668,374,105,0.71925133,current_heavy_euro_engine_builders,0.11764706,temporal_artifact,35,0.3333333333333333,Recent releases / new-hotness cluster,35,0.3333333333333333
Lauchzwiebel,2663,396,104,0.7373737,dungeon_crawl_cooperative_campaign_adventure,0.17171717,bridge_cluster,35,0.33653846153846156,Recent releases / new-hotness cluster,25,0.2403846153846154
Rhinoceritis,5390,381,103,0.7296588,amerithrash_miniatures_lcg,0.14698163,temporal_artifact,35,0.33980582524271846,Recent releases / new-hotness cluster,35,0.33980582524271846
annsk8r,998,321,96,0.7009346,puzzle_nature_tableau_builders,0.16510904,bridge_cluster,35,0.3645833333333333,Recent releases / new-hotness cluster,22,0.22916666666666666
EZBakeMicrowave,65,216,89,0.587963,dungeon_crawl_cooperative_campaign_adventure,0.16203703,temporal_artifact,35,0.39325842696629215,Recent releases / new-hotness cluster,35,0.39325842696629215
MCiK,5014,237,85,0.6413502,current_heavy_euro_engine_builders,0.16877638,temporal_artifact,35,0.4117647058823529,Recent releases / new-hotness cluster,35,0.4117647058823529
EmZee,2113,167,84,0.497006,amerithrash_miniatures_lcg,0.10778443,franchise_series,35,0.4166666666666667,Recent releases / new-hotness cluster,26,0.30952380952380953
Alloy1090,3821,311,84,0.7299036,dungeon_crawl_cooperative_campaign_adventure,0.21864952,temporal_artifact,35,0.4166666666666667,Recent releases / new-hotness cluster,35,0.4166666666666667
SeanXor,5086,216,82,0.6203704,bgg_golden_age_canon,0.11574074,franchise_series,35,0.4268292682926829,Unmatched / skirmish series cluster,16,0.1951219512195122
TravNazT,1463,212,80,0.6226415,dungeon_crawl_cooperative_campaign_adventure,0.13207547,temporal_artifact,35,0.4375,Recent releases / new-hotness cluster,35,0.4375
LuisGomez,4944,245,79,0.67755103,bgg_golden_age_canon,0.16734694,temporal_artifact,35,0.4430379746835443,Recent releases / new-hotness cluster,35,0.4430379746835443
Rainerrr,1365,302,77,0.74503314,current_heavy_euro_engine_builders,0.18543047,bridge_cluster,35,0.45454545454545453,Recent releases / new-hotness cluster,16,0.2077922077922078
Glorits,4486,287,73,0.74564457,bgg_golden_age_canon,0.16027875,temporal_artifact,35,0.4794520547945205,Recent releases / new-hotness cluster,35,0.4794520547945205
Atsam,1641,156,69,0.5576923,puzzle_nature_tableau_builders,0.14102565,temporal_artifact,35,0.5072463768115942,Recent releases / new-hotness cluster,35,0.5072463768115942
Tegels34,567,150,67,0.55333334,puzzle_nature_tableau_builders,0.18666667,temporal_artifact,35,0.5223880597014925,Recent releases / new-hotness cluster,35,0.5223880597014925
Lankysi,1232,149,66,0.557047,current_heavy_euro_engine_builders,0.16107382,temporal_artifact,35,0.5303030303030303,Recent releases / new-hotness cluster,35,0.5303030303030303
rafatools,398,201,65,0.6766169,bgg_golden_age_canon,0.16915423,temporal_artifact,35,0.5384615384615384,Recent releases / new-hotness cluster,35,0.5384615384615384
witmasta,1485,176,65,0.6306818,current_heavy_euro_engine_builders,0.1534091,temporal_artifact,35,0.5384615384615384,Recent releases / new-hotness cluster,35,0.5384615384615384
makaveli172,2756,136,62,0.5441177,bgg_golden_age_canon,0.20588236,temporal_artifact,35,0.5645161290322581,Recent releases / new-hotness cluster,35,0.5645161290322581
MagnaGara,1257,154,60,0.6103896,current_heavy_euro_engine_builders,0.19480519,temporal_artifact,35,0.5833333333333334,Recent releases / new-hotness cluster,35,0.5833333333333334
Dinal4,4252,133,60,0.5488722,puzzle_nature_tableau_builders,0.11278196,temporal_artifact,35,0.5833333333333334,Recent releases / new-hotness cluster,35,0.5833333333333334
Jules_Sto,4753,114,54,0.5263158,puzzle_nature_tableau_builders,0.16666667,temporal_artifact,35,0.6481481481481481,Recent releases / new-hotness cluster,35,0.6481481481481481
Limones,4901,154,54,0.64935064,party_family_social_deduction,0.17532468,temporal_artifact,35,0.6481481481481481,Recent releases / new-hotness cluster,35,0.6481481481481481
doug5984,1093,121,53,0.56198347,current_heavy_euro_engine_builders,0.18181819,temporal_artifact,35,0.660377358490566,Recent releases / new-hotness cluster,35,0.660377358490566
pitonowie,437,137,52,0.620438,bgg_golden_age_canon,0.124087594,temporal_artifact,35,0.6730769230769231,Recent releases / new-hotness cluster,35,0.6730769230769231
ikarosheaven,1169,100,45,0.55,puzzle_nature_tableau_builders,0.23,temporal_artifact,35,0.7777777777777778,Recent releases / new-hotness cluster,35,0.7777777777777778
HouseOfPanda,2375,274,91,0.6678832,current_heavy_euro_engine_builders,0.15328467,bridge_cluster,34,0.37362637362637363,Unmatched / skirmish series cluster,17,0.18681318681318682
slimsidewinderjazz,558,256,89,0.65234375,dungeon_crawl_cooperative_campaign_adventure,0.16015625,temporal_artifact,34,0.38202247191011235,Recent releases / new-hotness cluster,34,0.38202247191011235
adventurefred1,589,387,89,0.77002585,bgg_golden_age_canon,0.14728682,temporal_artifact,34,0.38202247191011235,Recent releases / new-hotness cluster,34,0.38202247191011235
Komirowsky,4838,292,88,0.6986301,current_heavy_euro_engine_builders,0.19863014,bridge_cluster,34,0.38636363636363635,Recent releases / new-hotness cluster,25,0.2840909090909091
ZoidbergForPresident,434,163,86,0.47239262,puzzle_nature_tableau_builders,0.1411043,temporal_artifact,34,0.3953488372093023,Recent releases / new-hotness cluster,34,0.3953488372093023
Greyson,705,266,86,0.6766918,amerithrash_miniatures_lcg,0.16541353,bridge_cluster,34,0.3953488372093023,Fantasy adventure / deck-building gateway,15,0.1744186046511628
sgbarros,3289,253,86,0.66007906,historical_wargames_conflict_strategy,0.09486166,bridge_cluster,34,0.3953488372093023,Recent releases / new-hotness cluster,20,0.23255813953488372
EntropicNeutral,4341,246,81,0.67073166,puzzle_nature_tableau_builders,0.15853658,temporal_artifact,34,0.41975308641975306,Recent releases / new-hotness cluster,34,0.41975308641975306
BarcaRocket,3920,260,76,0.70769227,current_heavy_euro_engine_builders,0.18076923,temporal_artifact,34,0.4473684210526316,Recent releases / new-hotness cluster,34,0.4473684210526316
wemufatard,3647,265,75,0.7169812,current_heavy_euro_engine_builders,0.1509434,temporal_artifact,34,0.4533333333333333,Recent releases / new-hotness cluster,34,0.4533333333333333
emilo,4331,253,75,0.7035573,current_heavy_euro_engine_builders,0.11067194,temporal_artifact,34,0.4533333333333333,Recent releases / new-hotness cluster,34,0.4533333333333333
Thebrad84,1441,210,74,0.647619,puzzle_nature_tableau_builders,0.16190477,temporal_artifact,34,0.4594594594594595,Recent releases / new-hotness cluster,34,0.4594594594594595
Gamiss,2227,202,74,0.63366336,puzzle_nature_tableau_builders,0.22772278,temporal_artifact,34,0.4594594594594595,Recent releases / new-hotness cluster,34,0.4594594594594595
l111,2649,242,71,0.7066116,bgg_golden_age_canon,0.14876033,bridge_cluster,34,0.4788732394366197,Recent releases / new-hotness cluster,12,0.16901408450704225
aBOXofWINE,5128,252,68,0.7301587,puzzle_nature_tableau_builders,0.15476191,bridge_cluster,34,0.5,Recent releases / new-hotness cluster,13,0.19117647058823528
alanias,3799,197,67,0.6598985,historical_wargames_conflict_strategy,0.14720812,temporal_artifact,34,0.5074626865671642,Recent releases / new-hotness cluster,34,0.5074626865671642
JimB1,4699,192,67,0.6510416,current_heavy_euro_engine_builders,0.18229167,temporal_artifact,34,0.5074626865671642,Recent releases / new-hotness cluster,34,0.5074626865671642
kbirschbach,4785,136,67,0.50735295,puzzle_nature_tableau_builders,0.11029412,temporal_artifact,34,0.5074626865671642,Recent releases / new-hotness cluster,34,0.5074626865671642
bubbalas,5168,193,61,0.6839378,current_heavy_euro_engine_builders,0.1865285,temporal_artifact,34,0.5573770491803278,Recent releases / new-hotness cluster,34,0.5573770491803278
slavrut,3346,144,57,0.6041666,current_heavy_euro_engine_builders,0.24305555,temporal_artifact,34,0.5964912280701754,Recent releases / new-hotness cluster,34,0.5964912280701754
Schumi74,1395,136,56,0.58823526,bgg_golden_age_canon,0.10294118,temporal_artifact,34,0.6071428571428571,Recent releases / new-hotness cluster,34,0.6071428571428571
NeoBandit,2937,126,54,0.57142854,puzzle_nature_tableau_builders,0.12698413,temporal_artifact,34,0.6296296296296297,Recent releases / new-hotness cluster,34,0.6296296296296297
Krevaxx,4847,129,54,0.5813954,dungeon_crawl_cooperative_campaign_adventure,0.27906978,temporal_artifact,34,0.6296296296296297,Recent releases / new-hotness cluster,34,0.6296296296296297
Caramasof,4051,137,52,0.620438,dungeon_crawl_cooperative_campaign_adventure,0.18978103,temporal_artifact,34,0.6538461538461539,Recent releases / new-hotness cluster,34,0.6538461538461539
rdweesh,549,118,51,0.5677966,current_heavy_euro_engine_builders,0.118644066,temporal_artifact,34,0.6666666666666666,Recent releases / new-hotness cluster,34,0.6666666666666666
Christiangl,5322,174,51,0.70689654,historical_wargames_conflict_strategy,0.20114942,temporal_artifact,34,0.6666666666666666,Recent releases / new-hotness cluster,34,0.6666666666666666
julioacsantos,4756,70,48,0.3142857,current_heavy_euro_engine_builders,0.12857144,temporal_artifact,34,0.7083333333333334,Recent releases / new-hotness cluster,34,0.7083333333333334
BoredGameJunkie,4003,67,45,0.32835823,dungeon_crawl_cooperative_campaign_adventure,0.07462686,temporal_artifact,34,0.7555555555555555,Recent releases / new-hotness cluster,34,0.7555555555555555
Liquidoku,519,86,44,0.4883721,dungeon_crawl_cooperative_campaign_adventure,0.093023255,temporal_artifact,34,0.7727272727272727,Recent releases / new-hotness cluster,34,0.7727272727272727
SabrinaUBerni,3242,101,43,0.57425743,current_heavy_euro_engine_builders,0.26732674,temporal_artifact,34,0.7906976744186046,Recent releases / new-hotness cluster,34,0.7906976744186046
LucianGregory,4934,68,39,0.42647058,dungeon_crawl_cooperative_campaign_adventure,0.14705883,temporal_artifact,34,0.8717948717948718,Recent releases / new-hotness cluster,34,0.8717948717948718
hReve,496,431,104,0.7587007,bgg_golden_age_canon,0.22273782,temporal_artifact,33,0.3173076923076923,Recent releases / new-hotness cluster,33,0.3173076923076923
Kw797979,370,392,94,0.7602041,current_heavy_euro_engine_builders,0.20408164,temporal_artifact,33,0.35106382978723405,Recent releases / new-hotness cluster,33,0.35106382978723405
arjthelarge,3872,338,88,0.739645,current_heavy_euro_engine_builders,0.20710059,bridge_cluster,33,0.375,Recent releases / new-hotness cluster,23,0.26136363636363635
sjhvdm,3337,246,82,0.6666666,party_family_social_deduction,0.1910569,franchise_series,33,0.4024390243902439,Recent releases / new-hotness cluster,17,0.2073170731707317
assbinator,1635,357,77,0.78431374,current_heavy_euro_engine_builders,0.13725491,bridge_cluster,33,0.42857142857142855,Recent releases / new-hotness cluster,17,0.22077922077922077
Ekimstnava,4317,198,74,0.62626266,puzzle_nature_tableau_builders,0.16666667,temporal_artifact,33,0.44594594594594594,Recent releases / new-hotness cluster,33,0.44594594594594594
aush22,3904,227,73,0.6784141,historical_wargames_conflict_strategy,0.1277533,temporal_artifact,33,0.4520547945205479,Recent releases / new-hotness cluster,33,0.4520547945205479
metalbag,5163,159,73,0.5408805,party_family_social_deduction,0.11320755,temporal_artifact,33,0.4520547945205479,Recent releases / new-hotness cluster,33,0.4520547945205479
nebyeh7,813,240,72,0.7,historical_wargames_conflict_strategy,0.1125,temporal_artifact,33,0.4583333333333333,Recent releases / new-hotness cluster,33,0.4583333333333333
Huecheitor,2381,145,66,0.5448276,current_heavy_euro_engine_builders,0.11724138,temporal_artifact,33,0.5,Recent releases / new-hotness cluster,33,0.5
chipNdip,1854,221,64,0.71040726,dungeon_crawl_cooperative_campaign_adventure,0.11764706,temporal_artifact,33,0.515625,Recent releases / new-hotness cluster,33,0.515625
tagoodness,5273,218,63,0.71100914,bgg_golden_age_canon,0.1559633,temporal_artifact,33,0.5238095238095238,Recent releases / new-hotness cluster,33,0.5238095238095238
MooDengGang4Lyfe,2879,199,59,0.70351756,bgg_golden_age_canon,0.1557789,temporal_artifact,33,0.559322033898305,Recent releases / new-hotness cluster,33,0.559322033898305
DryflyStephen,4288,162,58,0.6419753,current_heavy_euro_engine_builders,0.15432099,temporal_artifact,33,0.5689655172413793,Recent releases / new-hotness cluster,33,0.5689655172413793
MrYeti,1304,166,56,0.6626506,puzzle_nature_tableau_builders,0.22891566,temporal_artifact,33,0.5892857142857143,Recent releases / new-hotness cluster,33,0.5892857142857143
jmstovar92,4709,127,55,0.5669291,current_heavy_euro_engine_builders,0.15748031,temporal_artifact,33,0.6,Recent releases / new-hotness cluster,33,0.6
flpii,5187,137,50,0.63503647,cooperative_trick_taking_deduction,0.18978103,temporal_artifact,33,0.66,Recent releases / new-hotness cluster,33,0.66
EllikTheren,1110,145,49,0.66206896,puzzle_nature_tableau_builders,0.12413793,temporal_artifact,33,0.673469387755102,Recent releases / new-hotness cluster,33,0.673469387755102
Irissa_s,1175,152,47,0.69078946,current_heavy_euro_engine_builders,0.21052632,temporal_artifact,33,0.7021276595744681,Recent releases / new-hotness cluster,33,0.7021276595744681
channel419,5381,433,101,0.76674366,amerithrash_miniatures_lcg,0.21247113,franchise_series,32,0.31683168316831684,Recent releases / new-hotness cluster,20,0.19801980198019803
Iutama,4643,450,97,0.78444445,amerithrash_miniatures_lcg,0.14444445,bridge_cluster,32,0.32989690721649484,Recent releases / new-hotness cluster,24,0.24742268041237114
J_3MBG,2432,306,92,0.6993464,amerithrash_miniatures_lcg,0.14379086,bridge_cluster,32,0.34782608695652173,Recent releases / new-hotness cluster,23,0.25
Inglais,1173,285,87,0.69473684,party_family_social_deduction,0.2140351,bridge_cluster,32,0.367816091954023,Fantasy adventure / deck-building gateway,11,0.12643678160919541
P3t3 th3 H3at,1340,307,84,0.7263844,current_heavy_euro_engine_builders,0.19869708,temporal_artifact,32,0.38095238095238093,Recent releases / new-hotness cluster,32,0.38095238095238093
vidaldo,577,409,83,0.79706603,bgg_golden_age_canon,0.17114915,temporal_artifact,32,0.3855421686746988,Recent releases / new-hotness cluster,32,0.3855421686746988
SteffenS73,5470,307,82,0.732899,current_heavy_euro_engine_builders,0.23452769,temporal_artifact,32,0.3902439024390244,Recent releases / new-hotness cluster,32,0.3902439024390244
DK_Majed,473,219,80,0.63470316,current_heavy_euro_engine_builders,0.19634703,bridge_cluster,32,0.4,Recent releases / new-hotness cluster,27,0.3375
Steve001,1426,266,79,0.7030075,bgg_golden_age_canon,0.15037593,temporal_artifact,32,0.4050632911392405,Recent releases / new-hotness cluster,32,0.4050632911392405
Murdockus,801,387,75,0.8062016,dungeon_crawl_cooperative_campaign_adventure,0.18863049,bridge_cluster,32,0.4266666666666667,Fantasy adventure / deck-building gateway,12,0.16
bigmag173,1725,175,69,0.6057143,puzzle_nature_tableau_builders,0.16,temporal_artifact,32,0.463768115942029,Recent releases / new-hotness cluster,32,0.463768115942029
Ritzelbertus,1376,183,63,0.6557377,puzzle_nature_tableau_builders,0.10382514,temporal_artifact,32,0.5079365079365079,Recent releases / new-hotness cluster,32,0.5079365079365079
PapaPolski,1343,139,62,0.55395687,dungeon_crawl_cooperative_campaign_adventure,0.17266187,temporal_artifact,32,0.5161290322580645,Recent releases / new-hotness cluster,32,0.5161290322580645
joshuadkennedy,4735,139,61,0.5611511,current_heavy_euro_engine_builders,0.13669065,temporal_artifact,32,0.5245901639344263,Recent releases / new-hotness cluster,32,0.5245901639344263
ZoRDoK,3745,137,60,0.5620438,current_heavy_euro_engine_builders,0.1459854,temporal_artifact,32,0.5333333333333333,Recent releases / new-hotness cluster,32,0.5333333333333333
KingDing,1220,135,56,0.58518517,current_heavy_euro_engine_builders,0.13333334,temporal_artifact,32,0.5714285714285714,Recent releases / new-hotness cluster,32,0.5714285714285714
Jawaswag,2450,157,54,0.6560509,amerithrash_miniatures_lcg,0.17197452,temporal_artifact,32,0.5925925925925926,Recent releases / new-hotness cluster,32,0.5925925925925926
Gead,2235,146,53,0.6369863,bgg_golden_age_canon,0.16438356,temporal_artifact,32,0.6037735849056604,Recent releases / new-hotness cluster,32,0.6037735849056604
dickywinsome,228,190,51,0.73157895,cooperative_trick_taking_deduction,0.15789473,temporal_artifact,32,0.6274509803921569,Recent releases / new-hotness cluster,32,0.6274509803921569
JuggernautMN,4752,98,49,0.5,current_heavy_euro_engine_builders,0.19387755,temporal_artifact,32,0.6530612244897959,Recent releases / new-hotness cluster,32,0.6530612244897959
MatheusCrusco98,4993,79,43,0.45569623,puzzle_nature_tableau_builders,0.1392405,temporal_artifact,32,0.7441860465116279,Recent releases / new-hotness cluster,32,0.7441860465116279
Bellis208,3942,416,105,0.74759614,bgg_golden_age_canon,0.14663461,bridge_cluster,31,0.29523809523809524,Recent releases / new-hotness cluster,30,0.2857142857142857
deema,4218,296,98,0.6689189,dungeon_crawl_cooperative_campaign_adventure,0.10810811,temporal_artifact,31,0.3163265306122449,Recent releases / new-hotness cluster,31,0.3163265306122449
ojaidave,538,289,90,0.68858135,puzzle_nature_tableau_builders,0.15224913,bridge_cluster,31,0.34444444444444444,Recent releases / new-hotness cluster,23,0.25555555555555554
Fortus25,4412,299,90,0.69899666,current_heavy_euro_engine_builders,0.18394649,temporal_artifact,31,0.34444444444444444,Recent releases / new-hotness cluster,31,0.34444444444444444
Zenithsplendor,1496,283,85,0.69964665,party_family_social_deduction,0.13074204,bridge_cluster,31,0.36470588235294116,Fantasy adventure / deck-building gateway,15,0.17647058823529413
capichou,4048,272,85,0.6875,bgg_golden_age_canon,0.14338236,temporal_artifact,31,0.36470588235294116,Recent releases / new-hotness cluster,31,0.36470588235294116
chrisprime,4094,280,83,0.70357144,current_heavy_euro_engine_builders,0.25714287,temporal_artifact,31,0.37349397590361444,Recent releases / new-hotness cluster,31,0.37349397590361444
wzdan,5427,316,78,0.7531645,dungeon_crawl_cooperative_campaign_adventure,0.23101266,temporal_artifact,31,0.3974358974358974,Recent releases / new-hotness cluster,31,0.3974358974358974
JBiggsjr7,1188,257,77,0.70038915,bgg_golden_age_canon,0.15175097,bridge_cluster,31,0.4025974025974026,Fantasy adventure / deck-building gateway,16,0.2077922077922078
zuzusdad,3751,284,76,0.73239434,bgg_golden_age_canon,0.20070423,bridge_cluster,31,0.40789473684210525,Recent releases / new-hotness cluster,19,0.25
eqopucela,4346,239,73,0.69456065,bgg_golden_age_canon,0.13389121,temporal_artifact,31,0.4246575342465753,Recent releases / new-hotness cluster,31,0.4246575342465753
utahman06,915,182,71,0.6098901,dungeon_crawl_cooperative_campaign_adventure,0.33516484,temporal_artifact,31,0.43661971830985913,Recent releases / new-hotness cluster,31,0.43661971830985913
kungfuhippie,4856,262,71,0.7290076,amerithrash_miniatures_lcg,0.20992367,bridge_cluster,31,0.43661971830985913,Fantasy adventure / deck-building gateway,10,0.14084507042253522
zeusofarc,5204,227,71,0.6872246,current_heavy_euro_engine_builders,0.12334802,temporal_artifact,31,0.43661971830985913,Recent releases / new-hotness cluster,31,0.43661971830985913
Dantenerosas,1072,175,68,0.61142856,dungeon_crawl_cooperative_campaign_adventure,0.21142857,franchise_series,31,0.45588235294117646,Recent releases / new-hotness cluster,24,0.35294117647058826
coobe,646,235,66,0.71914893,medium_worker_placement_euros,0.114893615,bridge_cluster,31,0.4696969696969697,Recent releases / new-hotness cluster,14,0.21212121212121213
dago120,1069,172,66,0.61627907,dungeon_crawl_cooperative_campaign_adventure,0.23837209,temporal_artifact,31,0.4696969696969697,Recent releases / new-hotness cluster,31,0.4696969696969697
slamneale,3344,270,66,0.75555557,current_heavy_euro_engine_builders,0.21851853,temporal_artifact,31,0.4696969696969697,Recent releases / new-hotness cluster,31,0.4696969696969697
GrisuderSpielteufel,4518,219,65,0.70319635,current_heavy_euro_engine_builders,0.1324201,temporal_artifact,31,0.47692307692307695,Recent releases / new-hotness cluster,31,0.47692307692307695
ahvp,3786,174,63,0.63793105,amerithrash_miniatures_lcg,0.109195404,temporal_artifact,31,0.49206349206349204,Recent releases / new-hotness cluster,31,0.49206349206349204
Deek1976,4217,150,62,0.5866667,bgg_golden_age_canon,0.1,temporal_artifact,31,0.5,Recent releases / new-hotness cluster,31,0.5
kasey113,4781,151,62,0.589404,dungeon_crawl_cooperative_campaign_adventure,0.17218544,temporal_artifact,31,0.5,Recent releases / new-hotness cluster,31,0.5
Kostj,4840,180,62,0.65555555,puzzle_nature_tableau_builders,0.16111112,temporal_artifact,31,0.5,Recent releases / new-hotness cluster,31,0.5
KingMePlease,2602,102,55,0.46078432,puzzle_nature_tableau_builders,0.12745099,temporal_artifact,31,0.5636363636363636,Recent releases / new-hotness cluster,31,0.5636363636363636
AlexCastle,110,170,54,0.6823529,dungeon_crawl_cooperative_campaign_adventure,0.21764706,franchise_series,31,0.5740740740740741,Recent releases / new-hotness cluster,16,0.2962962962962963
Corsi42,4126,144,53,0.6319444,current_heavy_euro_engine_builders,0.24305555,temporal_artifact,31,0.5849056603773585,Recent releases / new-hotness cluster,31,0.5849056603773585
Dissa,4258,149,53,0.64429533,current_heavy_euro_engine_builders,0.22147651,temporal_artifact,31,0.5849056603773585,Recent releases / new-hotness cluster,31,0.5849056603773585
