bgg_id,name,overall_rank,community,manual_label,community_type,average_rating,average_weight,owned,year_published,degree,weighted_degree_strength,betweenness,weighted_clustering,degree_rank,strength_rank,betweenness_rank
342562,ROVE: Results-Oriented Versatile Explorer,1351,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.49429,1.9726,7479,2021,106,43.707682237029076,0.0,0.04372171050335684,801,884,175
412865,Foundations of Metropolis,1352,19,Recent releases / new-hotness cluster,temporal_artifact,7.62115,1.9825,3954,2024,94,25.57167664170265,0.0,0.03905529782507656,1242,1454,175
297985,Battle Line: Medieval,1353,20,Historical wargames + conflict strategy,taste_specialist,7.61613,1.8393,3872,2017,80,20.80618071556091,0.0,0.04035265598148834,1956,1750,175
294693,Nokosu Dice,1354,35,Cooperative trick-taking + deduction,taste_cross_over,7.64092,2.0789,3266,2016,111,42.79832799732685,0.0,0.0389795346237335,701,901,175
17329,Animal Upon Animal,1355,25,Party / family / social deduction,taste_cross_over,6.76378,1.0384,14623,2005,112,66.81342858821154,0.0,0.061278701125514215,687,565,175
311715,Mini Rogue,1356,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.28641,2.0303,7989,2020,90,25.359760418534275,0.0,0.0327986228918524,1445,1469,175
69779,Polis: Fight for the Hegemony,1357,20,Historical wargames + conflict strategy,taste_specialist,7.48982,3.6897,3307,2012,92,20.468869149684902,0.0,0.025281922395527623,1346,1785,175
278,Catan Card Game,1358,10,BGG Golden Age canon,temporal_canon,6.69746,2.4384,26964,1996,159,84.37266128137708,0.0,0.036069372543082824,362,445,175
268586,6 nimmt! 25 Jahre,1359,38,Racing / sports / route bridge,bridge_cluster,7.25624,1.2254,7252,2019,111,25.922438621520993,0.0,0.03340133582677112,701,1439,175
104363,Rex: Final Days of an Empire,1360,9,Amerithrash / miniatures / LCG,taste_specialist,7.03068,3.2974,7818,2012,100,32.27037167549133,0.0,0.04049297522809403,1002,1182,175
158275,Marvel Dice Masters: Uncanny X-Men,1361,9,Amerithrash / miniatures / LCG,taste_specialist,7.1372,2.3675,8056,2014,97,20.3084792047739,0.0,0.03178136569270877,1115,1797,175
161866,Zombicide Season 3: Rue Morgue,1362,9,Amerithrash / miniatures / LCG,taste_specialist,7.47866,2.4819,7944,2015,110,28.039243198931214,0.0,0.031848714759103225,725,1355,175
22825,Tide of Iron,1363,9,Amerithrash / miniatures / LCG,taste_specialist,7.21227,3.4547,6351,2007,128,25.892296172678467,0.0,0.017882263628421113,486,1442,175
371932,Explorers of Navoria,1364,19,Recent releases / new-hotness cluster,temporal_artifact,7.49922,2.2614,5156,2024,75,23.123962387442585,0.0,0.04567208630424952,2158,1597,175
72225,CO₂,1365,8,Medium worker-placement euros,taste_specialist,7.08359,3.8713,4441,2012,101,25.52511568367481,0.0,0.03413837454555862,966,1458,175
160018,Smash Up: Monster Smash,1366,39,Take-that card/fandom cluster,franchise_series,7.2562,2.1923,10886,2014,87,25.532649040222164,0.0,0.03971067073664348,1618,1456,175
145371,Three Kingdoms Redux,1367,20,Historical wargames + conflict strategy,taste_specialist,7.8355,3.9863,2738,2014,89,25.4921513646841,0.0,0.03672126014458135,1506,1460,175
326933,Unmatched: Redemption Row,1369,16,Unmatched / skirmish series cluster,franchise_series,8.18391,2.125,5674,2022,88,25.231188207864758,0.0,0.03539384598247685,1566,1479,175
309110,Food Chain Island,1370,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.19396,1.287,8970,2020,100,47.03095903247595,0.0,0.05199911934098101,1002,822,175
327,Loopin' Louie,1371,10,BGG Golden Age canon,temporal_canon,6.72844,1.051,13081,1992,94,47.42570111900568,0.0,0.05231169363469943,1242,816,175
406291,스플렌더: Pokémon (Splendor: Pokémon),1372,19,Recent releases / new-hotness cluster,temporal_artifact,7.92227,1.8511,3646,2023,92,25.001668274402615,0.0,0.039472265659553266,1346,1490,175
341530,Super Mega Lucky Box,1373,13,Puzzle / nature tableau builders,taste_cross_over,6.97331,1.2642,6868,2021,85,27.07605956494808,0.0,0.047066126080228574,1719,1389,175
18100,China,1374,10,BGG Golden Age canon,temporal_canon,6.98098,2.2825,4620,2005,87,21.265306204557415,0.0,0.031708640737269866,1618,1724,175
344554,Décorum,1375,19,Recent releases / new-hotness cluster,temporal_artifact,7.37167,2.0,4987,2022,85,19.167350143194195,0.0,0.03693721206690264,1719,1882,175
66837,1862: Railway Mania in the Eastern Counties,1376,20,Historical wargames + conflict strategy,taste_specialist,8.14925,4.5877,3208,2013,123,46.844419814646244,0.0,0.031968046243673956,532,827,175
143884,Machi Koro,1378,25,Party / family / social deduction,taste_cross_over,6.59264,1.5195,59602,2012,201,173.30260045081377,0.0,0.04725529444928168,283,230,175
142326,Eight-Minute Empire: Legends,1379,25,Party / family / social deduction,taste_cross_over,6.90585,1.9619,8360,2013,78,25.06385041773319,0.0,0.049994410304050156,2035,1485,175
37836,"Julius Caesar: Caesar, Pompey, and the Roman Civil War",1380,20,Historical wargames + conflict strategy,taste_specialist,7.78574,2.4525,2761,2010,124,25.903467722237107,0.0,0.01761465533597636,521,1440,175
354,Stick 'Em,1381,10,BGG Golden Age canon,temporal_canon,7.04115,1.8969,5796,1993,101,38.07901448011398,0.0,0.03832424127510229,966,995,175
268620,Similo,1382,19,Recent releases / new-hotness cluster,temporal_artifact,6.79828,1.0514,23894,2019,114,74.8509540706873,0.0,0.059416552686100244,653,507,175
298102,Roll Camera!: The Filmmaking Board Game,1383,19,Recent releases / new-hotness cluster,temporal_artifact,7.39735,2.2093,5777,2021,68,14.02804335951805,0.0,0.033306888091828635,2346,2192,175
833,For the People,1384,20,Historical wargames + conflict strategy,taste_specialist,7.81261,3.7442,5257,1998,137,42.58486600220203,0.0,0.02110215810181658,438,905,175
271869,Sushi Roll,1385,13,Puzzle / nature tableau builders,taste_cross_over,6.98193,1.2875,10077,2019,85,26.65123806893825,0.0,0.047408570671244335,1719,1409,175
244536,Tiny Epic Zombies,1387,23,Fantasy adventure / deck-building gateway,taste_cross_over,6.94147,2.4962,18624,2018,86,43.0229636579752,0.0,0.059622739486514,1673,894,175
207243,The City of Kings,1389,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.45128,3.2243,5168,2018,77,14.615598186850544,0.0,0.029873915389679522,2078,2144,175
350205,Horseless Carriage,1390,20,Historical wargames + conflict strategy,taste_specialist,7.72005,4.305,4455,2023,114,56.17163520306349,0.0,0.04348695464470348,653,688,175
222514,Batman: Gotham City Chronicles,1391,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.59538,3.7692,6807,2019,95,21.617088630795475,0.0,0.03128829564325475,1199,1698,175
407343,Ironwood,1392,19,Recent releases / new-hotness cluster,temporal_artifact,7.83005,2.8289,4838,2024,102,33.121350049972534,0.0,0.040783995897417866,931,1144,175
91080,Andean Abyss,1393,20,Historical wargames + conflict strategy,taste_specialist,7.58741,3.8047,3741,2012,102,22.923064067959782,0.0,0.020866785757113565,931,1613,175
154246,La Isla,1394,8,Medium worker-placement euros,taste_specialist,6.86909,2.258,8884,2014,89,37.07721695303917,0.0,0.05080263334433665,1506,1017,175
365104,Planted: A Game of Nature & Nurture,1396,13,Puzzle / nature tableau builders,taste_cross_over,7.23955,1.7031,8859,2022,87,24.16324397921562,0.0,0.04096260535959258,1618,1536,175
240855,Lockup: A Roll Player Tale,1397,13,Puzzle / nature tableau builders,taste_cross_over,7.32963,2.4462,5353,2019,75,20.729242913424965,0.0,0.04377692364089177,2158,1762,175
244049,Forum Trajanum,1398,8,Medium worker-placement euros,taste_specialist,7.1968,3.4565,5688,2018,86,32.86738783121109,0.0,0.048849300820404395,1673,1154,175
301257,Maglev Metro,1399,2,Current heavy euro engine builders,taste_specialist,7.18952,2.8354,5532,2021,67,23.38431441783905,0.0,0.054751452675147805,2373,1577,175
398,Botswana,1400,10,BGG Golden Age canon,temporal_canon,6.95067,1.2853,6669,1994,107,47.00090333819389,0.0,0.04049525299497078,779,824,175
422332,Star Wars: The Deckbuilding Game – Clone Wars Edition,1402,19,Recent releases / new-hotness cluster,temporal_artifact,8.03774,2.2857,5202,2024,82,30.667404651641846,0.0,0.05089527605135632,1861,1245,175
1822,Wilderness War,1403,20,Historical wargames + conflict strategy,taste_specialist,7.68803,3.307,4428,2001,148,45.153224349021905,5.604483586869495e-06,0.018360797641411693,398,858,153
425445,Sweet Lands,1404,2,Current heavy euro engine builders,taste_specialist,8.17006,4.1371,3088,2025,105,28.611124306917187,0.0,0.033528446553375606,829,1334,175
180899,Ponzi Scheme,1405,10,BGG Golden Age canon,temporal_canon,7.13429,2.4321,3884,2015,73,21.9731762856245,0.0,0.04073792953245841,2223,1673,175
338093,Ancient Knowledge,1406,13,Puzzle / nature tableau builders,taste_cross_over,7.13025,2.7244,5290,2023,65,19.181682437658306,0.0,0.048967936751207426,2408,1879,175
282954,Paris,1407,2,Current heavy euro engine builders,taste_specialist,7.20808,2.7593,6158,2020,71,22.48062904179096,0.0,0.04957495108593445,2284,1642,175
256606,Spirits of the Wild,1408,13,Puzzle / nature tableau builders,taste_cross_over,7.32631,1.4474,5773,2018,80,16.756960749626156,0.0,0.035527531575991415,1956,2032,175
213266,Circle the Wagons,1410,35,Cooperative trick-taking + deduction,taste_cross_over,7.02293,1.5743,9648,2017,76,40.068503350019455,0.0,0.06734702709569672,2119,944,175
229265,Wendake,1411,8,Medium worker-placement euros,taste_specialist,7.44277,3.5739,4036,2017,81,25.451398864388462,0.0,0.0449193034648682,1907,1464,175
233961,Claim,1412,19,Recent releases / new-hotness cluster,temporal_artifact,6.89992,1.6471,12789,2017,89,40.69988390803337,0.0,0.059394956314726285,1506,939,175
1115,Poker,1413,10,BGG Golden Age canon,temporal_canon,6.7161,2.4303,11829,1810,125,59.5572395324707,0.0,0.04855446049497495,513,645,175
436215,The Hobbit: There and Back Again,1414,19,Recent releases / new-hotness cluster,temporal_artifact,7.59921,1.7872,6386,2025,85,36.46596239507198,0.0,0.0564781181928528,1719,1034,175
434367,Nippon: Zaibatsu,1415,2,Current heavy euro engine builders,taste_specialist,8.55041,3.5714,3117,2026,104,34.60890221595764,0.0,0.04026365009435215,865,1088,175
326934,Unmatched: Hell's Kitchen,1417,16,Unmatched / skirmish series cluster,franchise_series,8.20102,2.25,5795,2022,83,27.112908229231834,0.0,0.038513273256828025,1813,1386,175
188547,Maximum Apocalypse,1418,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.47791,2.1358,5256,2018,94,17.289030998945233,0.0,0.02397405831199429,1242,1990,175
338628,Trails,1420,13,Puzzle / nature tableau builders,taste_cross_over,7.0199,1.8571,13849,2021,93,41.509264662861824,0.0,0.05639769856988064,1285,922,175
163642,Chimera Station,1421,8,Medium worker-placement euros,taste_specialist,7.1863,3.1429,4816,2017,74,18.18967136740684,0.0,0.041960187368328045,2194,1934,175
291859,Riftforce,1422,19,Recent releases / new-hotness cluster,temporal_artifact,7.15411,2.1395,7271,2021,85,28.055111765861508,0.0,0.04850358217941469,1719,1353,175
241477,Karak,1423,25,Party / family / social deduction,taste_cross_over,7.16587,1.3006,9155,2017,116,36.126491986215115,0.0,0.03615641329564845,617,1048,175
386166,Santorini: Pantheon Edition,1424,19,Recent releases / new-hotness cluster,temporal_artifact,8.54009,1.5926,4331,2025,98,20.10878589749336,0.0,0.0316818665218588,1077,1808,175
44163,Power Grid: Factory Manager,1425,10,BGG Golden Age canon,temporal_canon,6.83482,3.0,7596,2009,82,26.245699346065518,0.0,0.042621803331814395,1861,1427,175
332386,Brew,1427,13,Puzzle / nature tableau builders,taste_cross_over,7.02101,2.4653,9214,2021,69,20.643873468041416,0.0,0.04809740773506319,2330,1772,175
82168,Escape from the Aliens in Outer Space,1428,25,Party / family / social deduction,taste_cross_over,6.91114,1.9756,9548,2010,86,26.295548155903813,0.0,0.044139496997573344,1673,1425,175
392023,Mycelia,1429,19,Recent releases / new-hotness cluster,temporal_artifact,7.37517,1.8966,6996,2023,81,22.99903857707977,0.0,0.041468281699853164,1907,1606,175
225482,Seas of Strife,1430,35,Cooperative trick-taking + deduction,taste_cross_over,7.35694,1.3137,4227,2015,99,38.356748435646296,0.0,0.04231103990557713,1042,988,175
152162,Diamonds,1431,35,Cooperative trick-taking + deduction,taste_cross_over,6.85308,1.5611,8354,2014,83,30.250575244426724,0.0,0.05346404304867332,1813,1265,175
192074,Odin's Ravens (Second Edition),1432,35,Cooperative trick-taking + deduction,taste_cross_over,6.98814,1.2353,9027,2016,87,23.07384060323238,0.0,0.042751726388449915,1618,1599,175
345976,System Gateway (fan expansion for Android: Netrunner),1433,5,Area-control crossover / Root-Eclipse cluster,bridge_cluster,9.08142,3.5,2240,2021,121,23.95378955453634,0.0,0.025946440626144186,556,1548,175
85897,Thunderstone: Dragonspire,1434,9,Amerithrash / miniatures / LCG,taste_specialist,7.30865,2.6992,4469,2011,78,12.380593501031395,0.0,0.024820621299533902,2035,2295,175
403754,Middle Ages,1435,19,Recent releases / new-hotness cluster,temporal_artifact,7.19189,2.0183,4618,2024,85,22.205686464905735,0.0,0.04056064955986598,1719,1661,175
397931,Deep Regrets,1436,19,Recent releases / new-hotness cluster,temporal_artifact,7.32302,2.3367,7430,2025,93,29.872213602066036,0.0,0.03784254994998095,1285,1287,175
302388,Back to the Future: Back in Time,1437,18,Mass-market gateway / family strategy bridge,bridge_cluster,7.17211,2.4111,9349,2020,81,27.559451386332512,0.0,0.04891796233888663,1907,1372,175
331820,Rolling Heights,1438,13,Puzzle / nature tableau builders,taste_cross_over,7.46891,2.5455,4732,2023,83,19.846139699220654,0.0,0.03720828539855121,1813,1827,175
314088,Agropolis,1440,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.24334,1.7571,9220,2021,88,41.9289935156703,0.0,0.057876443529198754,1566,914,175
183880,Risk: Star Wars Edition,1441,9,Amerithrash / miniatures / LCG,taste_specialist,6.98421,1.8725,10415,2015,78,27.123106151819226,0.0,0.0515324093649416,2035,1385,175
369646,Disney Lorcana,1443,34,Licensed family/fandom games,franchise_series,7.21498,2.1299,6749,2023,89,29.38471322506666,0.0,0.04780977316396372,1506,1306,175
197070,Massive Darkness,1446,9,Amerithrash / miniatures / LCG,taste_specialist,7.10472,2.5676,11025,2017,128,38.201171144843094,0.0,0.02988200847554972,486,990,175
164265,Witness,1448,25,Party / family / social deduction,taste_cross_over,7.22271,1.507,4170,2014,75,14.31364770233631,0.0,0.031170097077847986,2158,2172,175
257614,Tussie Mussie,1449,35,Cooperative trick-taking + deduction,taste_cross_over,6.89731,1.1507,12498,2019,93,57.585973523557186,0.0,0.06784148203636658,1285,672,175
338376,A Gest of Robin Hood,1450,20,Historical wargames + conflict strategy,taste_specialist,7.65902,3.0357,3837,2024,109,38.184643134474754,0.0,0.037399558537761675,746,991,175
207336,Honshū,1451,8,Medium worker-placement euros,taste_specialist,6.88168,1.9333,8674,2016,75,26.476463973522186,0.0,0.05529221395393663,2158,1419,175
156091,Sons of Anarchy: Men of Mayhem,1452,9,Amerithrash / miniatures / LCG,taste_specialist,7.22881,2.5812,6264,2014,84,17.58379632234573,0.0,0.033497860416001946,1764,1970,175
254127,Europa Universalis: The Price of Power,1453,20,Historical wargames + conflict strategy,taste_specialist,8.5729,4.704,2494,2023,97,16.295040458440777,0.0,0.025137813469121653,1115,2052,175
228660,Betrayal at Baldur's Gate,1454,9,Amerithrash / miniatures / LCG,taste_specialist,7.06298,2.5854,12332,2017,104,26.23121206462383,0.0,0.03379804386596405,865,1429,175
344258,That Time You Killed Me,1455,35,Cooperative trick-taking + deduction,taste_cross_over,7.3431,2.3333,5411,2021,89,19.825117804110047,0.0,0.0329577921254669,1506,1828,175
104020,Vanuatu,1456,10,BGG Golden Age canon,temporal_canon,7.21974,3.2906,2522,2011,93,17.061903476715084,0.0,0.025273287485026993,1285,2005,175
219101,Pavlov's House,1457,20,Historical wargames + conflict strategy,taste_specialist,7.85767,2.814,4123,2018,89,18.50616047531366,0.0,0.023530609058394974,1506,1922,175
149155,Dead Man's Draw,1458,1,Thematic adventure / licensed bridge cluster,bridge_cluster,6.85392,1.3188,10871,2014,86,34.121675565838814,0.0,0.05678100649737777,1673,1108,175
257518,Claustrophobia 1643,1460,9,Amerithrash / miniatures / LCG,taste_specialist,7.9805,2.7358,4110,2019,73,12.627698346972464,0.0,0.02882845355170229,2223,2281,175
298371,Wild Space,1462,13,Puzzle / nature tableau builders,taste_cross_over,7.13044,2.0816,6501,2020,73,18.77388650178909,0.0,0.04326751607598333,2223,1906,175
216092,Unlock!: Escape Adventures – Squeek & Sausage,1464,25,Party / family / social deduction,taste_cross_over,7.14711,2.0526,4470,2017,99,12.956471078097817,0.0,0.022380266048629416,1042,2259,175
184151,Legend of the Five Rings: The Card Game,1465,9,Amerithrash / miniatures / LCG,taste_specialist,7.33964,4.0145,7407,2017,101,30.16001985967159,0.0,0.04200076813859757,966,1271,175
16395,Blokus Duo,1466,10,BGG Golden Age canon,temporal_canon,6.82809,1.6754,10099,2005,98,36.55489219725132,0.0,0.0473174652535181,1077,1030,175
293835,Oltréé,1467,1,Thematic adventure / licensed bridge cluster,bridge_cluster,7.46291,2.25,5586,2021,75,17.51719187200069,0.0,0.03801994535056112,2158,1973,175
295785,Euthia: Torment of Resurrection,1468,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.51842,3.5043,3143,2021,110,19.447648130357262,0.0,0.02297508142685468,725,1862,175
386937,Lacuna,1469,35,Cooperative trick-taking + deduction,taste_cross_over,7.35388,1.098,5383,2023,93,30.67902824282646,0.0,0.043575808508784515,1285,1244,175
226520,EXIT: The Game – The Sinister Mansion,1470,4,Legacy + narrative mystery,shared_culture,7.21434,2.4884,5940,2018,92,21.84740340709686,0.0,0.034087783986154245,1346,1685,175
195162,Plague Inc.: The Board Game,1471,25,Party / family / social deduction,taste_cross_over,7.34941,2.1429,6929,2017,79,15.587163902819153,0.0,0.03425781560120549,1990,2087,175
339958,Gutenberg,1473,2,Current heavy euro engine builders,taste_specialist,7.27193,2.7232,5243,2021,74,20.04055446386337,0.0,0.044998995218296464,2194,1815,175
318472,Blood Bowl: Second Season Edition,1474,20,Historical wargames + conflict strategy,taste_specialist,8.47515,3.8039,2895,2020,83,10.388915345072743,0.0,0.020914907069064383,1813,2386,175
382518,Sankoré: The Pride of Mansa Musa,1475,2,Current heavy euro engine builders,taste_specialist,7.96077,4.247,3103,2024,108,32.3356853723526,0.0,0.034714817281752436,761,1179,175
366683,Raising Robots,1476,2,Current heavy euro engine builders,taste_specialist,7.67529,3.21,3639,2023,95,20.151273682713505,0.0,0.03127099766908024,1199,1805,175
364766,MicroMacro: Crime City – All In,1477,19,Recent releases / new-hotness cluster,temporal_artifact,7.80232,1.0769,7427,2022,83,33.24034149572253,0.0,0.055008559334648495,1813,1140,175
272380,SHŌBU,1479,35,Cooperative trick-taking + deduction,taste_cross_over,7.4701,1.8679,3983,2019,87,16.05597437918186,0.0,0.031408385305994824,1618,2063,175
221318,Whistle Stop,1481,8,Medium worker-placement euros,taste_specialist,7.0325,2.7582,5862,2017,70,20.6595202088356,0.0,0.048753814412178624,2302,1770,175
327711,It's a Wonderful Kingdom,1482,13,Puzzle / nature tableau builders,taste_cross_over,7.06245,2.5833,9062,2021,88,33.54271246492863,0.0,0.052470378699721244,1566,1132,175
256997,Perseverance: Castaway Chronicles – Episodes 1 & 2,1484,2,Current heavy euro engine builders,taste_specialist,7.68363,4.2276,4510,2022,79,22.806829571723934,0.0,0.04094001515373433,1990,1620,175
89409,BattleCON: War of Indines,1485,9,Amerithrash / miniatures / LCG,taste_specialist,7.62818,2.7528,3807,2012,91,12.494442448019978,0.0,0.020978848370287108,1400,2287,175
408547,Things in Rings,1486,19,Recent releases / new-hotness cluster,temporal_artifact,7.1084,1.3455,6800,2024,102,47.80517677217722,0.0,0.0542926647328808,931,812,175
312859,Townsfolk Tussle,1487,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.69054,2.5902,4733,2022,88,20.907706081867214,0.0,0.03299045555282662,1566,1746,175
128721,Crisis,1488,2,Current heavy euro engine builders,taste_specialist,7.45784,3.0947,3732,2016,74,17.372914947569367,0.0,0.039141068277271096,2194,1985,175
358124,Mists over Carcassonne,1489,17,Roll-and-write / number dice games,taste_cross_over,7.28057,2.1579,7909,2022,77,22.63579525053501,0.0,0.046865246181691696,2078,1633,175
83195,Ghost Blitz,1490,25,Party / family / social deduction,taste_cross_over,6.70674,1.1307,19673,2010,102,67.29945107549429,0.0,0.07093282093421319,931,562,175
231484,Carnival of Monsters,1491,24,Ark Nova universal-appeal micro-cluster,bridge_singleton,7.21547,2.1573,5557,2019,79,17.68830487132072,0.0,0.03759542146943021,1990,1964,175
27364,Caylus Magna Carta,1492,10,BGG Golden Age canon,temporal_canon,6.88089,2.871,6764,2007,86,26.794054776430126,0.0,0.042899089910598674,1673,1404,175
226518,EXIT: The Game – The Sunken Treasure,1493,4,Legacy + narrative mystery,shared_culture,7.02897,1.8116,7423,2017,100,27.65842811018228,0.0,0.038476609057395326,1002,1371,175
159473,Quartermaster General,1494,20,Historical wargames + conflict strategy,taste_specialist,7.25832,2.2866,2920,2014,84,15.741538777947422,0.0,0.027304933729084505,1764,2081,175
378387,Inventors of the South Tigris,1495,2,Current heavy euro engine builders,taste_specialist,7.93163,4.4474,5398,2024,113,53.271715849637985,0.0,0.050782922354466915,668,720,175
94246,1812: The Invasion of Canada,1496,20,Historical wargames + conflict strategy,taste_specialist,7.33152,2.1756,3180,2012,81,14.321751251816746,0.0,0.02200977502225487,1907,2171,175
171879,Kraftwagen,1497,8,Medium worker-placement euros,taste_specialist,7.21282,2.85,4039,2015,56,14.326033055782316,0.0,0.04496230015758482,2488,2170,175
330038,Llamaland,1498,13,Puzzle / nature tableau builders,taste_cross_over,7.26284,2.0145,5586,2021,75,18.616963654756542,0.0,0.040726959760099865,2158,1914,175
67492,Battles of Westeros,1499,9,Amerithrash / miniatures / LCG,taste_specialist,7.23635,3.2078,5686,2010,87,20.31233955174684,0.0,0.03540486025982777,1618,1796,175
288169,The Fox in the Forest Duet,1500,35,Cooperative trick-taking + deduction,taste_cross_over,6.96379,1.7717,10613,2020,87,35.427517995238304,0.0,0.05614788687676069,1618,1066,175
251412,On Tour,1501,13,Puzzle / nature tableau builders,taste_cross_over,6.82111,1.4,9130,2019,77,34.87889924645424,0.0,0.06444429086066819,2078,1079,175
126100,Mythos Tales,1503,9,Amerithrash / miniatures / LCG,taste_specialist,7.33993,2.125,6223,2016,95,23.245161727070805,0.0,0.03676785601708975,1199,1584,175
393307,Tower Up,1504,19,Recent releases / new-hotness cluster,temporal_artifact,7.34567,1.8571,3511,2024,85,21.513550430536267,0.0,0.03700540177861974,1719,1705,175
527,GIPF,1505,10,BGG Golden Age canon,temporal_canon,7.07098,2.7555,5823,1996,84,26.067874953150746,0.0,0.03927078083818634,1764,1434,175
299252,Here to Slay,1506,13,Puzzle / nature tableau builders,taste_cross_over,6.87169,1.6821,25537,2020,123,48.61515137553215,0.0,0.04282308490490065,532,792,175
165986,Royals,1507,36,Light set-collection gateway,bridge_cluster,7.18326,2.2411,4080,2014,74,13.941329747438429,0.0,0.03394558742773971,2194,2199,175
41916,The Magic Labyrinth,1508,25,Party / family / social deduction,taste_cross_over,6.80574,1.2127,13116,2009,102,39.42506930232048,0.0,0.04942213684684485,931,966,175
174660,New York 1901,1510,25,Party / family / social deduction,taste_cross_over,6.78296,2.0543,11029,2015,84,30.72232162952423,0.0,0.053708299532846206,1764,1243,175
253608,18Chesapeake,1511,20,Historical wargames + conflict strategy,taste_specialist,7.58041,3.835,2570,2018,109,32.880822747945786,0.0,0.033261546547960506,746,1153,175
440007,The Druids of Edora,1512,2,Current heavy euro engine builders,taste_specialist,7.9081,3.0833,2969,2025,97,32.382118448615074,0.0,0.04058840662932308,1115,1177,175
173101,Council of 4,1513,8,Medium worker-placement euros,taste_specialist,7.11449,2.6887,4472,2015,58,14.95156244933605,0.0,0.04669165531244516,2478,2127,175
291962,Paper Dungeons: A Dungeon Scrawler Game,1514,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.10713,2.12,8073,2020,83,24.290559619665142,0.0,0.04339370696798542,1813,1532,175
165872,Liberty or Death: The American Insurrection,1515,20,Historical wargames + conflict strategy,taste_specialist,7.74522,4.0685,4876,2016,111,30.377867639064785,0.0,0.02546867646561924,701,1258,175
102548,Dungeon Fighter,1516,9,Amerithrash / miniatures / LCG,taste_specialist,6.78229,1.7601,10106,2011,87,27.045387655496594,0.0,0.04485585621894043,1618,1392,175
91873,Strasbourg,1518,8,Medium worker-placement euros,taste_specialist,7.16716,2.7385,2960,2011,79,13.677544042468067,0.0,0.025925655662312606,1990,2212,175
25643,Arkadia,1519,10,BGG Golden Age canon,temporal_canon,6.91455,2.5656,4849,2006,92,19.402511611580845,0.0,0.027296360809227083,1346,1866,175
25821,The Werewolves of Miller's Hollow,1520,25,Party / family / social deduction,taste_cross_over,6.67673,1.3114,24283,2001,94,68.13221648335457,0.0,0.07661562938164328,1242,553,175
437306,Parks (Second Edition),1521,19,Recent releases / new-hotness cluster,temporal_artifact,7.92842,2.3077,3955,2025,104,23.75542330741882,0.0,0.0332453149156631,865,1562,175
68264,No Retreat! The Russian Front,1522,20,Historical wargames + conflict strategy,taste_specialist,7.73826,3.1667,3569,2011,125,27.889996893703934,0.0,0.01797591365589804,513,1362,175
10,Elfenland,1523,10,BGG Golden Age canon,temporal_canon,6.67361,2.1485,11993,1998,116,45.70390897989273,0.0,0.03702209657326734,617,847,175
255674,Imhotep: The Duel,1524,15,Deck-manipulation / engine gateway cluster,bridge_cluster,7.05174,1.9697,7670,2018,75,25.54900613427162,0.0,0.052383153368260015,2158,1455,175
287938,Kitchen Rush (Revised Edition),1526,17,Roll-and-write / number dice games,taste_cross_over,7.43238,2.1233,4708,2019,103,22.959455668926235,0.0,0.03179703296714291,895,1610,175
312267,Star Wars: Unlock!,1527,37,Escape-room / Unlock series cluster,franchise_series,7.04084,1.8929,8924,2020,93,32.522827327251434,0.0,0.046035705117237445,1285,1173,175
269595,Copenhagen,1528,13,Puzzle / nature tableau builders,taste_cross_over,6.92238,1.6923,5508,2019,74,14.470850095152853,0.0,0.03321764704085774,2194,2158,175
152470,Fief: France 1429,1529,20,Historical wargames + conflict strategy,taste_specialist,7.42896,3.8121,4380,2015,85,19.458520300686356,0.0,0.030009442632046576,1719,1859,175
63975,Mountain Goats,1530,13,Puzzle / nature tableau builders,taste_cross_over,6.83283,1.211,10341,2010,84,41.79124441742897,0.0,0.06450676569351989,1764,918,175
191597,Dale of Merchants 2,1531,29,Small two-player/set-collection card games,bridge_cluster,7.27739,2.0833,6626,2016,65,18.60583287477493,0.0,0.04823172132497627,2408,1915,175
9220,Saboteur,1532,25,Party / family / social deduction,taste_cross_over,6.54043,1.3175,66752,2004,459,320.97198740392923,0.0,0.020645195992325373,135,129,175
16986,Ubongo,1534,17,Roll-and-write / number dice games,taste_cross_over,6.6626,1.4953,15321,2003,93,39.536790281534195,0.0,0.05699219733114218,1285,961,175
85256,Timeline: Inventions,1535,25,Party / family / social deduction,taste_cross_over,6.69579,1.0909,15862,2010,93,53.1204646974802,0.0,0.06754944315722182,1285,723,175
131014,Carcassonne: Winter Edition,1536,25,Party / family / social deduction,taste_cross_over,7.49848,1.7778,4518,2012,86,14.5619917884469,0.0,0.03054370978976903,1673,2149,175
147303,Carcassonne: South Seas,1537,41,Ticket to Ride / route-building series cluster,franchise_series,7.05224,1.8774,5806,2013,87,16.7259024977684,0.0,0.03250435014965286,1618,2035,175
182694,Watson & Holmes,1538,25,Party / family / social deduction,taste_cross_over,7.23712,2.1552,5702,2015,83,20.981673493981358,0.0,0.03931624360718287,1813,1743,175
