bgg_id,name,overall_rank,community,manual_label,community_type,average_rating,average_weight,owned,year_published,degree,weighted_degree_strength,betweenness,weighted_clustering,degree_rank,strength_rank,betweenness_rank
186751,Mythic Battles: Pantheon,539,9,Amerithrash / miniatures / LCG,taste_specialist,8.29944,3.0597,6880,2017,81,21.772482991218563,0.0,0.038288115966429406,1907,1689,175
170771,Sword & Sorcery: Immortal Souls,540,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.8653,4.1211,11361,2017,120,46.4807805493474,0.0,0.03735518199737879,577,835,175
251658,Sprawlopolis,541,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.26522,1.8032,28268,2018,345,210.42394076287746,0.0024403522818254603,0.02109371888037419,179,191,51
27162,Kingsburg,542,10,BGG Golden Age canon,temporal_canon,7.16581,2.4209,18610,2007,106,71.66590835154057,0.0,0.06379767263051207,801,531,175
353288,Trekking Through History,543,13,Puzzle / nature tableau builders,taste_cross_over,7.50907,1.7644,13146,2022,90,45.980676397681236,0.0,0.06444325531563261,1445,841,175
11,Bohnanza,544,10,BGG Golden Age canon,temporal_canon,7.07892,1.6672,82822,1997,1703,1043.5146029889584,0.005784988712412816,0.006646267576239437,36,40,30
18833,The Lord of the Rings: The Confrontation,546,10,BGG Golden Age canon,temporal_canon,7.50606,2.1901,8302,2005,80,31.853390008211136,0.0,0.051637324829912165,1956,1194,175
204305,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,547,4,Legacy + narrative mystery,shared_culture,7.55061,2.2115,18522,2016,108,66.17808310687542,0.0,0.06626707446307727,761,571,175
154809,Nippon,548,8,Medium worker-placement euros,taste_specialist,7.6153,3.7645,4950,2015,100,43.33529356122017,0.0,0.049818049703834265,1002,889,175
454103,Magical Athlete,549,19,Recent releases / new-hotness cluster,temporal_artifact,7.88196,1.1505,7637,2025,121,67.07305127382278,0.0,0.04855461390368262,556,563,175
62222,Commands & Colors: Napoleonics,550,20,Historical wargames + conflict strategy,taste_specialist,8.04647,2.7404,6300,2010,145,41.98378169164061,0.0,0.020921915163685648,408,912,175
55670,Macao,551,8,Medium worker-placement euros,taste_specialist,7.40421,3.1348,6912,2009,109,45.38516376912594,0.0,0.04378838865778325,746,852,175
12942,No Thanks!,552,10,BGG Golden Age canon,temporal_canon,7.08155,1.1301,46261,2004,1039,587.1112828850746,0.0002089671737389912,0.008437624405001074,71,88,141
192153,Reign of Cthulhu,553,9,Amerithrash / miniatures / LCG,taste_specialist,7.35683,2.1616,21521,2016,128,64.87345291674137,0.0,0.04270149705265549,486,588,175
161614,Stockpile,554,25,Party / family / social deduction,taste_cross_over,7.41821,2.128,8252,2015,85,36.67818987369537,0.0,0.06030072637476529,1719,1027,175
144189,Fire in the Lake,555,20,Historical wargames + conflict strategy,taste_specialist,8.06931,4.1713,8369,2014,164,60.7587339952588,0.0,0.023385667003374976,347,625,175
158899,Colt Express,556,25,Party / family / social deduction,taste_cross_over,7.09715,1.8358,51205,2014,415,282.02114428952336,0.0,0.021760427745253993,149,147,175
124708,Mice and Mystics,557,9,Amerithrash / miniatures / LCG,taste_specialist,7.20306,2.7352,42261,2012,190,121.20681383088231,0.0,0.036517907537371504,300,328,175
40765,Clash of Cultures,558,9,Amerithrash / miniatures / LCG,taste_specialist,7.56263,3.6119,6446,2012,92,34.44491619616747,0.0,0.04776723109870047,1346,1095,175
216600,Fantastic Factories,559,13,Puzzle / nature tableau builders,taste_cross_over,7.40829,2.2255,14148,2019,95,59.019170343875885,0.0,0.0699768745897764,1199,650,175
264241,Mandala,560,35,Cooperative trick-taking + deduction,taste_cross_over,7.43341,1.7815,11612,2019,90,51.073159262537956,0.0,0.06814002562838069,1445,750,175
359438,Skymines,561,2,Current heavy euro engine builders,taste_specialist,7.91957,3.9152,7767,2022,121,75.58795917034149,0.0,0.06280639975663296,556,504,175
205398,Citadels,562,5,Area-control crossover / Root-Eclipse cluster,bridge_cluster,7.23089,2.0546,32189,2016,123,108.55831658095121,0.0,0.08404449121680178,532,360,175
63628,The Manhattan Project,563,8,Medium worker-placement euros,taste_specialist,7.30797,2.9559,12690,2012,94,49.988199323415756,0.0,0.061254678558492606,1242,770,175
383607,Barcelona,564,2,Current heavy euro engine builders,taste_specialist,7.72231,3.3607,7705,2023,121,65.8307414650917,0.0,0.05016056527006961,556,576,175
290359,Undaunted: North Africa,565,20,Historical wargames + conflict strategy,taste_specialist,7.75499,2.3333,13837,2020,119,66.37024592608213,0.0,0.046847902620883466,583,570,175
295564,Unmatched Game System,566,16,Unmatched / skirmish series cluster,franchise_series,8.23116,1.9753,3048,2019,105,25.881603136658665,0.0,0.03107818222700752,829,1443,175
36932,Claustrophobia,567,9,Amerithrash / miniatures / LCG,taste_specialist,7.4629,2.4849,9708,2009,96,37.4933804795146,0.0,0.046299494428498296,1154,1007,175
175095,Dawn of the Zeds (Third Edition),568,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.14381,3.8066,7147,2016,103,32.08177035301924,0.0,0.030348477361618744,895,1186,175
96913,Lancaster,569,8,Medium worker-placement euros,taste_specialist,7.3804,2.9916,8627,2011,113,53.45010041445494,0.0,0.046706438364309884,668,716,175
269144,Hadara,571,17,Roll-and-write / number dice games,taste_cross_over,7.38117,2.2103,9660,2019,91,48.355298072099686,0.0,0.06612728002632604,1400,795,175
256952,Zombie Kidz Evolution,573,25,Party / family / social deduction,taste_cross_over,7.56674,1.3797,13283,2018,109,54.95875199139118,0.0,0.05571386187762447,746,698,175
307002,Regicide,574,19,Recent releases / new-hotness cluster,temporal_artifact,7.38604,1.9766,15297,2020,133,90.38768289983273,0.0,0.05488614451653186,458,420,175
215341,Thunderstone Quest,576,23,Fantasy adventure / deck-building gateway,taste_cross_over,7.71662,2.8932,11616,2018,100,36.876819372177124,0.0,0.045470004868939,1002,1022,175
283393,Aquatica,577,13,Puzzle / nature tableau builders,taste_cross_over,7.35434,2.3186,12513,2019,95,57.09941729158163,0.0,0.07074734220503089,1199,680,175
66362,Glen More,578,10,BGG Golden Age canon,temporal_canon,7.29175,2.6718,8578,2010,103,46.240823812782764,0.0,0.045934562454332126,895,837,175
404431,Men-Nefer,579,2,Current heavy euro engine builders,taste_specialist,8.17119,3.6881,5428,2024,127,63.15909084677696,0.0,0.047381968242078146,498,599,175
239942,Black Rose Wars,580,5,Area-control crossover / Root-Eclipse cluster,bridge_cluster,7.89569,3.4324,7319,2019,96,28.75800237059593,0.0,0.04105312710059808,1154,1326,175
176396,Quadropolis,581,32,Open-drafting tactical euro cluster,bridge_cluster,7.21011,2.2049,18834,2016,94,72.42253959923983,0.0,0.08033258456380694,1242,528,175
353545,Next Station: London,582,19,Recent releases / new-hotness cluster,temporal_artifact,7.41613,1.4795,13013,2022,116,70.26943711563945,0.0,0.05765407947661948,617,541,175
79828,A Few Acres of Snow,583,20,Historical wargames + conflict strategy,taste_specialist,7.36781,3.0289,9471,2011,150,58.86828937381505,0.0,0.027156543934208896,395,653,175
478,Citadels,584,10,BGG Golden Age canon,temporal_canon,7.05392,2.0469,79266,2000,1005,598.5066684558988,0.0003915132105684548,0.009444918158380543,78,85,130
293296,Splendor: Marvel,585,19,Recent releases / new-hotness cluster,temporal_artifact,7.56003,1.7965,14733,2020,96,42.856296330690384,0.0,0.057657783970523985,1154,898,175
43570,Friday,586,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.11128,2.1579,41590,2011,290,180.10275622084737,0.0,0.022641914520374923,210,222,175
194607,Mystic Vale,587,23,Fantasy adventure / deck-building gateway,taste_cross_over,7.23413,2.26,17699,2016,86,53.06301077455282,0.0,0.07517208634100503,1673,725,175
242705,Aeon Trespass: Odyssey,588,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.99219,4.7476,5559,2022,113,29.98303116112947,0.0,0.02540657222701586,668,1282,175
169427,Middara: Unintentional Malum – Act 1,589,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.50199,4.139,6863,2019,120,34.69048638641834,0.0,0.027387232316681814,577,1086,175
256730,Pipeline,590,2,Current heavy euro engine builders,taste_specialist,7.54301,3.9048,8043,2019,121,65.06985634565353,0.0,0.05140080718628198,556,585,175
290236,Canvas,592,13,Puzzle / nature tableau builders,taste_cross_over,7.19526,1.728,31979,2021,188,122.65687602758408,0.0,0.036647066421070115,301,321,175
180974,Potion Explosion,593,13,Puzzle / nature tableau builders,taste_cross_over,7.12135,1.7788,33635,2015,154,121.55821055918932,0.0,0.05431009413594421,379,326,175
20437,Lords of Vegas,594,22,Trade-route / area-influence euros,bridge_cluster,7.35501,2.3436,10191,2010,85,32.90992411971092,0.0,0.054226093894531056,1719,1151,175
98778,Hanabi,595,25,Party / family / social deduction,taste_cross_over,7.02986,1.6899,90312,2010,1772,1064.8231582194567,0.0007926341072858287,0.006371775943225714,32,37,87
422732,Agent Avenue,596,19,Recent releases / new-hotness cluster,temporal_artifact,7.52975,1.2381,11117,2024,123,67.39046496152878,0.0,0.05029444138600271,532,561,175
270844,Imperial Settlers: Empires of the North,597,23,Fantasy adventure / deck-building gateway,taste_cross_over,7.38026,2.8134,13861,2019,89,50.139758467674255,0.0,0.07015720784948272,1506,766,175
274960,Point Salad,598,13,Puzzle / nature tableau builders,taste_cross_over,7.09085,1.1538,39388,2019,628,358.3181511759758,0.0,0.013430189799943081,113,122,175
5404,Amun-Re,599,10,BGG Golden Age canon,temporal_canon,7.28292,3.0305,10816,2003,128,61.706048265099525,0.0,0.04020221854552897,486,618,175
226522,EXIT: The Game – Dead Man on the Orient Express,600,4,Legacy + narrative mystery,shared_culture,7.53389,2.6383,11162,2017,100,39.38819420337677,0.0,0.0480679667093133,1002,968,175
136063,Forbidden Desert,601,25,Party / family / social deduction,taste_cross_over,7.06028,2.0425,58587,2013,225,161.34513729065657,0.0,0.03727937353175501,261,247,175
233312,Stuffed Fables,602,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.40234,2.4615,22784,2018,88,54.35493878275156,0.0,0.07152928302461298,1566,706,175
137408,Amerigo,603,8,Medium worker-placement euros,taste_specialist,7.43251,2.9719,7993,2013,88,42.944418624043465,0.0,0.0581746600646961,1566,897,175
162082,Deus,604,8,Medium worker-placement euros,taste_specialist,7.26263,2.8252,11727,2014,76,49.9834436327219,0.0,0.07939996561563571,2119,771,175
340466,Unfathomable,605,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.46439,3.125,15449,2021,106,65.36779647320509,0.0,0.06389644354810553,801,578,175
193042,Junk Art,607,35,Cooperative trick-taking + deduction,taste_cross_over,7.34786,1.1964,12149,2016,90,47.97751799225807,0.0,0.06937060403448625,1445,806,175
21790,Thurn and Taxis,608,10,BGG Golden Age canon,temporal_canon,7.09188,2.2566,24417,2006,246,137.2059616446495,0.0,0.02591420611372802,237,282,175
157969,Sheriff of Nottingham,609,25,Party / family / social deduction,taste_cross_over,7.04652,1.6588,56978,2014,316,234.79784394055605,0.0,0.03014154468966368,193,173,175
6249,Alhambra,610,10,BGG Golden Age canon,temporal_canon,7.03527,2.0975,45700,2003,385,245.89328280091286,0.0,0.020777480108385222,161,166,175
150658,Pandemic: The Cure,611,26,Pandemic system cluster,franchise_series,7.23001,2.0643,17940,2014,84,52.44910088926554,0.0,0.07416566060013978,1764,734,175
240196,Betrayal Legacy,612,4,Legacy + narrative mystery,shared_culture,7.64688,2.9222,12429,2018,95,34.95076364278793,0.0,0.050086994918486054,1199,1076,175
83330,Mansions of Madness,613,9,Amerithrash / miniatures / LCG,taste_specialist,7.2522,3.2427,20517,2011,123,58.70757795870304,0.0,0.0432991741445851,532,655,175
266830,QE,614,35,Cooperative trick-taking + deduction,taste_cross_over,7.32976,1.5643,12327,2019,112,82.48781392723322,0.0,0.06791643437514965,687,455,175
13,Catan,615,11,KeyForge / Catan gateway-franchise cluster,franchise_series,7.09131,2.2827,239038,1995,2446,1910.6814970374107,0.05608566853482786,0.0058386491871255854,7,8,10
348450,Lacrimosa,616,2,Current heavy euro engine builders,taste_specialist,7.61952,3.1568,9204,2022,104,61.43072913587093,0.0,0.060895505260460524,865,619,175
381248,Nemesis: Retaliation,617,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.718,3.7093,7040,2025,103,39.599056363105774,0.0,0.04404823366916126,895,956,175
191862,Imhotep,618,15,Deck-manipulation / engine gateway cluster,bridge_cluster,7.12457,2.0163,23444,2016,100,85.73142509162426,0.0,0.08648758625584674,1002,439,175
17226,Descent: Journeys in the Dark,619,9,Amerithrash / miniatures / LCG,taste_specialist,7.27346,3.346,14668,2005,127,44.33714624494314,0.0,0.03170532664885414,498,868,175
117959,Las Vegas,620,10,BGG Golden Age canon,temporal_canon,7.18123,1.1701,15334,2012,86,62.153268836438656,0.0,0.07208065522437744,1673,609,175
336794,Galaxy Trucker (Second Edition),621,19,Recent releases / new-hotness cluster,temporal_artifact,7.4124,2.2636,15145,2021,105,73.32807004451752,0.0,0.07515045188311201,829,525,175
105134,Risk Legacy,622,9,Amerithrash / miniatures / LCG,taste_specialist,7.34725,2.5845,16495,2011,98,46.87153071910143,0.0,0.05832727622924822,1077,826,175
318009,Dinosaur Island: Rawr 'n Write,623,13,Puzzle / nature tableau builders,taste_cross_over,7.65563,2.8534,11345,2021,90,44.99839727580547,0.0,0.061253896699407034,1445,860,175
232414,Oceans,624,5,Area-control crossover / Root-Eclipse cluster,bridge_cluster,7.39437,2.8525,13939,2020,94,47.10501649975777,0.0,0.06608858617021264,1242,820,175
712,Blood Bowl (Third Edition),625,9,Amerithrash / miniatures / LCG,taste_specialist,7.55388,2.9896,6951,1994,97,20.106688022613522,0.0,0.02392079794440962,1115,1809,175
156009,Port Royal,626,17,Roll-and-write / number dice games,taste_cross_over,7.10395,1.6342,28507,2014,137,121.80181141197681,0.0,0.06498561501832541,438,325,175
284435,Nova Luna,627,17,Roll-and-write / number dice games,taste_cross_over,7.25511,1.8807,14832,2019,101,66.94999159127474,0.0,0.07184422088551352,966,564,175
245654,Railroad Ink: Deep Blue Edition,628,31,Railroad Ink / spatial puzzle cluster,franchise_series,7.145,1.4684,23559,2018,105,90.65881032496691,0.0,0.08178194007548578,829,419,175
371433,Terrorscape,629,19,Recent releases / new-hotness cluster,temporal_artifact,8.09519,2.2778,6442,2023,101,30.796619489789006,0.0,0.037828110926275874,966,1242,175
142379,Escape Plan,630,2,Current heavy euro engine builders,taste_specialist,7.47937,3.6766,9654,2019,108,77.10091483592987,0.0,0.06971336726929865,761,495,175
197376,Charterstone,631,4,Legacy + narrative mystery,shared_culture,7.17563,2.8571,26901,2017,143,123.68891864269972,0.0,0.06703258459846298,419,317,175
9674,Ingenious,632,10,BGG Golden Age canon,temporal_canon,7.0948,1.9048,23638,2004,188,100.43711952120066,0.0,0.030393721186735275,301,389,175
84419,Space Empires 4X,633,20,Historical wargames + conflict strategy,taste_specialist,7.72571,3.362,8480,2011,164,57.42792296782135,0.0,0.02316927498965643,347,675,175
387866,Star Wars: Unlimited,634,1,Thematic adventure / licensed bridge cluster,bridge_cluster,8.05992,2.3239,5239,2024,90,30.253740601241585,0.0,0.043421443869243535,1445,1264,175
144797,Argent: The Consortium,635,27,Race for the Galaxy system cluster,franchise_series,7.60139,3.7531,6724,2015,89,33.43686297535896,0.0,0.04861598989006053,1506,1135,175
177639,Raptor,636,35,Cooperative trick-taking + deduction,taste_cross_over,7.21048,2.0764,16072,2015,97,60.30311718583107,0.0,0.07564116398385946,1115,634,175
218074,Detective: City of Angels,637,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.85345,2.3596,8740,2019,75,27.215119980275627,0.0,0.04928787353630533,2158,1383,175
406652,Compile,638,19,Recent releases / new-hotness cluster,temporal_artifact,7.82569,2.3562,10438,2024,117,73.05295945703983,0.0,0.05787488138474569,601,527,175
153938,Camel Up,639,25,Party / family / social deduction,taste_cross_over,7.03023,1.501,37759,2014,144,124.5217018686235,0.0,0.060958439924134536,413,313,175
97786,Small World Underground,640,9,Amerithrash / miniatures / LCG,taste_specialist,7.22081,2.5878,20081,2011,90,55.40436749905348,0.0,0.07288217483944172,1445,696,175
28023,Jamaica,641,25,Party / family / social deduction,taste_cross_over,7.06013,1.6616,32820,2007,133,104.80451031029224,0.0,0.06004126280420992,458,375,175
252328,Star Wars: X-Wing (Second Edition),642,9,Amerithrash / miniatures / LCG,taste_specialist,8.01949,3.1143,7315,2018,105,34.16639631986618,0.0,0.043487711683414955,829,1106,175
196326,Love Letter: Premium Edition,643,25,Party / family / social deduction,taste_cross_over,7.4306,1.2937,11485,2016,105,45.63852271437645,0.0,0.058019786189432605,829,848,175
62227,"Labyrinth: The War on Terror, 2001 – ?",644,20,Historical wargames + conflict strategy,taste_specialist,7.56189,3.692,10436,2010,176,69.7377418205142,0.0,0.023369606737006107,323,544,175
31730,Wabash Cannonball,645,10,BGG Golden Age canon,temporal_canon,7.25648,2.7734,9300,2007,158,78.3821326456964,0.0,0.031466036205003205,366,483,175
31999,TZAAR,646,10,BGG Golden Age canon,temporal_canon,7.66448,2.4805,6438,2007,79,33.10391252487898,0.0,0.049650942927445804,1990,1145,175
371330,Luthier,647,2,Current heavy euro engine builders,taste_specialist,8.20114,3.7742,5558,2025,125,60.81702417135239,0.0,0.048255613947506215,513,624,175
91312,Discworld: Ankh-Morpork,648,39,Take-that card/fandom cluster,franchise_series,7.25728,2.2069,13197,2011,75,32.419766426086426,0.0,0.06131168377369647,2158,1176,175
280794,Etherfields,649,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.84299,3.5874,13009,2020,121,58.04706546664238,0.0,0.04052186254694238,556,665,175
18,RoboRally,650,10,BGG Golden Age canon,temporal_canon,7.04625,2.4286,28389,1994,240,122.03792756050825,0.0,0.0239155468929342,242,324,175
128996,1775: Rebellion,651,20,Historical wargames + conflict strategy,taste_specialist,7.6279,2.3226,6076,2013,97,28.35888216644525,0.0,0.03239465183024591,1115,1343,175
146791,Shadows of Brimstone: City of the Ancients,652,9,Amerithrash / miniatures / LCG,taste_specialist,7.94452,3.3781,7821,2014,124,29.727884002029892,1.601281024819856e-06,0.02116116762035873,521,1291,166
245961,Fleet: The Dice Game,653,13,Puzzle / nature tableau builders,taste_cross_over,7.60106,2.505,7720,2018,80,30.976103931665417,0.0,0.05556845386399977,1956,1231,175
133473,Sushi Go!,654,25,Party / family / social deduction,taste_cross_over,6.98282,1.164,97650,2013,1017,659.309459451586,0.00014199736542741206,0.010741888504439558,76,72,143
181530,Runebound (Third Edition),655,9,Amerithrash / miniatures / LCG,taste_specialist,7.46967,2.7189,10992,2015,117,39.405904583632946,0.0,0.036230420797740595,601,967,175
262215,Blackout: Hong Kong,656,2,Current heavy euro engine builders,taste_specialist,7.39298,3.4597,10273,2018,103,62.18278941512108,0.0,0.06849740435825344,895,608,175
415776,Kingdom Legacy: Feudal Kingdom,657,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,8.06734,2.2667,7946,2024,131,72.06628586351871,0.0,0.0464712512678468,467,530,175
170624,Crusaders: Thy Will Be Done,658,32,Open-drafting tactical euro cluster,bridge_cluster,7.47592,2.4771,7793,2018,70,37.30806785821915,0.0,0.0714966433275868,2302,1012,175
17405,1846: The Race for the Midwest,659,20,Historical wargames + conflict strategy,taste_specialist,7.85894,3.9947,4853,2005,144,61.80683098733425,0.0,0.032673541146692506,413,617,175
296237,Warp's Edge,660,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.64388,2.3922,10898,2020,136,60.4248721152544,0.0,0.0350492539674841,443,632,175
171668,The Grizzled,661,39,Take-that card/fandom cluster,franchise_series,7.11195,1.9714,25156,2015,97,74.31600891053677,0.0,0.07970690328455816,1115,511,175
125618,Libertalia,662,25,Party / family / social deduction,taste_cross_over,7.10143,2.2328,15308,2012,93,50.235622867941856,0.0,0.06401542836828109,1285,763,175
170561,Valeria: Card Kingdoms,663,23,Fantasy adventure / deck-building gateway,taste_cross_over,7.42808,1.9691,10698,2016,73,32.014613673090935,0.0,0.05967972673149324,2223,1187,175
183251,Karuba,664,25,Party / family / social deduction,taste_cross_over,7.1626,1.4234,17493,2015,85,59.618786662817,0.0,0.08372972037772264,1719,644,175
424219,Zenith,665,19,Recent releases / new-hotness cluster,temporal_artifact,7.97534,2.3462,4935,2025,98,29.64195983111858,0.0,0.039460052306529304,1077,1295,175
119506,Freedom: The Underground Railroad,666,18,Mass-market gateway / family strategy bridge,bridge_cluster,7.56815,2.9132,7166,2013,59,21.031784266233444,0.0,0.055146144805411204,2466,1736,175
341945,La Granja: Deluxe Master Set,667,2,Current heavy euro engine builders,taste_specialist,8.215,3.47,6872,2023,99,55.21073319017887,0.0,0.06243664222285316,1042,697,175
97842,Last Will,668,8,Medium worker-placement euros,taste_specialist,7.16335,2.7187,12833,2011,86,54.36699318885803,0.0,0.07643724127632733,1673,705,175
172308,Broom Service,669,42,,tiny_fragment,7.17083,2.3868,17858,2015,102,82.09406269341707,0.0,0.08039325342284179,931,459,175
346965,Azul: Queen's Garden,670,13,Puzzle / nature tableau builders,taste_cross_over,7.44122,2.9254,13753,2021,95,62.960912957787514,0.0,0.07746759587077306,1199,601,175
307305,Bullet♥︎,671,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.60777,2.1565,7910,2021,87,31.4268963932991,0.0,0.04451253703576421,1618,1213,175
90419,Airlines Europe,672,10,BGG Golden Age canon,temporal_canon,7.29415,2.4338,8399,2011,78,32.60787896811962,0.0,0.05693721948130221,2035,1168,175
163968,Elysium,673,8,Medium worker-placement euros,taste_specialist,7.18861,2.7686,14186,2015,78,44.862690299749374,0.0,0.07488962746005629,2035,863,175
127398,Legends of Andor,674,17,Roll-and-write / number dice games,taste_cross_over,7.08445,2.766,37515,2012,144,111.89835719019175,0.00040032025620496394,0.05715191431000524,413,350,121
264055,Draftosaurus,675,13,Puzzle / nature tableau builders,taste_cross_over,7.08291,1.243,27597,2019,219,138.22277871519327,0.0,0.03233039520323509,265,279,175
432,Take 5,676,10,BGG Golden Age canon,temporal_canon,6.98364,1.189,49987,1994,1019,583.3742684051394,0.0004763811048839071,0.008830456325580001,75,90,99
284777,Unmatched: Jurassic Park – InGen vs Raptors,677,16,Unmatched / skirmish series cluster,franchise_series,8.10264,2.0556,8809,2020,97,39.01894721388817,0.0,0.04454681790262047,1115,974,175
147949,One Night Ultimate Werewolf,678,25,Party / family / social deduction,taste_cross_over,7.03225,1.383,59148,2014,335,251.5312822125852,0.0,0.028918518611685973,183,165,175
206941,First Class: All Aboard the Orient Express!,679,8,Medium worker-placement euros,taste_specialist,7.40351,2.8014,7670,2016,82,35.67970749735832,0.0,0.05860476194760057,1861,1060,175
248490,Atlantis Rising (Second Edition),681,23,Fantasy adventure / deck-building gateway,taste_cross_over,7.48056,2.4643,9926,2019,73,32.0073057115078,0.0,0.06208745430015744,2223,1188,175
2346,DVONN,682,10,BGG Golden Age canon,temporal_canon,7.4435,2.6508,7743,2001,81,35.64432771503925,0.00040512409927942353,0.046256127115089606,1907,1062,105
221965,The Fox in the Forest,683,35,Cooperative trick-taking + deduction,taste_cross_over,7.0547,1.6142,38725,2017,239,175.38246802985668,0.0,0.03514844139008459,244,228,175
425549,Moon Colony Bloodbath,684,19,Recent releases / new-hotness cluster,temporal_artifact,7.65231,2.092,6731,2025,90,46.66191424429417,0.0,0.05988028478439548,1445,829,175
27173,Vikings,685,10,BGG Golden Age canon,temporal_canon,7.24131,2.5414,8543,2007,108,45.888791255652905,0.0,0.042172713373969675,761,843,175
133848,Euphoria: Build a Better Dystopia,687,3,Thematic sandbox worker-placement bridge,bridge_cluster,7.16365,3.112,15457,2013,81,56.1388424038887,0.0,0.08340935111843588,1907,689,175
362944,War of the Ring: The Card Game,688,5,Area-control crossover / Root-Eclipse cluster,bridge_cluster,7.60709,2.9809,11036,2022,99,59.6475697606802,0.0,0.06202252838229749,1042,643,175
256999,Project: ELITE,690,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.93393,2.4638,5493,2020,88,25.085935570299622,0.0,0.04003467006450948,1566,1484,175
328866,My Father's Work,691,1,Thematic adventure / licensed bridge cluster,bridge_cluster,7.82912,3.144,7589,2022,63,20.26385323703289,0.0,0.05098361513000453,2430,1800,175
65781,London,692,10,BGG Golden Age canon,temporal_canon,7.32064,2.8865,6052,2010,90,30.860645845532414,0.0,0.039109322091930916,1445,1238,175
475,Taj Mahal,693,10,BGG Golden Age canon,temporal_canon,7.2519,2.8495,10145,2000,179,71.2724572494626,0.0,0.02269935067843989,317,533,175
22827,StarCraft: The Board Game,694,9,Amerithrash / miniatures / LCG,taste_specialist,7.35959,3.8615,9795,2007,117,47.605736166238785,0.0,0.039248312716968714,601,814,175
213460,Unlock!: Escape Adventures,695,37,Escape-room / Unlock series cluster,franchise_series,7.3251,2.1215,11768,2017,100,36.265565887093544,0.0,0.046058995972326384,1002,1042,175
15363,Nexus Ops,696,9,Amerithrash / miniatures / LCG,taste_specialist,7.21365,2.2327,11982,2005,116,46.593262895941734,0.0,0.03419576999922606,617,831,175
304051,Creature Comforts,697,13,Puzzle / nature tableau builders,taste_cross_over,7.4168,2.3571,13190,2022,98,45.743285089731216,0.0,0.05688548336941076,1077,846,175
265402,In the Hall of the Mountain King,698,2,Current heavy euro engine builders,taste_specialist,7.53471,2.8636,8905,2019,73,34.23359353095293,0.0,0.06331266227784729,2223,1101,175
105551,Archipelago,700,8,Medium worker-placement euros,taste_specialist,7.26209,3.7415,11108,2012,87,44.97952553629875,0.0,0.061712484916264895,1618,862,175
95527,Madeira,701,8,Medium worker-placement euros,taste_specialist,7.52565,4.3013,5689,2013,103,50.65011525154114,0.0,0.050738177654257526,895,757,175
346501,Mille Fiori,702,19,Recent releases / new-hotness cluster,temporal_artifact,7.41681,2.1655,9657,2021,91,49.713886603713036,0.0,0.0626857584268079,1400,777,175
699,HeroQuest,704,9,Amerithrash / miniatures / LCG,taste_specialist,7.22907,2.1287,28368,1989,145,68.43314908072352,0.0,0.03383007192319921,408,550,175
281655,High Frontier 4 All,705,20,Historical wargames + conflict strategy,taste_specialist,8.35432,4.8167,6349,2020,133,53.37561243772507,0.0,0.03162446138198321,458,719,175
232043,Queendomino,706,40,Light gateway tile/claim-action cluster,bridge_cluster,7.13756,2.0698,23572,2017,90,74.13078010082245,0.0,0.09366139694842247,1445,513,175
27746,Colosseum,707,10,BGG Golden Age canon,temporal_canon,7.20006,2.7583,10509,2007,70,31.89002165943384,0.0,0.05973086387922662,2302,1192,175
237179,Weather Machine,708,2,Current heavy euro engine builders,taste_specialist,7.6858,4.5594,9063,2022,119,82.68161837756634,0.0,0.06427047269521556,583,453,175
216734,Dice Throne: Season One,709,12,Dungeon crawl / cooperative campaign adventure,taste_specialist,7.48514,2.066,9298,2018,106,29.18553018569946,0.0,0.03795862850459158,801,1313,175
347703,First Rat,710,13,Puzzle / nature tableau builders,taste_cross_over,7.51453,2.274,7502,2022,84,34.60045422613621,0.0,0.05571741390571638,1764,1090,175
345868,Federation,712,2,Current heavy euro engine builders,taste_specialist,7.82986,3.7421,4690,2022,87,35.682311832904816,0.0,0.05338817063147208,1618,1059,175
42215,Tobago,714,42,,tiny_fragment,7.09437,2.1347,15179,2009,85,51.320837557315826,0.0,0.06986794655311596,1719,745,175
193949,Star Trek: Ascendancy,715,9,Amerithrash / miniatures / LCG,taste_specialist,7.79516,3.1953,7318,2016,98,33.88738260418177,0.0,0.04312776553820798,1077,1113,175
130960,Triumph & Tragedy: European Balance of Power 1936-1945,716,20,Historical wargames + conflict strategy,taste_specialist,8.13054,3.4188,4007,2015,148,40.989369921386235,0.0,0.02103490200004788,398,933,175
131357,Coup,717,25,Party / family / social deduction,taste_cross_over,6.9749,1.4154,92958,2012,889,588.2845642641187,0.002791032826261009,0.011956263723390344,91,87,46
