community,tag_kind,tag,observed,community_size,tag_total,expected,fold_enrichment,p_value,rank_in_community_kind
9,mechanic,Hidden Roles,8,251,57,5.7228,1.3979171035157614,0.2075333822876534,42.0
9,mechanic,Betting and Bluffing,7,251,49,4.9196,1.4228799089356858,0.21585552009271416,43.0
9,mechanic,Auction: Sealed Bid,3,251,17,1.7068,1.7576751816264353,0.23970037686246898,44.0
9,mechanic,Command Cards,3,251,18,1.8072,1.6600265604249669,0.2679228400171268,45.0
9,mechanic,Map Deformation,3,251,18,1.8072,1.6600265604249669,0.2679228400171268,46.0
9,mechanic,Move Through Deck,5,251,35,3.514,1.4228799089356858,0.2711866197734734,47.0
9,mechanic,Campaign / Battle Card Driven,12,251,99,9.9396,1.2072920439454304,0.2869624291419263,48.0
9,mechanic,Delayed Purchase,6,251,45,4.518,1.3280212483399736,0.2945358505446121,49.0
9,mechanic,Variable Phase Order,9,251,81,8.1324,1.1066843736166445,0.4268697920659922,50.0
9,mechanic,Movement Points,9,251,82,8.2328,1.0931882227188807,0.441861389534085,51.0
9,mechanic,Bias,3,251,25,2.51,1.1952191235059761,0.4661796150426418,52.0
9,mechanic,Storytelling,11,251,104,10.4416,1.0534783941158443,0.4758367441928399,53.0
9,mechanic,Follow,4,251,36,3.6144,1.1066843736166445,0.4955569358675532,54.0
9,mechanic,Narrative Choice / Paragraph,6,251,58,5.8232,1.0303613133672207,0.5342188739003442,55.0
9,mechanic,Hexagon Grid,21,251,210,21.084,0.9960159362549801,0.5452575892013354,56.0
9,mechanic,Memory,7,251,69,6.9276,1.010450949823893,0.5487165002152733,57.0
9,mechanic,Events,14,251,140,14.056,0.9960159362549802,0.5505041066977105,58.0
9,mechanic,Point to Point Movement,16,251,168,16.8672,0.9485866059571239,0.6315940284462048,59.0
9,mechanic,Increase Value of Unchosen Resources,4,251,43,4.3172,0.9265264523302141,0.6404231522229222,60.0
9,mechanic,Multiple Maps,2,251,24,2.4096,0.8300132802124833,0.7111124621542959,61.0
9,mechanic,Area Majority / Influence,40,251,426,42.7704,0.9352262312253333,0.7150815132200203,62.0
9,mechanic,Once-Per-Game Abilities,4,251,49,4.9196,0.8130742336775347,0.7408760560135654,63.0
9,mechanic,Map Addition,5,251,61,6.1244,0.8164065051270329,0.7489503980457209,64.0
9,mechanic,Legacy Game,2,251,26,2.6104,0.7661661048115231,0.7523648762374401,65.0
9,mechanic,Square Grid,11,251,131,13.1524,0.8363492594507467,0.7819554533006456,66.0
9,mechanic,Real-Time,4,251,54,5.4216,0.7377895824110964,0.8071581281368527,67.0
9,mechanic,Multi-Use Cards,9,251,113,11.3452,0.7932870288756478,0.8174953806170409,68.0
9,mechanic,Action Retrieval,4,251,55,5.522,0.7243752263672583,0.8186222556739084,69.0
9,mechanic,Simulation,13,251,160,16.064,0.8092629482071713,0.8335439346690618,70.0
9,mechanic,Sudden Death Ending,3,251,46,4.6184,0.6495756106010739,0.8560338004721153,71.0
9,mechanic,Auction / Bidding,12,251,155,15.562,0.7711091119393394,0.8711896171912192,72.0
9,mechanic,Pick-up and Deliver,8,251,109,10.9436,0.731020870645857,0.8722013357172234,73.0
9,mechanic,Resource to Move,2,251,36,3.6144,0.5533421868083223,0.8904992225485568,74.0
9,mechanic,Push Your Luck,12,251,162,16.2648,0.7377895824110963,0.9055646013403899,75.0
9,mechanic,Re-rolling and Locking,2,251,38,3.8152,0.5242189138184106,0.907667103013512,76.0
9,mechanic,Tech Trees / Tech Tracks,6,251,99,9.9396,0.6036460219727152,0.9438680565645536,77.0
9,mechanic,Closed Drafting,4,251,76,7.6304,0.5242189138184106,0.9563674047629109,78.0
9,mechanic,Turn Order: Progressive,5,251,90,9.036,0.5533421868083223,0.957305440929724,79.0
9,mechanic,Action Drafting,2,251,49,4.9196,0.40653711683876737,0.9650010839609322,80.0
9,mechanic,Race,9,251,148,14.8592,0.6056853666415419,0.9705248077916279,81.0
9,mechanic,Connections,2,251,51,5.1204,0.39059448480587455,0.9708048185687542,82.0
9,mechanic,Tags,4,251,85,8.534,0.4687133817670494,0.9777907971116214,83.0
9,mechanic,Turn Order: Claim Action,3,251,72,7.2288,0.4150066401062417,0.9811465166932327,84.0
9,mechanic,Turn Order: Stat-Based,2,251,56,5.6224,0.35571997723392146,0.9815475670738097,85.0
9,mechanic,Open Drafting,42,251,546,54.8184,0.7661661048115231,0.9859359729764734,86.0
9,mechanic,Victory Points as a Resource,3,251,79,7.9316,0.3782338998436633,0.9895881894722798,87.0
9,mechanic,Communication Limits,2,251,76,7.6304,0.2621094569092053,0.9972368865818216,88.0
9,mechanic,Deduction,2,251,80,8.032,0.24900398406374502,0.9981286554988783,89.0
9,mechanic,Solo / Solitaire Game,39,251,565,56.726,0.6875154250255615,0.998668733980738,90.0
9,mechanic,Variable Set-up,19,251,339,34.0356,0.5582390203199002,0.9993568678588762,91.0
9,mechanic,Income,5,251,171,17.1684,0.291232729899117,0.9999384554166751,92.0
9,mechanic,Contracts,4,251,183,18.3732,0.21770840136720876,0.9999963626603381,93.0
9,mechanic,Worker Placement,5,251,311,31.2244,0.16013117946221544,0.9999999999439771,94.0
9,mechanic,Tile Placement,8,251,369,37.0476,0.2159384143642233,0.9999999999477075,95.0
9,mechanic,End Game Bonuses,3,251,312,31.3248,0.09577076310144039,0.9999999999996357,96.0
9,mechanic,Set Collection,8,251,550,55.22,0.14487504527345166,1.0,97.0
10,category,Abstract Strategy,50,338,125,16.9,2.958579881656805,2.886370180042695e-14,1.0
10,category,Medieval,49,338,200,27.04,1.8121301775147929,8.77731366422068e-06,2.0
10,category,Ancient,38,338,151,20.4152,1.8613582036913674,5.306584595954589e-05,3.0
10,category,Economic,76,338,380,51.376,1.4792899408284024,8.243225005008857e-05,4.0
10,category,Territory Building,37,338,166,22.4432,1.6486062593569544,0.0009318300945395903,5.0
10,category,Transportation,20,338,73,9.8696,2.0264245764772637,0.0010986271283981602,6.0
10,category,City Building,40,338,200,27.04,1.4792899408284024,0.005027033962332946,7.0
10,category,Religious,6,338,19,2.5688,2.3357209592027406,0.033875569338689654,8.0
10,category,Racing,9,338,37,5.0024,1.79913641452103,0.052858739162392684,9.0
10,category,Maze,5,338,16,2.1632,2.311390532544379,0.05385876016044493,10.0
10,category,Renaissance,14,338,67,9.0584,1.5455268038505696,0.05969364310159061,11.0
10,category,Negotiation,16,338,87,11.7624,1.3602666122560023,0.11868603501271992,12.0
10,category,Trains,13,338,68,9.1936,1.414027149321267,0.11961920521001236,13.0
10,category,Nautical,19,338,108,14.6016,1.3012272627657244,0.13225092235483768,14.0
10,category,Political,17,338,95,12.844,1.3235752102148863,0.1329288309266227,15.0
10,category,Action / Dexterity,10,338,51,6.8952,1.45028425571412,0.14128275870419996,16.0
10,category,Arabian,4,338,16,2.1632,1.8491124260355032,0.16023341366906993,17.0
10,category,Electronic,2,338,6,0.8112,2.4654832347140037,0.1891670656782017,18.0
10,category,Bluffing,22,338,135,18.252,1.205347359193513,0.1978795725735298,19.0
10,category,Pike and Shot,3,338,12,1.6224,1.849112426035503,0.21415122683970256,20.0
10,category,Memory,3,338,12,1.6224,1.849112426035503,0.21415122683970256,21.0
10,category,Mafia,3,338,13,1.7576,1.7068730086481565,0.2523708608772645,22.0
10,category,Children's Game,8,338,45,6.084,1.314924391847469,0.25637719243797463,23.0
10,category,Farming,13,338,80,10.816,1.2019230769230769,0.27913320732294705,24.0
10,category,Trivia,3,338,17,2.2984,1.305255830142708,0.40923861419957036,25.0
10,category,Number,6,338,38,5.1376,1.1678604796013703,0.40968489851965334,26.0
10,category,Prehistoric,5,338,31,4.1912,1.1929757587325824,0.41100695405837717,27.0
10,category,Aviation / Flight,4,338,24,3.2448,1.2327416173570018,0.41129149619268807,28.0
10,category,Travel,6,338,39,5.2728,1.137915339098771,0.43527930090961864,29.0
10,category,Sports,5,338,33,4.4616,1.1206741975972745,0.46734715859057235,30.0
10,category,Age of Reason,4,338,26,3.5152,1.137915339098771,0.4751037711459165,31.0
10,category,Pirates,5,338,36,4.8672,1.027284681130835,0.5483371144245437,32.0
10,category,Post-Napoleonic,6,338,46,6.2192,0.9647543092359147,0.604323449937128,33.0
10,category,Civilization,16,338,128,17.3056,0.9245562130177516,0.6758484033411264,34.0
10,category,Animals,27,338,217,29.3384,0.9202955853079923,0.7175989306323487,35.0
10,category,Civil War,2,338,18,2.4336,0.8218277449046679,0.721884143343526,36.0
10,category,American West,4,338,36,4.8672,0.8218277449046679,0.7377748427924202,37.0
10,category,Humor,6,338,67,9.0584,0.6623686302216727,0.9075858000171508,38.0
10,category,Word Game,2,338,28,3.7856,0.5283178360101437,0.9091523002413472,39.0
10,category,Industry / Manufacturing,11,338,115,15.548,0.7074864934396707,0.9261178225383658,40.0
10,category,Novel-based,9,338,100,13.52,0.6656804733727811,0.9396151318214362,41.0
10,category,Murder / Mystery,3,338,49,6.6248,0.45284385943726607,0.9708093019661193,42.0
10,category,Educational,2,338,38,5.1376,0.3892868265337901,0.9730021647376806,43.0
10,category,Collectible Components,2,338,38,5.1376,0.3892868265337901,0.9730021647376806,44.0
10,category,Movies / TV / Radio theme,7,338,92,12.4384,0.5627733470542835,0.974897106516534,45.0
10,category,Card Game,82,338,726,98.1552,0.8354116745725138,0.9850928763976017,46.0
10,category,Video Game Theme,3,338,58,7.8416,0.38257498469700063,0.9895773927780043,47.0
10,category,Party Game,11,338,144,19.4688,0.5650065746219591,0.9917115865031114,48.0
10,category,Space Exploration,5,338,86,11.6272,0.43002614558965185,0.9940369228902715,49.0
10,category,Mythology,5,338,87,11.7624,0.4250833163300007,0.9946366837044494,50.0
10,category,Deduction,13,338,171,23.1192,0.5623031938821412,0.9956202615241595,51.0
10,category,Real-time,3,338,84,11.3568,0.26415891800507185,0.9995722629353148,52.0
10,category,Dice,13,338,221,29.8792,0.43508527671423597,0.9999570484291996,53.0
10,category,Puzzle,6,338,151,20.4152,0.2938986637407422,0.9999860291586612,54.0
10,category,Exploration,14,338,246,33.2592,0.42093616202434214,0.9999900943834417,55.0
10,category,Miniatures,5,338,167,22.5784,0.22145058994437164,0.9999996566651649,56.0
10,category,Wargame,8,338,214,28.9328,0.27650279267820604,0.9999998614036372,57.0
10,category,Science Fiction,13,338,309,41.7768,0.31117749564351505,0.9999999978575175,58.0
10,category,Adventure,7,338,253,34.2056,0.20464485347428493,0.999999999852561,59.0
10,category,Fighting,13,338,353,47.7256,0.2723904990193942,0.9999999999919266,60.0
10,category,Fantasy,17,338,546,73.8192,0.23029239005570368,1.0,61.0
10,mechanic,Auction / Bidding,62,338,155,20.956,2.9585798816568047,1.3200904099710826e-17,1.0
10,mechanic,Enclosure,23,338,45,6.084,3.780407626561473,1.244823607663001e-09,2.0
10,mechanic,Auction: Turn Order Until Pass,11,338,19,2.5688,4.282155091871691,6.494247511695087e-06,3.0
10,mechanic,Commodity Speculation,16,338,40,5.408,2.9585798816568047,2.539897253313602e-05,4.0
10,mechanic,Static Capture,8,338,13,1.7576,4.551661356395084,7.159029304526555e-05,5.0
10,mechanic,Area Majority / Influence,83,338,426,57.5952,1.4410923132483262,9.566927548108404e-05,6.0
10,mechanic,Auction: Once Around,7,338,14,1.8928,3.698224852071006,0.0011366417771764613,7.0
10,mechanic,Stock Holding,13,338,39,5.2728,2.4654832347140037,0.0011817510813775627,8.0
10,mechanic,Map Reduction,9,338,22,2.9744,3.025820333512641,0.0013358657316936376,9.0
10,mechanic,Score-and-Reset Game,15,338,51,6.8952,2.17542638357118,0.002132609770443606,10.0
10,mechanic,Network and Route Building,34,338,161,21.7672,1.561983167334338,0.003927880278880856,11.0
10,mechanic,Tile Placement,66,338,369,49.8888,1.3229422235050752,0.006113665543083915,12.0
10,mechanic,Chaining,11,338,37,5.0024,2.1989445066368143,0.007526693189159184,13.0
10,mechanic,Set Collection,92,338,550,74.36,1.237224314147391,0.008686682918267595,14.0
10,mechanic,Betting and Bluffing,13,338,49,6.6248,1.9623233908948197,0.01073250220001601,15.0
10,mechanic,Investment,9,338,29,3.9208,2.295449908182004,0.011303228176221453,16.0
10,mechanic,Constrained Bidding,7,338,20,2.704,2.588757396449704,0.012419147342559998,17.0
10,mechanic,Ladder Climbing,5,338,12,1.6224,3.081854043392505,0.015412281325279033,18.0
10,mechanic,Trading,16,338,68,9.1936,1.7403411068569439,0.016217886564333216,19.0
10,mechanic,Crayon Rail System,2,338,2,0.2704,7.396449704142013,0.018232252901160463,20.0
10,mechanic,Square Grid,26,338,131,17.7112,1.467997651203758,0.024410778195652235,21.0
10,mechanic,Victory Points as a Resource,17,338,79,10.6808,1.5916410755748633,0.031238415512496225,22.0
10,mechanic,Auction: Fixed Placement,4,338,10,1.352,2.9585798816568047,0.035332455672515764,23.0
10,mechanic,Closed Economy Auction,3,338,6,0.8112,3.698224852071006,0.03576813294668213,24.0
10,mechanic,Sudden Death Ending,11,338,46,6.2192,1.7687162335991768,0.03829972762470225,25.0
10,mechanic,Three Dimensional Movement,5,338,15,2.028,2.465483234714004,0.0414706380293847,26.0
10,mechanic,Trick-taking,10,338,41,5.5432,1.8040121229614665,0.0416922916924709,27.0
10,mechanic,Loans,7,338,26,3.5152,1.9913518434228492,0.05156210483928713,28.0
10,mechanic,Roll / Spin and Move,10,338,43,5.8136,1.7201045823586074,0.055827222257798154,29.0
10,mechanic,Auction: Sealed Bid,5,338,17,2.2984,2.17542638357118,0.0681619543117657,30.0
10,mechanic,Flicking,5,338,17,2.2984,2.17542638357118,0.0681619543117657,31.0
10,mechanic,Connections,11,338,51,6.8952,1.595312681285532,0.07388690063909738,32.0
10,mechanic,Zone of Control,6,338,23,3.1096,1.9295086184718293,0.0792907846122287,33.0
10,mechanic,Pattern Movement,3,338,8,1.0816,2.7736686390532546,0.08147962547470959,34.0
10,mechanic,Predictive Bid,4,338,14,1.8928,2.113271344040575,0.1090613203552393,35.0
10,mechanic,Cube Tower,3,338,9,1.2168,2.4654832347140037,0.11038397548156516,36.0
10,mechanic,Lose a Turn,3,338,9,1.2168,2.4654832347140037,0.11038397548156516,37.0
10,mechanic,Hand Management,130,338,895,121.004,1.0743446497636442,0.15003523300962393,38.0
10,mechanic,Turn Order: Auction,5,338,22,2.9744,1.6810112963959116,0.1664356728834202,39.0
10,mechanic,Simultaneous Action Selection,34,338,216,29.2032,1.1642559719482797,0.18430902326808665,40.0
10,mechanic,Catch the Leader,6,338,29,3.9208,1.5302999387880025,0.18880878367438417,41.0
10,mechanic,Highest-Lowest Scoring,4,338,18,2.4336,1.6436554898093358,0.21833606948580184,42.0
10,mechanic,Hidden Victory Points,8,338,44,5.9488,1.3448090371167294,0.23645455369119292,43.0
10,mechanic,Stacking and Balancing,3,338,13,1.7576,1.7068730086481565,0.2523708608772645,44.0
10,mechanic,Race,23,338,148,20.0096,1.1494482648328803,0.2631834358080057,45.0
10,mechanic,Negotiation,7,338,39,5.2728,1.3275678956152328,0.2689156853748402,46.0
10,mechanic,Pattern Recognition,5,338,26,3.5152,1.4223941738734638,0.26949054484663415,47.0
10,mechanic,Turn Order: Time Track,4,338,20,2.704,1.4792899408284024,0.2810300404259212,48.0
10,mechanic,Programmed Movement,3,338,15,2.028,1.4792899408284024,0.3309091637015653,49.0
10,mechanic,Bribery,3,338,15,2.028,1.4792899408284024,0.3309091637015653,50.0
10,mechanic,Turn Order: Pass Order,4,338,22,2.9744,1.3448090371167294,0.34603067715488794,51.0
10,mechanic,Hot Potato,2,338,9,1.2168,1.6436554898093358,0.34884486303812406,52.0
10,mechanic,Auction: Multiple Lot,2,338,9,1.2168,1.6436554898093358,0.34884486303812406,53.0
10,mechanic,Pieces as Map,2,338,10,1.352,1.4792899408284024,0.4004188506620084,54.0
10,mechanic,Turn Order: Random,2,338,10,1.352,1.4792899408284024,0.4004188506620084,55.0
10,mechanic,Ownership,9,338,60,8.112,1.1094674556213018,0.42396925790466106,56.0
10,mechanic,Bias,4,338,25,3.38,1.183431952662722,0.44347096709987305,57.0
10,mechanic,Map Addition,9,338,61,8.2472,1.0912794645455428,0.44446953334161926,58.0
10,mechanic,Kill Steal,3,338,18,2.4336,1.2327416173570018,0.44741912314232435,59.0
10,mechanic,Hexagon Grid,29,338,210,28.392,1.0214144829529446,0.48238052753857075,60.0
10,mechanic,Turn Order: Stat-Based,8,338,56,7.5712,1.0566356720202874,0.4925603125300319,61.0
10,mechanic,Pattern Building,20,338,145,19.604,1.0201999591920017,0.49956758592700956,62.0
10,mechanic,Action Drafting,7,338,49,6.6248,1.0566356720202874,0.5009052636745063,63.0
10,mechanic,Once-Per-Game Abilities,7,338,49,6.6248,1.0566356720202874,0.5009052636745063,64.0
10,mechanic,Melding and Splaying,4,338,27,3.6504,1.0957703265395573,0.5060350076072332,65.0
10,mechanic,Pick-up and Deliver,15,338,109,14.7368,1.0178600510287172,0.5142603243191716,66.0
10,mechanic,Slide / Push,3,338,20,2.704,1.1094674556213018,0.5204943955900277,67.0
10,mechanic,Turn Order: Role Order,2,338,13,1.7576,1.137915339098771,0.5416653635382034,68.0
10,mechanic,Resource to Move,5,338,36,4.8672,1.027284681130835,0.5483371144245437,69.0
10,mechanic,Selection Order Bid,2,338,14,1.8928,1.0566356720202874,0.5833670439579649,70.0
10,mechanic,Ordering,2,338,14,1.8928,1.0566356720202874,0.5833670439579649,71.0
10,mechanic,Auction: Dutch,3,338,22,2.9744,1.008606777837547,0.5880113144890758,72.0
10,mechanic,Memory,9,338,69,9.3288,0.9647543092359147,0.6014292901688815,73.0
10,mechanic,Action Queue,11,338,85,11.492,0.9571876087713191,0.6126375023034386,74.0
10,mechanic,Market,11,338,87,11.7624,0.9351832959260016,0.6448543116429728,75.0
10,mechanic,Rondel,7,338,56,7.5712,0.9245562130177515,0.6493767025559596,76.0
10,mechanic,Alliances,2,338,16,2.1632,0.9245562130177516,0.65819398107157,77.0
10,mechanic,Tug of War,3,338,25,3.38,0.8875739644970414,0.6771760119176566,78.0
10,mechanic,Layering,7,338,58,7.8416,0.8926749642930014,0.686697374293634,79.0
10,mechanic,Force Commitment,2,338,17,2.2984,0.8701705534284719,0.691388029987837,80.0
10,mechanic,Team-Based Game,25,338,200,27.04,0.9245562130177515,0.7025685245871032,81.0
10,mechanic,Grid Movement,34,338,270,36.504,0.9314047775586237,0.7100780328129509,82.0
10,mechanic,Move Through Deck,4,338,35,4.732,0.8453085376162299,0.7167262063071007,83.0
10,mechanic,Map Deformation,2,338,18,2.4336,0.8218277449046679,0.721884143343526,84.0
10,mechanic,Command Cards,2,338,18,2.4336,0.8218277449046679,0.721884143343526,85.0
10,mechanic,Follow,4,338,36,4.8672,0.8218277449046679,0.7377748427924202,86.0
10,mechanic,Player Elimination,15,338,126,17.0352,0.8805297266835729,0.7458661941525743,87.0
10,mechanic,Real-Time,6,338,54,7.3008,0.821827744904668,0.7583849194589085,88.0
10,mechanic,Re-rolling and Locking,4,338,38,5.1376,0.7785736530675802,0.7762961975085337,89.0
10,mechanic,Variable Phase Order,9,338,81,10.9512,0.8218277449046679,0.7871900802383767,90.0
10,mechanic,Turn Order: Progressive,10,338,90,12.168,0.821827744904668,0.7959535372129767,91.0
10,mechanic,Take That,28,338,238,32.1776,0.870170553428472,0.8238002653268224,92.0
10,mechanic,Hidden Movement,2,338,23,3.1096,0.6431695394906097,0.8385716029876521,93.0
10,mechanic,Grid Coverage,7,338,69,9.3288,0.7503644627390448,0.8445258132737634,94.0
10,mechanic,Push Your Luck,18,338,162,21.9024,0.8218277449046679,0.8530396953423418,95.0
10,mechanic,Area Movement,23,338,203,27.4456,0.8380213950505728,0.8560323754121953,96.0
10,mechanic,Track Movement,10,338,97,13.1144,0.7625205880558775,0.8652584776617568,97.0
10,mechanic,Income,18,338,171,23.1192,0.7785736530675802,0.9069607025754629,98.0
10,mechanic,Secret Unit Deployment,5,338,58,7.8416,0.637624974495001,0.9100644784153322,99.0
10,mechanic,Stat Check Resolution,2,338,30,4.056,0.4930966469428008,0.9283006524041011,100.0
10,mechanic,Tech Trees / Tech Tracks,9,338,99,13.3848,0.6724045185583647,0.9350209779078875,101.0
10,mechanic,Turn Order: Claim Action,6,338,72,9.7344,0.6163708086785009,0.9388459334601696,102.0
10,mechanic,Increase Value of Unchosen Resources,3,338,43,5.8136,0.5160313747075822,0.9437508739918925,103.0
10,mechanic,Voting,5,338,65,8.788,0.5689576695493855,0.9518522951729015,104.0
10,mechanic,Action Retrieval,4,338,55,7.436,0.5379236148466918,0.9521973802600251,105.0
10,mechanic,Bingo,2,338,36,4.8672,0.41091387245233396,0.9653985196498989,106.0
10,mechanic,Point to Point Movement,15,338,168,22.7136,0.6603972950126796,0.9772760864037281,107.0
10,mechanic,Tags,6,338,85,11.492,0.5221023320570831,0.98090803719002,108.0
10,mechanic,Closed Drafting,5,338,76,10.2752,0.4866085331672376,0.9833018434632621,109.0
10,mechanic,Communication Limits,5,338,76,10.2752,0.4866085331672376,0.9833018434632621,110.0
10,mechanic,Deck Construction,2,338,43,5.8136,0.34402091647172145,0.9856209886245737,111.0
10,mechanic,Action Points,25,338,266,35.9632,0.695155047381768,0.9879515781594232,112.0
10,mechanic,Movement Points,5,338,82,11.0864,0.45100303074036663,0.9909361493776334,113.0
10,mechanic,Multi-Use Cards,7,338,113,15.2776,0.45818714981410696,0.9965113563400997,114.0
10,mechanic,Open Drafting,55,338,546,73.8192,0.7450636148861002,0.9975095356793868,115.0
10,mechanic,Hidden Roles,2,338,57,7.7064,0.2595245510225267,0.9976744888067848,116.0
10,mechanic,Events,9,338,140,18.928,0.47548605240912933,0.9980372020175666,117.0
10,mechanic,Paper-and-Pencil,4,338,87,11.7624,0.3400666530640006,0.9985517229127904,118.0
10,mechanic,Die Icon Resolution,2,338,63,8.5176,0.23480792711561943,0.9989563382676053,119.0
10,mechanic,Line of Sight,2,338,68,9.1936,0.21754263835711798,0.999468751209949,120.0
10,mechanic,End Game Bonuses,25,338,312,42.1824,0.5926642391139433,0.9995331061813401,121.0
10,mechanic,"Worker Placement, Different Worker Types",2,338,73,9.8696,0.20264245764772634,0.9997312469476465,122.0
10,mechanic,Worker Placement,24,338,311,42.0472,0.570787115432181,0.9997597556785389,123.0
10,mechanic,Card Play Conflict Resolution,3,338,89,12.0328,0.24931852935310153,0.9997748558095592,124.0
10,mechanic,Deduction,2,338,80,10.816,0.1849112426035503,0.9998974426080182,125.0
10,mechanic,Contracts,9,338,183,24.7416,0.36375982151518094,0.999977526796841,126.0
10,mechanic,Modular Board,28,338,381,51.5112,0.5435711068660796,0.9999844610885387,127.0
10,mechanic,Variable Set-up,23,338,339,45.8328,0.5018240212249743,0.9999910947122271,128.0
10,mechanic,Campaign / Battle Card Driven,2,338,99,13.3848,0.14942322634630326,0.9999928403963723,129.0
10,mechanic,Simulation,4,338,160,21.632,0.1849112426035503,0.9999998748045477,130.0
10,mechanic,Scenario / Mission / Campaign Game,2,338,226,30.5552,0.06545530711630099,0.9999999999999591,131.0
10,mechanic,"Deck, Bag, and Pool Building",2,338,244,32.9888,0.06062663691919682,0.9999999999999976,132.0
10,mechanic,Solo / Solitaire Game,5,338,565,76.388,0.06545530711630099,1.0,133.0
10,mechanic,Dice Rolling,38,338,722,97.6144,0.3892868265337901,1.0,134.0
10,mechanic,Variable Player Powers,25,338,711,96.1272,0.2600720711723633,1.0,135.0
11,category,Negotiation,2,7,87,0.2436,8.210180623973727,0.022437177125104214,1.0
11,category,Fighting,3,7,353,0.9884,3.0352084176446783,0.06306423597055909,2.0
11,category,Card Game,4,7,726,2.0328,1.9677292404565132,0.11362318958741378,3.0
11,category,Fantasy,3,7,546,1.5288,1.9623233908948194,0.18082597098149664,4.0
11,mechanic,Take That,4,7,238,0.6664,6.002400960384154,0.0022253874236497087,1.0
11,mechanic,Trading,2,7,68,0.1904,10.504201680672269,0.014017144520390913,2.0
11,mechanic,Hexagon Grid,2,7,210,0.588,3.4013605442176873,0.1113487887181152,3.0
11,mechanic,Hand Management,4,7,895,2.506,1.5961691939345573,0.21294943145946266,4.0
11,mechanic,Variable Set-up,2,7,339,0.9492,2.1070375052675936,0.24336034401828396,5.0
11,mechanic,Modular Board,2,7,381,1.0668,1.8747656542932134,0.29008252964004927,6.0
12,category,Adventure,104,231,253,23.3772,4.448779152336465,7.076803177818917e-50,1.0
12,category,Fantasy,125,231,546,50.4504,2.4776810491096204,7.636793345319503e-30,2.0
12,category,Fighting,97,231,353,32.6172,2.973891075874079,2.0668161445712488e-28,3.0
12,category,Miniatures,57,231,167,15.4308,3.6939108795396223,7.381990622504283e-21,4.0
12,category,Exploration,68,231,246,22.7304,2.991588357442016,3.553925950446416e-19,5.0
12,category,Horror,37,231,125,11.55,3.2034632034632033,1.969521434424496e-11,6.0
12,category,Dice,47,231,221,20.4204,2.301619948678772,8.274148227328712e-09,7.0
12,category,Science Fiction,55,231,309,28.5516,1.9263368777931884,2.806871583764914e-07,8.0
12,category,Print & Play,16,231,51,4.7124,3.395297512944572,6.371762963348392e-06,9.0
12,category,Video Game Theme,16,231,58,5.3592,2.985520226899537,3.917424384317766e-05,10.0
12,category,Card Game,92,231,726,67.0824,1.371447652439388,0.000144403597095297,11.0
12,category,Zombies,9,231,29,2.6796,3.358710255261979,0.0008082533898535606,12.0
12,category,Comic Book / Strip,10,231,37,3.4188,2.925002925002925,0.0013816968848615534,13.0
12,category,Novel-based,16,231,100,9.24,1.7316017316017316,0.018880377738069522,14.0
12,category,Mature / Adult,3,231,8,0.7392,4.058441558441559,0.030726398833592992,15.0
12,category,Travel,6,231,39,3.6036,1.665001665001665,0.14514477485432417,16.0
12,category,Mythology,11,231,87,8.0388,1.3683634373289546,0.1745100824585695,17.0
12,category,Movies / TV / Radio theme,11,231,92,8.5008,1.2939958592132506,0.22503065929024663,18.0
12,category,Collectible Components,4,231,38,3.5112,1.139211665527455,0.471819809085932,19.0
12,category,Modern Warfare,2,231,18,1.6632,1.2025012025012025,0.5060634545756302,20.0
12,category,Space Exploration,8,231,86,7.9464,1.0067451927917044,0.5482266081596452,21.0
12,category,Spies / Secret Agents,4,231,45,4.158,0.962000962000962,0.6092362526370745,22.0
12,category,Aviation / Flight,2,231,24,2.2176,0.9018759018759018,0.665279921646374,23.0
12,category,Murder / Mystery,4,231,49,4.5276,0.8834702712253734,0.6772125439203283,24.0
12,category,World War II,5,231,64,5.9136,0.845508658008658,0.719358466579185,25.0
12,category,Puzzle,12,231,151,13.9524,0.8600670852326481,0.7559730119793585,26.0
12,category,Environmental,5,231,72,6.6528,0.7515632515632515,0.8103319620938545,27.0
12,category,Sports,2,231,33,3.0492,0.6559097468188377,0.8240841227143987,28.0
12,category,Pirates,2,231,36,3.3264,0.6012506012506013,0.8596809135402927,29.0
12,category,Renaissance,4,231,67,6.1908,0.6461200491051237,0.8806287715064312,30.0
12,category,Nautical,6,231,108,9.9792,0.6012506012506013,0.9448037756956982,31.0
12,category,Farming,4,231,80,7.392,0.5411255411255411,0.9476554634433463,32.0
12,category,Real-time,4,231,84,7.7616,0.5153576582148011,0.9599489285206313,33.0
12,category,Civilization,7,231,128,11.8272,0.5918560606060607,0.9608080818806036,34.0
12,category,Medieval,10,231,200,18.48,0.5411255411255411,0.9928488424770072,35.0
12,category,Deduction,8,231,171,15.8004,0.50631629578998,0.9929320680958523,36.0
12,category,Transportation,2,231,73,6.7452,0.2965071458222143,0.9934363414517392,37.0
12,category,Ancient,6,231,151,13.9524,0.43003354261632404,0.9965585036950293,38.0
12,category,Wargame,9,231,214,19.7736,0.45515232431120284,0.998843928565921,39.0
12,category,City Building,8,231,200,18.48,0.4329004329004329,0.9989617861306175,40.0
12,category,Animals,9,231,217,20.0508,0.4488598958645042,0.999055447943721,41.0
12,category,Territory Building,5,231,166,15.3384,0.32597924164189224,0.9996880228901389,42.0
